human_readable_id,uuid,question_text
32,f435994f-e66e-4681-8334-4d6ee5f39e6b,"To what extent, if at all, do you trust your family doctor to act in your best interest?"
33,951f11a0-3307-4507-805c-86d17562d21a,"To what extent, if at all, do you trust your social media feed (eg TikTok, Facebook) to act in your best interest?"
34,522df4e6-3a3b-48d9-9c83-a03a6a7bb22e,"To what extent, if at all, do you trust your elected representatives to act in your best interest?"
35,18cc2f33-6373-49f0-aa7e-e2fa04a04575,"To what extent, if at all, do you trust your faith or community leader to act in your best interest?"
36,e26549f8-5c9a-426b-b22a-57d8fe0d5e03,"To what extent, if at all, do you trust the civil servants in your government to act in your best interest?"
37,332cec0c-afeb-4c18-a0e4-146c656750a8,"To what extent, if at all, do you trust your AI chatbot (eg ChatGPT) to act in your best interest?"
38,9cc4f2fc-dee9-4196-b1c7-b437544668c8,Can you explain why you gave that trust score to your AI chatbot?
39,38964f80-772f-4e5d-a355-b4857f2de101,Do you agree or disagree with this statement? AI could make better decisions on my behalf than my government representatives.
40,983893d8-07ab-4c8e-bdb2-14335638633d,"Do you think the increased use of AI across society is likely to make your cost of living better, worse or stay the same in the next 10 years?"
41,8a9d1c12-44f6-42dc-9238-daaaca0d85d0,"Do you think the increased use of AI across society is likely to make the amount of free time you have better, worse or stay the same in the next 10 years?"
42,983893d8-07ab-4c8e-bdb2-14335638633d,"Do you think the increased use of AI across society is likely to make your cost of living better, worse or stay the same in the next 10 years?"
43,96e5895f-d640-4a37-bc16-6e095f38ba7e,"Do you think the increased use of AI across society is likely to make the availability of good jobs better, worse or stay the same in the next 10 years?"
44,983893d8-07ab-4c8e-bdb2-14335638633d,"Do you think the increased use of AI across society is likely to make your cost of living better, worse or stay the same in the next 10 years?"
45,b1288e79-aec5-43e4-a34e-c6d474737305,"So far, what has been the overall impact of AI on your daily life?"
46,29453c82-de9b-4be1-ba27-723906fb7dcf,Is your job making a meaningful contribution to the world?
47,289f8b3b-d97c-4585-8e41-5e41602aaedb,Do you think your job is likely to be automated in the next 10 years?
48,e7a8b7e2-9077-4c8c-9cca-29f3c957ca16,Do you think your job should be automated in the next 10 years?
49,41f7cf6e-c4ee-42c7-b453-77320c78b294,"So far, how has your community been affected by job loss from automation?"
52,0db7bbdf-847c-4e1b-a89b-22a8d8e6a02b,Would you want this future or not? Please explain why.
53,33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?
56,0db7bbdf-847c-4e1b-a89b-22a8d8e6a02b,Would you want this future or not? Please explain why.
59,63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.
62,63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.
65,63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.
67,63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.
68,c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?
70,63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.
71,c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?
74,38964f80-772f-4e5d-a355-b4857f2de101,Do you agree or disagree with this statement? AI could make better decisions on my behalf than my government representatives.
75,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.
77,38964f80-772f-4e5d-a355-b4857f2de101,Do you agree or disagree with this statement? AI could make better decisions on my behalf than my government representatives.
78,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.
80,38964f80-772f-4e5d-a355-b4857f2de101,Do you agree or disagree with this statement? AI could make better decisions on my behalf than my government representatives.
81,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.
83,38964f80-772f-4e5d-a355-b4857f2de101,Do you agree or disagree with this statement? AI could make better decisions on my behalf than my government representatives.
84,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.
86,78975667-0a8d-452f-9569-c7447732ba49,"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted)"
87,fb7e02bc-de8f-453d-bfcc-10feb179f4ce,Do you feel like you understand yourself better after participating in this conversation?
88,ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?"
