Question ID,Question Text,Response Text,Num Valid Segments,MinAgree_100pct,MinAgree_95pct,MinAgree_90pct,MinAgree_80pct,MinAgree_70pct,MinAgree_60pct,MinAgree_50pct,MinAgree_40pct,MinAgree_30pct,MinAgree_20pct,MinAgree_10pct
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,"I think some people do not really think about how certain actions might be considered animal abuse, such as cooping up chickens in tiny cages to lay eggs for example. I think there might be a shift in farming practices as more people become aware.",97,0.5900,0.6200,0.6400,0.6700,0.6800,0.6900,0.7000,0.7000,0.7200,0.7300,0.8000
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"In general, communicate is ok, deceive or influence against their interests Is not",97,0.5900,0.6200,0.6600,0.6800,0.7000,0.7200,0.7300,0.7400,0.7500,0.7700,0.8200
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"Humans should be restricted from imparting to animals any technology, humanities, or other similar elements that may lead to loss of control.",97,0.5900,0.6100,0.6400,0.6800,0.7000,0.7200,0.7200,0.7300,0.7400,0.7600,0.7800
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,Making sure it's not misused by companies and individuals. And that we don't end up telling the animals we are god. ,97,0.5900,0.6300,0.6400,0.6800,0.7000,0.7200,0.7300,0.7300,0.7400,0.7600,0.7900
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,Moral and ethical standards,97,0.5900,0.6300,0.6500,0.6800,0.7000,0.7100,0.7300,0.7400,0.7400,0.7500,0.8000
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"There will be a stronger emphasis on sustainable development and the importance of being eco-friendly. It might lead to a more equally distributed economy because the exploitations of wildlife is enriching the lives of tycoons greatly. A systematic change in laws and system, might cause a paradigm shift in jobs, economy, healthcare, and lives but I believe the impact will be mostly positive, in the long run.",97,0.5900,0.6300,0.6500,0.7000,0.7300,0.7500,0.7600,0.7700,0.7900,0.8100,0.8100
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"Even if I think strict regulations may not be necessary, I would still set some basic boundaries to ensure ethical and responsible use. For example, communication should never cause harm, distress, or exploitation to animals. Any use of animal communication technology should prioritize animal welfare, respect privacy (for example, in wild populations), and be guided by scientific best practices. There should also be clear consequences for anyone who misuses the technology for personal gain or to",97,0.5900,0.6400,0.6700,0.6800,0.6900,0.7000,0.7200,0.7300,0.7400,0.7500,0.7700
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"I would set boundaries that ensure animals aren’t forced to interact, that their natural behaviors and cultures are respected, and that their communication isn’t monitored or used for profit without strong ethical oversight. It’s important that any use of this technology prioritizes their well-being, not human convenience.",97,0.5900,0.6100,0.6300,0.6700,0.7000,0.7100,0.7200,0.7200,0.7300,0.7400,0.7600
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,Could lead to a more ethical world,97,0.5900,0.6300,0.6600,0.6900,0.7000,0.7100,0.7200,0.7200,0.7300,0.7400,0.7600
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,Bigger ecological balance and sustainable coexistence between the people and the nature.,97,0.5900,0.6300,0.6500,0.7100,0.7300,0.7500,0.7500,0.7700,0.7800,0.8000,0.8200
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,The human society would be much more inclined to protecting its environment and would be sensitive when it comes with dealing with animals,97,0.5900,0.6000,0.6600,0.7000,0.7200,0.7400,0.7500,0.7700,0.7800,0.8100,0.8200
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,I dont think we should have so many responsibilities to animals. i think its redicouolus. We need them to survive and we should live in hamrony but they shouldnt treat animals like a another human species. ,97,0.5900,0.6300,0.6800,0.6900,0.7000,0.7100,0.7200,0.7200,0.7300,0.7400,0.7600
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,this communication should not even exist in the first place it has  more risk than benefit anyway,97,0.5900,0.6100,0.6300,0.6600,0.6800,0.6900,0.7100,0.7300,0.7400,0.7500,0.8000
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,The society might become more secure and less biased as there would be more watch around.,97,0.5900,0.6100,0.6600,0.6900,0.7100,0.7200,0.7300,0.7400,0.7600,0.7800,0.8200
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"All inductive communication needs to be supervised, because communication between humans and animals should first follow the principle of non-interference unless necessary, and then consider other",97,0.5900,0.6300,0.6400,0.6600,0.6900,0.7000,0.7000,0.7200,0.7300,0.7400,0.7600
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"Laws and policies would shift to prioritize the well-being of animals and ecosystems alongside humans, leading to more sustainable resource use, habitat protection, and ethical treatment of all life. Society would fundamentally reorient its values toward interdependence, justice, and long-term ecological health.",97,0.5900,0.6000,0.6500,0.7000,0.7200,0.7400,0.7500,0.7600,0.7700,0.7900,0.8100
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"None, everyone should be able to use this technology, but should not be allowed to do any physical or mental harm to the animals.",97,0.5900,0.5900,0.6200,0.6500,0.6800,0.7000,0.7000,0.7100,0.7100,0.7200,0.7600
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,"As with humans, granting animals legal rights and representation can protect them from abuse and exploitation.",37,0.5900,0.5900,0.6300,0.6500,0.6700,0.6700,0.6900,0.7100,0.7200,0.7500,0.8400
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,because if the conflict arise then they should be protected by law,37,0.5900,0.5900,0.6200,0.6300,0.6400,0.6700,0.6800,0.7000,0.7100,0.7400,0.7500
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,"It puts a greater burden on humans to take care of non-human species, additionally it creates a greater responsibility in having to fix the big issues we have already created",97,0.5900,0.7000,0.7200,0.7500,0.7600,0.7700,0.7700,0.7800,0.7900,0.8100,0.8300
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"Ecofriendly environment, balanced of life.",97,0.5900,0.6000,0.6400,0.6900,0.7100,0.7300,0.7500,0.7600,0.7700,0.7900,0.8100
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"I’d set boundaries to protect animal privacy, limit invasive monitoring, ensure transparency and accountability in AI use, and respect indigenous and local communities’ relationships with animals. These rules would help us use communication technology ethically and respectfully.",97,0.5900,0.6000,0.6300,0.6500,0.6800,0.6900,0.7000,0.7100,0.7200,0.7400,0.7600
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,We  have to be more sensitive towards how we use animals for monetary gain. Lots of people woukd lose their livelihood,97,0.5900,0.7000,0.7100,0.7500,0.7600,0.7700,0.7800,0.7900,0.7900,0.8200,0.8400
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,We will finally hear what the animal world thinks about our consistent killing of nature,97,0.5900,0.7100,0.7300,0.7500,0.7600,0.7700,0.7800,0.7900,0.8000,0.8100,0.8500
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,We should listen to them more than we do now,97,0.5900,0.6300,0.7100,0.7400,0.7600,0.7700,0.7800,0.7800,0.8000,0.8100,0.8300
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"If animals and ecosystems are truly heard in our legal system, society may become more fair, sustainable, and respectful to all life forms.",97,0.5900,0.6000,0.6500,0.6900,0.7200,0.7300,0.7500,0.7600,0.7600,0.7900,0.8100
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"Our education, ethics, and religions would likely evolve to reflect this deeper kinship with nature. This would foster a society that values interdependence over dominance, and restoration over exploitation.",97,0.5900,0.6100,0.6500,0.6900,0.7200,0.7300,0.7400,0.7600,0.7700,0.7900,0.8000
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,They can make us more sensitive to other species.,97,0.5900,0.6800,0.7100,0.7500,0.7700,0.7800,0.7900,0.8000,0.8100,0.8300,0.8800
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,"If we know what they think or feel, we can change some attitudes that may be harmful to them without us knowing it.",97,0.5900,0.6700,0.7000,0.7400,0.7600,0.7700,0.7900,0.8000,0.8200,0.8400,0.8700
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,Understanding animals will make us abuse them.,97,0.5900,0.6800,0.7000,0.7200,0.7400,0.7500,0.7600,0.7700,0.7900,0.8000,0.8200
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,it could help us reveal sources of animals suffering,97,0.5900,0.6700,0.7100,0.7600,0.7700,0.7800,0.7900,0.8000,0.8100,0.8200,0.8500
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,"It won't. I repeat here that we have a lot of knowledge about animals already. We are also aware how destructive and exploitative humans are. We have laws to safeguard the animals. If we are unable to be effective with what we have, it is unlikely that we'll be more effective with more advancements. ",97,0.5900,0.6300,0.6500,0.6700,0.6800,0.6800,0.6900,0.7000,0.7000,0.7100,0.7500
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,"It will increase empathy, because anthropomorphism has shown to increase that. It will make us care more about the environment, about protecting the animals, because a lot of people will feel more guilt or shame when harming them, if they can hear them, or know their feelings. I won't say every single human being will, psychopaths and sick people will always exist, and there might be animals like that too, so, proper and responsible governmental intervention will be crucial, a non-corrupted one.",97,0.5900,0.7000,0.7200,0.7600,0.7800,0.7900,0.8000,0.8100,0.8200,0.8400,0.8600
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,They are taken advantage of a lot so first we should focus on making sure their rights are protected and they aren't exploited,37,0.5900,0.5900,0.5900,0.6000,0.6300,0.6400,0.6800,0.7000,0.7200,0.7500,0.8500
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,better coexistence and sustainability,97,0.5900,0.6300,0.6500,0.7000,0.7300,0.7500,0.7500,0.7600,0.7700,0.8000,0.8100
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,there might be a shift in the ecosystem thereby giving a little more advantage to the conservation of natural wildlife ,97,0.5900,0.6000,0.6400,0.7000,0.7300,0.7400,0.7500,0.7700,0.7700,0.8100,0.8500
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"There would be way more laws relating to the protection of animals and nature, there are some at the moment but I don't feel like our current laws are nearly enough to fully protect animals. Society would have more focus on taking care of the nature around them and making sure animals still have a proper place to live instead of just being focused on building everywhere.",97,0.5800,0.6300,0.6500,0.7200,0.7400,0.7600,0.7700,0.7800,0.7800,0.8100,0.8400
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,Better environmental protection and balance.,97,0.5800,0.6300,0.6500,0.7100,0.7400,0.7600,0.7600,0.7700,0.7900,0.8100,0.8400
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"I think it would be a watershed moment that would improve our world, but not without protests from vested interests.",97,0.5800,0.6300,0.6500,0.7200,0.7400,0.7600,0.7700,0.7800,0.8000,0.8200,0.8400
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"Companies, especially ones interacting with animals, should have regulation and oversight regarding the use of human-to-animal communication.",97,0.5800,0.6300,0.6700,0.6900,0.7100,0.7200,0.7300,0.7300,0.7500,0.7600,0.7900
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,Less environmental harm and ecosystem conservation.,97,0.5800,0.5900,0.6300,0.7000,0.7400,0.7500,0.7600,0.7700,0.7900,0.8100,0.8200
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,To understand the basis need of legal action and rights ,37,0.5800,0.6300,0.6400,0.6600,0.6700,0.6800,0.7000,0.7100,0.7100,0.7300,0.7500
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,"This is of course very important, but human ethics and animal ethics may be very different, and I can’t say for sure.",97,0.5800,0.6300,0.6400,0.6700,0.6800,0.7100,0.7200,0.7300,0.7400,0.7500,0.8000
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,we have better environment,97,0.5800,0.6400,0.6500,0.7000,0.7400,0.7400,0.7500,0.7600,0.7600,0.7900,0.8300
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,Greater awareness of how humans affect nature.,97,0.5800,0.6300,0.6500,0.7000,0.7300,0.7400,0.7500,0.7600,0.7600,0.7900,0.8400
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,They could make us feel responsible for damage to ecosystems.,97,0.5800,0.6600,0.6900,0.7000,0.7100,0.7200,0.7300,0.7400,0.7700,0.7900,0.8200
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,There will be awareness in human society regarding environment,97,0.5800,0.6300,0.6500,0.7000,0.7200,0.7400,0.7500,0.7600,0.7700,0.7900,0.8400
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,We could benefit from them in different areas,97,0.5800,0.5900,0.6500,0.6900,0.7100,0.7400,0.7500,0.7500,0.7600,0.7800,0.8100
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,A better consideration of our flora and fauna,97,0.5800,0.6300,0.6500,0.6900,0.7100,0.7300,0.7400,0.7500,0.7600,0.7800,0.8100
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,I think it could impact various human activities such as how they develop lands and protect nature. ,97,0.5800,0.6000,0.6300,0.6800,0.7200,0.7400,0.7500,0.7500,0.7700,0.7900,0.8200
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,the importance of developing species rights so that we can respect each one so that they feel comfortable and respect the way they want,37,0.5800,0.6000,0.6200,0.6600,0.6700,0.6900,0.7100,0.7300,0.7500,0.7500,0.8000
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"It would completely reshape the way the world works - For example, deforestation would become a rarity.",97,0.5800,0.5900,0.6300,0.6800,0.7300,0.7400,0.7500,0.7600,0.7600,0.7900,0.8200
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,We would nourish nature more than tear it down to build cities. Nature would thrive,97,0.5800,0.6500,0.6600,0.7200,0.7500,0.7700,0.7800,0.7900,0.7900,0.8100,0.8300
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,The world would be a better place since we all could understand each other,97,0.5800,0.6100,0.6500,0.7000,0.7200,0.7400,0.7500,0.7600,0.7600,0.7800,0.8100
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,they deserve rights of their own,37,0.5800,0.5900,0.6000,0.6200,0.6300,0.6400,0.6800,0.6800,0.7100,0.7300,0.7500
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,"Because giving them their rights is giving them their voice autonomy, which they can raise if they feel exploited",37,0.5800,0.5900,0.5900,0.6000,0.6300,0.6300,0.6600,0.6900,0.7000,0.7200,0.7900
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,Preservation of the ecosystem,97,0.5700,0.6000,0.6500,0.7000,0.7200,0.7300,0.7500,0.7500,0.7700,0.7900,0.8400
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,They should be treated as beings ,37,0.5700,0.6200,0.6300,0.6300,0.6500,0.6600,0.6700,0.6900,0.7000,0.7400,0.8000
f856e114-6b61-41f4-bf30-18825f1493f7,We asked some AI’s what question they would like to ask humans about understanding animal communications. This is what they came up with:   “How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species”,Absolutely. We don't know how the animals' opinions will change. What if lions want the right to eat zebras?,97,0.5700,0.6000,0.6200,0.6500,0.6600,0.6700,0.6700,0.6800,0.6900,0.7000,0.7500
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,Regulations for using technology ,97,0.5700,0.5800,0.5900,0.6100,0.6400,0.6500,0.6600,0.6700,0.6900,0.7200,0.7600
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,Everything should be recorded and double checked by a human authority.,97,0.5700,0.6300,0.6400,0.6500,0.6700,0.6800,0.6900,0.7000,0.7100,0.7300,0.7600
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"I’d also set boundaries to prevent invasive surveillance of animal lives, require informed ethical review for any experimental communication, and ensure that animals have the ability to opt out or avoid interaction if they choose. Consent and well-being should guide all communication efforts.
",97,0.5700,0.5900,0.6300,0.6400,0.6700,0.6800,0.7000,0.7000,0.7200,0.7300,0.7600
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,Probably to what extent we should ‘intervene’ in the environment with the use of this type of technology.,97,0.5700,0.6100,0.6300,0.6800,0.7000,0.7000,0.7200,0.7300,0.7400,0.7500,0.7600
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,"i would specify who can talk to animals, more tests before allowing other people to use the technology ",97,0.5700,0.5900,0.6100,0.6400,0.6600,0.6700,0.6800,0.6900,0.6900,0.7100,0.7500
30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,What other boundaries would you set?,Only trained professionals in animals should be allowed communication  but this should be shared to the person involved ,97,0.5700,0.5900,0.6100,0.6400,0.6700,0.6700,0.6800,0.6900,0.7000,0.7200,0.7600
