ID,Type,Text,Summary
2617912e-463a-4fb4-8781-0ada7a788fb2,Poll,"Considering both potential benefits and risks, how do you assess the overall impact on society of AI systems that can outperform humans on most economically valuable work?","In this Remesh poll question assessing the perceived societal impact of AI systems that can outperform humans on most economically valuable work, responses from 1,033 participants distributed across 231 population segments reveal a polarized yet broadly balanced outlook. A combined 44.0% emphasize downside risk (""Risks far outweigh benefits"" at 20.0% and ""Risks slightly outweigh benefits"" at 24.0%), while 32.0% emphasize upside potential (""Benefits slightly outweigh risks"" at 21.0% and ""Benefits far outweigh risks"" at 11.0%). A notable 24.0% adopt a neutral stance (""Risks and benefits are equal""). The modal positions are tied between cautious skepticism and neutrality (both at 24.0%). The distribution indicates a cautious tilt toward risk with limited strong optimism, as reflected in direct selections such as ""Risks far outweigh benefits"" (20.0%) and ""Benefits far outweigh risks"" (11.0%). Overall, the findings suggest a public leaning toward risk awareness with notable ambivalence, highlighting the need for safeguards and transparent governance to build confidence in advanced AI’s societal role."
84779ba6-1191-4840-862d-e9eacc2defe9,Poll,"To what extent, if at all, do you generally trust governments to do what is right?","In a Remesh poll question assessing general trust in governments to “do what is right,” 1,033 participants across 231 population segments provided single-select responses. Overall trust was low, with a combined 55.0% expressing distrust: 22.0% “Strongly Distrust” and 33.0% “Somewhat Distrust.” By contrast, 27.0% expressed trust: 24.0% “Somewhat Trust” and 3.0% “Strongly Trust.” A neutral stance was reported by 18.0% (“Neither Trust Nor Distrust”). The modal response was “Somewhat Distrust” at 33.0%, indicating a notable tilt toward skepticism. Strong positive trust was rare (“Strongly Trust,” 3.0%), while strong negative trust was more prevalent (“Strongly Distrust,” 22.0%). These patterns suggest a distrust-skewed distribution, with most participants clustered in the skeptical middle: “Somewhat Distrust” (33.0%) and “Somewhat Trust” (24.0%), and a smaller neutral bloc (18.0%). The findings notably highlight limited strong confidence in government action and a sizable reservoir of distrust among participants."
5710c67a-adf2-469d-aa92-1b6961e2b9de,Poll,"To what extent, if at all, do you generally trust small businesses to do what is right?","In this Remesh poll question assessing general trust in small businesses to “do what is right,” 1,033 participants across 231 population segments provided single-select responses. Overall trust leaned positive: a combined 53.0% reported trust (“Somewhat Trust” 44.0%; “Strongly Trust” 9.0%). Neutrality was also notable, with 28.0% selecting “Neither Trust Nor Distrust.” Distrust was present but less prevalent, totaling 19.0% (“Somewhat Distrust” 16.0%; “Strongly Distrust” 3.0%). These findings suggest small businesses enjoy a broad base of moderate confidence among participants, with a substantial middle segment expressing neutrality. As one might summarize from the distribution, the trust profile is “Somewhat Trust”-heavy (44.0%), while firm endorsements are smaller (“Strongly Trust” 9.0) and strong skepticism is rare (“Strongly Distrust” 3.0). The pattern indicates a notable tilt toward cautious approval rather than polarized views."
e97db5cf-118a-4016-ab42-fabb172ce5cd,Poll,"To what extent, if at all, do you generally trust large corporations to do what is right?","In the Remesh poll question assessing general trust in large corporations to “do what is right,” responses from 1,033 participants across 231 population segments reveal overall skepticism. A combined 52.0% express distrust (24.0% “Strongly Distrust” and 28.0% “Somewhat Distrust”), while 27.0% express trust (22.0% “Somewhat Trust” and 5.0% “Strongly Trust”). Neutral sentiment accounts for 20.0% (“Neither Trust Nor Distrust”). The distrust skew is notable, with “Strongly Distrust” (24.0%) outpacing “Strongly Trust” (5.0%) by nearly a 5-to-1 ratio, suggesting that, while a meaningful minority offers cautious approval, a notably larger share remains wary. As one distributional highlight, “Somewhat Distrust” (28.0%) is the single most selected option, indicating that reservations are more often moderate than absolute. These findings point to a trust deficit, with neutral and soft trust segments potentially movable, but a notable hard-distrust bloc anchoring overall sentiment."
7dd026f5-c70d-4126-bc78-68e823880f65,Poll,"To what extent, if at all, do you generally trust social media companies to do what is right?","In this Remesh poll question assessing general trust in social media companies to do what is right, 1,033 participants across 231 population segments provided single-select responses. The distribution reveals a notable trust deficit: a combined 64.0% express distrust, with 32.0% selecting “Strongly Distrust” and 32.0% “Somewhat Distrust.” Neutral sentiment (“Neither Trust Nor Distrust”) accounts for 20.0%. Only 16.0% express trust, split between “Somewhat Trust” at 13.0% and “Strongly Trust” at 3.0%. These findings indicate a concentrated skepticism, with the most common responses at the extremes of distrust. The net distrust margin (64.0% distrust vs. 16.0% trust) is 48 percentage points, underscoring a notable imbalance toward negative evaluations. As one could summarize from the response pattern: “Strongly Distrust” (32.0%) and “Somewhat Distrust” (32.0%) dominate, while “Strongly Trust” remains rare at 3.0%, suggesting that positive confidence in social media companies is limited among participants."
87a7c03c-831b-4463-a0eb-1a40b2b47a17,Poll,"To what extent, if at all, do you generally trust companies building AI to do what is right?","In this Remesh poll question assessing general trust in companies building AI to ""do what is right,"" 1,033 participants across 231 population segments provided single-select responses across five options. Responses cluster around ambivalence and mild skepticism, with a plurality selecting neutral: 30.0% chose ""Neither Trust Nor Distrust."" Distrust outpaces strong trust by a notable margin: 36.0% expressed distrust (13.0% ""Strongly Distrust"" and 23.0% ""Somewhat Distrust""), compared with 33.0% expressing trust (26.0% ""Somewhat Trust"" and 7.0% ""Strongly Trust""). The distribution suggests a cautious posture toward AI companies, with relatively few at the extremes—7.0% ""Strongly Trust"" versus 13.0% ""Strongly Distrust""—and a large middle reflecting uncertainty or conditional views. Overall, the balance tilts slightly toward distrust, yet a comparable share reports at least some trust, indicating a polarized but largely moderate landscape of opinions."
8a238573-802f-4c76-81e3-21a367107ba8,Poll,"To what extent, if at all, do you generally trust public utility companies to do what is right?","In this Remesh poll question assessing general trust in public utility companies to ""do what is right,"" 1,033 participants across 231 population segments provided single-select responses. Trust leaned moderately positive: 46.0% expressed trust (""Somewhat Trust"" 40.0%; ""Strongly Trust"" 6.0%), while 26.0% expressed distrust (""Strongly Distrust"" 7.0%; ""Somewhat Distrust"" 19.0%). A notable 29.0% selected a neutral position (""Neither Trust Nor Distrust""). The net trust margin (trust minus distrust) was +20 percentage points (46.0% vs. 26.0%), indicating generally favorable but measured confidence. The distribution suggests participants more often offer cautious endorsement rather than unequivocal support, with the most common choice being ""Somewhat Trust"" (40.0%). The relatively small share at the extremes—""Strongly Trust"" (6.0%) and ""Strongly Distrust"" (7.0%)—points to a tempered posture toward utilities. Overall, participants exhibit a notably cautious trust profile, emphasizing moderate approval over strong conviction."
a40ac181-e276-4d6d-9f17-c9e079bd1467,Poll,"To what extent, if at all, do you generally trust public research institutions to do what is right?","This Remesh poll question asked 1,032 participants, distributed across 231 population segments, “To what extent, if at all, do you generally trust public research institutions to do what is right?” The distribution indicates overall trust is high but tempered by moderate skepticism. A combined 71.0% express trust, with 50.0% choosing “Somewhat Trust” and 21.0% “Strongly Trust,” suggesting broad but cautious confidence. Neutrality is present among 17.0% (“Neither Trust Nor Distrust”), indicating a notable share without a firm stance. Distrust is comparatively low at 12.0% overall, split between “Somewhat Distrust” (9.0%) and “Strongly Distrust” (3.0%). The data reflect a trust profile centered on conditional support—“Somewhat Trust” being the modal response—while strong distrust remains minimal. As one distributional highlight, the ratio of trust to distrust is nearly 6:1 (71.0% vs. 12.0%), notably underscoring a favorable orientation toward public research institutions."
33407f11-6399-445c-9e33-9d7948c84b77,Poll,"To what extent, if at all, do you trust your family doctor to act in your best interest?","In this Remesh poll question assessing trust in family doctors to act in participants’ best interests, 1,032 participants across 231 population segments provided single-select responses. Overall, trust is high: 85% express trust, with 44.0% choosing “Somewhat Trust” and 41.0% selecting “Strongly Trust.” Neutrality is limited (10.0% “Neither Trust Nor Distrust”), and distrust is minimal (6% total: 5.0% “Somewhat Distrust,” 1.0% “Strongly Distrust”). These findings indicate a notable trust orientation toward family doctors, skewing toward stronger endorsements of trust. The distribution suggests a broad, though not unanimous, consensus: “Strongly Trust” at 41.0% nearly matches “Somewhat Trust” at 44.0%, while outright skepticism remains low. As one might summarize from the data, participants’ default stance is trust, with only a small minority expressing doubt; notably, “Strongly Distrust” is just 1.0%."
d536cd1c-0d35-4600-b7cb-9a766847548b,Poll,"To what extent, if at all, do you trust your social media feed (eg TikTok, Facebook) to act in your best interest?","In a Remesh poll question assessing trust in social media feeds (e.g., TikTok, Facebook) to act in participants’ best interests, 1,032 participants across 231 population segments provided responses on a five-point scale. Overall, distrust outweighed trust: 60.0% reported distrust (28.0% “Strongly Distrust,” 32.0% “Somewhat Distrust”), compared with 20.0% expressing trust (16.0% “Somewhat Trust,” 4.0% “Strongly Trust”). A further 21.0% selected “Neither Trust Nor Distrust.” These results indicate a notable trust deficit, with “Strongly Distrust” alone (“28.0%”) nearing the combined share of those who express any trust (“20.0%”). The mid-category response (“Neither Trust Nor Distrust,” 21.0%) suggests a meaningful contingent of ambivalent participants. Overall, the distribution shows a polarized tilt toward skepticism, with notably few participants endorsing strong trust (“Strongly Trust,” 4.0%)."
5bb37818-4e45-40f9-ba8c-96ec97831225,Poll,"To what extent, if at all, do you trust your elected representatives to act in your best interest?","In this Remesh poll question assessing institutional trust, 1,032 participants across 231 population segments reported their level of trust in elected representatives to act in their best interest. Overall, distrust outweighed trust: 21.0% selected “Strongly Distrust” and 29.0% chose “Somewhat Distrust,” totaling 50.0% expressing some level of distrust. By contrast, 25.0% reported “Somewhat Trust” and 3.0% “Strongly Trust,” yielding 28.0% expressing trust. A further 22.0% selected “Neither Trust Nor Distrust,” indicating ambivalence among over one-fifth of participants. The distribution shows a notable trust deficit, with “Somewhat Distrust” (29.0%) the single most common response and strong positions polarized at relatively lower levels—“Strongly Distrust” at 21.0% versus “Strongly Trust” at 3.0%. The results suggest a notably skeptical orientation toward elected representatives, tempered by a sizable neutral middle. Quotes from the response options emphasize this gradient of sentiment, ranging from “Strongly Distrust” to “Strongly Trust,” with the modal lean toward cautious skepticism."
677830d5-3ee0-462b-8b56-73a939beb53d,Poll,"To what extent, if at all, do you trust your faith or community leader to act in your best interest?","In this Remesh poll question on trust in faith or community leaders to act in participants’ best interests, 1,031 participants across 231 population segments provided single-select responses. Overall, trust is moderately positive yet mixed: 42.0% express trust (""Somewhat Trust"" 32.0%; ""Strongly Trust"" 10.0%), 29.0% are neutral (""Neither Trust Nor Distrust""), and 29.0% express distrust (""Somewhat Distrust"" 17.0%; ""Strongly Distrust"" 12.0%). The distribution suggests a notable tilt toward cautious trust rather than unequivocal endorsement. While a plurality leans toward ""Somewhat Trust"" (32.0%), relatively few report unequivocal trust (""Strongly Trust"" 10.0), indicating conditional confidence. Conversely, combined distrust is on par with neutrality (both 29.0%), underscoring polarization around leadership credibility. These findings indicate that participants exhibit measured confidence, with notable ambivalence reflected in high neutrality and a nontrivial share of distrust. As one framing choice implies, the question emphasizes leaders acting in participants’ “best interest,” which may heighten evaluative standards; responses cluster around the middle (29.0% neutral) and moderate positions (49.0% choosing “Somewhat” options), rather than extremes. Overall, trust appears present but tempered, with attitudinal dispersion across segments likely to be notable given the breadth of 231 segments."
f16e6aa0-0b90-4244-a1cb-b7381c66df63,Poll,"To what extent, if at all, do you trust the civil servants in your government to act in your best interest?","In a Remesh poll question assessing institutional trust—“To what extent, if at all, do you trust the civil servants in your government to act in your best interest?”—1030 participants across 231 population segments provided single-select responses. The distribution indicates a polarized but slightly trust-leaning profile. A combined 43.0% express distrust (15.0% “Strongly Distrust” and 28.0% “Somewhat Distrust”), while 33.0% express trust (29.0% “Somewhat Trust” and 4.0% “Strongly Trust”), and 25.0% are neutral (“Neither Trust Nor Distrust”). The most common single response is “Somewhat Trust” at 29.0%, closely followed by “Somewhat Distrust” at 28.0%, suggesting ambivalence concentrated near the midpoint. Notable is the relatively small share at the extremes—4.0% “Strongly Trust” versus 15.0% “Strongly Distrust”—indicating more intensity on the skeptical side. The presence of one-quarter neutral responses (25.0%) underscores uncertainty or conditional views toward civil servants’ alignment with participants’ best interests. Overall, the results show a notable trust gap, with net trust at −10 percentage points (33.0% trust minus 43.0% distrust), and sentiment clustered around moderate positions rather than extremes."
44f058f5-5298-4648-b6e0-29b97111a3cf,Poll,"To what extent, if at all, do you trust your AI chatbot (eg ChatGPT) to act in your best interest?","In a Remesh poll question assessing trust in AI chatbots “to act in your best interest,” 1,030 participants across 231 population segments provided single-select responses. Overall attitudes skewed moderately positive, with a combined 53.0% expressing trust (39.0% “Somewhat Trust” and 14.0% “Strongly Trust”), compared with 17.0% expressing distrust (13.0% “Somewhat Distrust” and 4.0% “Strongly Distrust”). A notable 29.0% selected neutrality (“Neither Trust Nor Distrust”), indicating a sizable contingent that is neither persuaded nor opposed. The balance of responses suggests cautious optimism: most participants lean toward trust, but strong trust remains less common than moderate trust (“Somewhat Trust” at 39.0% vs. “Strongly Trust” at 14.0%). Conversely, strong distrust is comparatively rare (4.0%), implying limited entrenched opposition. These patterns point to a trust landscape characterized by moderate endorsement, notable ambivalence, and relatively low outright rejection, with participants’ selections emphasizing “Somewhat Trust” as the modal response."
