"Question ID","Question Text","Participant ID","Thought ID","Thought Text"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","9ec60b8d-7c76-4972-a9fc-16b24283e7ef","658fdbed-9bc2-49b2-9b88-59203d4a6b59","What do you think of humans"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","9152ebd8-8a8a-4b7f-aa68-11bec56b7e57","edbc0d7e-1568-436e-b0f9-7293bd1e7ad4","""How do you feel when you are safe?"""
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","95395ca7-5fa9-492a-9e49-d339164d41e1","14b17b06-91b9-4f71-99c3-323cb95a0542","How you live your live happily or there is same struggle as we humans have in daily life?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","56ea5dac-c868-4d5f-9491-322515bab716","07d80fc0-3923-4663-bdb7-96dec6458b7f","What impression they have about human beings?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","fda055fd-025b-4b19-b00b-b224d22fa312","1343ae73-dee8-4c38-9e5d-e1930bae8070","What do you feel about humans, and how we treat your kind?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","774ae1ec-daab-418b-9205-04b50281a7af","508eedae-4dde-4c35-a524-f55b58b8a5c5","what is your name Lol, also I would ask do you believe in god and if all animals are the same and a cat can talk to dogs or there's a language bariare "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","fd039730-fb24-4159-8521-07abeecb0ae5","d7159dde-2c39-4b0d-a9aa-372120657698","What do you feel living amongst humans ?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","d8e2c844-55fd-4f20-924f-0174b37730a3","34425768-a8bd-42a0-bfc9-b9a371afb510","It is impossible to understand their creation without a mind, only with lust and instinct. It would not be logical to ask them."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","5c29e643-ed51-4b9b-81b9-1a83d8ec90b1","606d82d3-dece-42d7-9727-bb3933e5a04f","Tell me what you think about people?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","d3be8fdb-9567-48b5-a6c1-ffe8a4484323","a93a5acf-9c5e-4868-a08b-9a50dfbd44e7","Where is the treasure hidden lolz 🤪"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","dc769d4b-12f4-4557-85d3-8d64b8cf10cb","c32a3afc-004a-414a-ba89-b4633adcc4af","I would like to ask the owl where it goes during the day"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","1f1aaebc-0506-4fdd-a0c1-99a0b4765dd9","136f1f91-1b09-4d0d-970c-7576fde78286","How far do you mistrust us humans?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","e0538490-5c86-46ac-b76d-828b5beccba1","79d67cdd-1bd9-4497-891b-6cc973d8b80b","Do they believe in God or future?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","49df90cd-5b78-4bb6-af0b-45bc01ba9be5","a9c53b0b-17c5-48e0-a738-044e9ab4ebed","How do you like humans and how do they interfere with your life?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","784bf89d-aeca-4e41-bebe-5baf1fb60278","e4122676-ed66-4f97-9773-067bf8ce2297","I would like to ask a cat why it is always exploring, they are travelers, what are they really looking for? It's not just food or companionship, they are looking for more, but what exactly?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","6e2f98dd-8141-4bdf-9ed6-8eb7fd8d346f","a72ef344-d46b-4d9a-852f-2b74b233e749","I would ask my pet cat if she is feeling happy with me or prefers to be free outside in the world."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","6a41eba8-c43c-4fe2-852f-dec8e53da0b1","1998544b-262e-4e70-8c8d-4e0b60b4e6b7","What do you like the most?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","4f9e80f1-5444-4917-a65b-f01d7b9973a1","4105db9a-f16a-40fc-ad2d-ae67e6e45d1f","to a bird I'd ask how is it to live among humans, among big creatures like us"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","b285b2bc-4338-4be9-9257-19cf85608062","49b994ca-8699-4791-a7a2-1d1f9adc3b74","What are the things of our reality that an Animal can see/percive/smell and I cannot see/percive/smell"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","2e42da74-712d-4a6b-8fc5-188c6b7220a3","908be692-a1d8-41ee-a070-9c7d5b35bb02","How do we live together better?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","fd8330c5-4a4d-4a06-bb5d-5dce68220bff","ae91c90b-bc83-472e-bc4d-e209ea6c9ce6","I would ask a dog - what do you feel when you look at your human?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","29b89d1b-7389-4813-9fb5-7b59b16efc65","597569d2-089d-451d-ae0a-9df8833aa698","I want to ask my dog: What do you want to do most every day? Are you happy today? If you are not happy, why? In fact, I also want to ask what the thousands of animals in the world think of humans, and what we can correct or improve. I think this is very important for us living in this world."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","98440d8c-a2f1-43ab-9bb4-4a7036ac334f","ddec18fd-4a49-4fb4-89f1-e796168d5065","If my pet feels sick or hurt"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","d21d8aa7-c325-407f-8664-64554bb48dc6","5e9d21fa-ab80-4225-9a01-65b59681d9a7","I would ask the birds what it feels like to fly"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","1e4b32ae-b78a-40bb-a828-70258c7aaf3b","cede2954-1f4b-4c6b-8730-d9acae9d0205","What animals think of humans"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","cbf7a1d4-1ac4-4fc5-8a7f-751247c30b64","25e02fb1-67ea-48b5-bdf5-b25a608cdc0c","I want to ask my cat what he thinks every day. How he feels about me and whether he is satisfied with his life."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","67b01b17-a7ac-4725-a730-6b6110d2f0df","011e155f-248c-4c44-bc69-f9ceaed2b8ad","What do you think about human beings?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","d7c32715-a9f0-4faf-a754-3cab5da64194","67e5b6c2-4412-45bd-8308-ed278358c7b1","'How do you feel and what do you want?'"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","74add0da-f0e8-4fd7-b02b-8cf99fca293d","277baa2b-fe8c-4b43-b0a5-017b563dbcff","All animals, maybe pets first, must interact more with people, cats, dogs, rabbits, birds"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","63542fa4-799a-406b-8b7b-ed8e840dc6a7","be620ffd-637d-4f5c-9ed4-e6eec6c47db3","How do you see the world in your perspective?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","65919cd6-50ac-428a-8f31-36048a233e83","a257de82-d09d-46d7-9cf5-9e52a4446e12","I'd ask a cat: ""Do you actually love me, or is it just the food?"""
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","2adee8ff-0aab-4bee-aaf2-4e7db1dce39f","2bdb1fa5-682c-4eca-abec-1cd31561f251","Are you able to have and understand complex emotions? How do you communicate with each other and other animals?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","27722755-d475-4a76-b304-1ad7dee0f7d2","dd410757-b8b8-471c-aabb-235d09213add","I would like to ask the animals how they feel about eating and sleeping, and if they like being around people."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","c83745b9-708a-4f71-b04e-4bfc6fe830d9","cfa62a4d-f0a6-461b-b444-c95ef2eb9267","I want to know what they think about the meaning of life and whether they think human civilization has any meaning."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","81341a39-2e7f-4988-b0b6-45a21b9f56be","fc06d184-8f12-42ad-a592-859cd35b93a0","What makes you feel safe and happy in your environment?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","507d1b9d-683f-4eb0-8787-b0ebf4be2ce0","35472dd5-7d0d-4484-a430-4e6231c6f34e","I want to know what these animals expect of themselves, how they view life, and how they view humans?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","b4285799-67a1-4ec4-bf78-c2e81ec01f80","4f024bae-7f4c-483d-8687-fa3d3545d2f9","what do you think of human?

"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","50f6c343-620e-413a-ad94-808e12d7ea1e","bfd75581-a081-4553-acb8-ccd1147975dd","Are you happy? What do human activities mean to you? Do you want to coexist with humans?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","7763225f-b5df-43c9-b30a-e0694547dd8a","3a315f98-74ce-4abd-8cf1-f49b00fe729b","I want to ask how they view the relationship and difference between us humans and them."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","1aabf54a-24a2-4e78-aa03-d12d13664120","cd77760a-85a8-4841-84c3-6d8f011aca95","Do you experience feelings - such as happiness, worry and sadness?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","d7d1dcf3-eb13-4901-af43-c57c0a56f6ec","cc2fba85-4300-47a9-961e-3b64d5665f9c","How do they feel among humans like amongst the one who pet them"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","7a09f318-bdab-4022-aa6c-4a4258df1189","f77d8647-8cba-41f1-8f16-4a04844baa0a","Nothing, I do not have any pet"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","5641535b-d9ef-4d6d-ac88-b536bd48a0c1","7ef538a4-d09a-48fa-a83f-43e04f34d65b","what do you want that I could give you "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","4b49310e-231c-4921-a38e-bf8ddda13f15","98feea28-8397-4072-9ec4-9d28e129dcc2","I want to ask whether animals are happy in their daily lives and what their needs are."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","effa405e-75be-4e84-b0cd-302a47653932","eb844f4e-2888-4b32-9eb5-78ae244627db","I don't have any particular interest in this because it's a black box effect. Maybe ask them some everyday questions."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","6da353b3-84fc-49ab-be3b-ba2fb28341bd","0e6d2152-ad5a-4e78-9627-ce5e94d47667","i'd ask my cat: do you love me?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","a857c1bf-474f-4822-9d51-2419b9c4f17b","fdc10185-857d-418a-b6f9-699b51659cc0","What do cats think when they suddenly run around the house? Do they know that they are different from me?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","08845446-1bf4-4f8b-bebb-ada3de04a520","d0790bd0-e795-45a1-a3ee-09385dc286ac","I would like to ask how animals view humans and whether they are willing to coexist with humans."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","7c4f0c8e-fb95-4282-bbdc-3f7674fdf2c0","b1ce23d4-8097-4227-a67f-85c87b55e8e4","How are you buddy? what is plan for today?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","eebb7da3-e012-4569-98c3-3c014fb1cf00","eaffe31a-a6e3-463d-bc52-e05a96baede6","I would ask sparrows what they're talking about with each other :)"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","5eea272e-226f-4fe6-8e98-0f04501e4696","fb25da8f-6f24-4454-b0b4-6c55153c2d9a","I would ask what they think of human beings "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","7d4c70dc-d4c6-4fbb-8cd1-030c65092b9a","17f6567e-0087-435b-b0cf-ee3ca314c808","Do you like human behavior?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","69c467e5-de36-4467-bf9d-7a72562506ab","780c0a38-1f03-4e3e-be56-bf91c4ed4982","Do you think humans understand you?”"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","fb6dc199-1cb3-4fe0-a48c-e80de26df6b1","b1b53d57-2763-47b2-b124-883471a888a5","Nothing in my mind right now "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","3b09080c-4b5f-4458-af4c-4c7e733f5211","df04818b-41da-4f48-a450-f58a445899c3","What will happen after death? "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","08435d4b-0a4e-4211-8d5b-db072a3492c5","ac86fbea-ba1c-4a59-8729-d6b29e1714ad","How they live in the present?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","36eaa2f5-555c-456b-9e22-c1fab7dac60e","bacacf58-1462-4729-b8dc-6e1f05f459ea","Do you love me? or How do you feel?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","4b8df371-2ec5-42d5-b570-5d6c9260aed2","d0696f7b-783a-492e-ab10-482169598908","I think it would not be fair with the nature. Nature hiding a lot of powers in it. What would we do if we become able to understand their language. It won't be help us to make the wonderful world"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","e37b89bf-7916-4164-bcbf-b1f8c24c0e6e","a4f37bf6-adc2-40c7-8335-b1208e5336e8","How are you feeling? Why are you scared? How can I help you?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","2c32f997-ee5f-4d46-81da-8c671bd7876d","fe24ef32-4e96-4d40-842a-6afa4bc18a26","Maybe what is it like to be an animal?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","a1c1febc-272e-44d2-b76a-8912329fd313","cf38464d-f32d-448c-af3b-154582d76284","Do you know anything about creation"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","743dea08-cc11-43dc-8330-b4b486643d16","f9a5bab5-a96d-4cfd-be7a-91f82f3c9b50","What do you think and feel about human beings? Are you happy? How do you see the world?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","657bc71d-19c9-41af-9a60-074c5e310136","3eca612c-e802-420e-9246-44472859869f","Did they know our language all along and were keeping quiet this whole time? "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","fb5d83bf-abfd-4e4c-b7b9-cb6067c672cd","abead5dd-4164-4bda-bbf6-9c15bd4beec3","How can I make their life better?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","607b57a2-271b-45a7-bfad-1ee2aba12b20","43d8b221-1082-4736-b55d-459f92d73e37","How does life feel for you? "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","ca378b57-4c73-4771-8066-1a549454f1eb","5d5b03ba-c48c-4515-af7b-98b43e1adebc","Do they have any emotion?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","85bda30b-e3f3-4eb6-9e3a-c4e4649594f2","0eb8576d-48aa-49bd-93b5-a2c46ad86729","What he likes and what makes him happy"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","37139247-ce69-4818-90d9-6fab1cf8db13","1afdb1ca-d214-433e-8368-4182e077adb8","""What is the best way to live together?"" (co-existing)"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","cdf51116-210f-49da-9ce9-5210ba3d0fcf","9f193f9c-e836-4501-bc7d-364bfd312bd5","Does animals like lion or snake feel sad when they are hurting humans "
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","15b1f793-4fad-4626-9696-46444e6b96a0","1cf0d373-869b-46cc-8ccc-17284adc1554","What do you think of the world? Do you have friends? Can you predict the future?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","9f7da2c0-15a6-4e35-a0c2-91b99698ebda","0cbae45c-05de-4f4c-833f-99feae51ef0f","The very thing I ask is if it is happy being with us and need any friends"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","0b580adc-19ac-4aa3-a97a-ba807333b4ea","2ae173cb-dfbb-47a8-b946-7b2100707315","what do you think of us humans?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","eac8dcad-2e97-4afe-ba5b-900a352880ef","c0487b0f-be6d-43e3-8ce5-3dc3d79b2459","How they view humans, and what they feel on a daily basis."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","1c0a350e-df2a-468b-b41b-b2d42ee79529","4933dbc5-f1f3-4c1f-86da-b8ce0e57f728","If an animal could one day communicate with a human in a clearer and more positive way"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","804af374-e360-4c11-abfd-75742fc65ba8","2856d94b-a53a-4343-abd1-960b1e1a6d7c","Is your community doing well?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","2d9710af-5054-4f7c-9cd7-0126544da809","9d6fce62-a854-47e7-8854-dbe913d3c3e6","What is their opinions about humans?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","4cf412e8-e2e7-4633-91b3-5c905f9de2d0","5b0fe384-66e4-4b03-8841-60eaada28c69","Why do you keep eating my flowers?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","54847404-99dd-4d82-8288-8c9cf7395197","4947a4ea-772f-4fa5-8184-87a3f757254d","What do they want to do at a given moment"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","4e3e3987-fff3-4a9a-9050-c61604b82ec5","a652f784-8eda-4fbc-9396-95ae40724506","Do they like humans? How do they see us?

"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","0934f4f8-059e-4450-81c8-ddb005d4e73c","8c3f2cb0-3cec-4c7b-96bb-37c29e7c3cfa","I think we can know what the animals feel trough our senses, we don't need an AI translator that will turn the interaction into emotionless data."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","82dc0081-8071-4701-ab98-997d0a880ad0","8214ac22-b17e-4cab-8144-18404daf449d","What do you think you were born to do?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","8fff9fb5-bf41-4123-80a7-c97184c14b85","00b9939e-1e21-4500-97cc-8e332c50c887","Is he able to understand what I am trying to get across to him?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","9df8d37a-636f-4a39-b3af-d1461b9665ef","42636e93-399a-4506-a22d-c27f049954bf","i would ask my dog what she named me"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","21205ba8-523c-4c56-9f9d-d678d83ff877","00397d45-87c6-4ec2-866f-53f2bc07b846","What do you think about humans and what's bothering you now?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","abeca6dc-1fd2-4110-aad1-c0a3dca0eb6d","5048c3b2-2949-4645-83fa-8dd067d4bbb4","I would ask them if they like their owners or if they can see human affection."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","89038f55-04c4-4d0c-a239-9d6b9fc35b4e","8fb9bd13-c977-45df-8202-5b0ac27ba96f","What do you feel like talking to me?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","12d83834-9e08-4b0a-a7c8-38be10f1d405","b84391ac-e7f2-451e-868c-7106fe66c874","How can I make your life better?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","7bb2a28b-1e17-43e5-bdf6-f26aff83b2c7","968df6a0-bbfa-41f1-8752-8045f5cd6bcd","What can I do for us to be friends?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","2a552fb6-d141-487d-a404-54e7f1934ffb","628f90c4-215e-41d0-b70d-3fac81c76ff6","how friendly feel other humans"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","ee6b8bf8-72c2-4e27-9c05-ddce9d9e3175","b5598fca-d85c-41dd-aa67-8363ff1af668","Do you really love humans?"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","b8552c0f-3907-4040-88cd-4685cf90ada7","7a61fcd9-2170-4587-8d58-ee9c3feed6b5","Does the dog mean to scare us ? As i have phobia toward dogs  and when to know if the dog gonna bite me or not a good one"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","1e0e7a9a-6609-4817-86c4-094a38b57f0b","f7105ccf-9c30-4df1-9400-6e51fb2a70aa","Ask them how they feel about communicating with humans and what they're hopeful about regarding this development."
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","efdcb9ed-90d2-4cbd-990a-f02426dba5ca","434e8680-8b62-472b-81ae-0078852a1cca","How do you see me wrist do you think about me"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","3a5cf3fa-0d35-4895-9528-a1f72a889f5c","4b0fbc73-d192-49e3-a5ed-88e8949e8568","How does it feel being them"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","d16fc830-4608-4224-9d59-7b70faa80bf3","c259506b-6c26-4c35-a4a0-5b7c914c0a22","what does he know about birth and death"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","95ed86b4-19c0-41ec-9602-47fa778e157e","512150b9-cdf0-4fc7-8fea-b392b310c389","If they also love like human"
"e1eb94c0-9787-4768-98c7-e016ed32e30b","What is one question you would want to ask an animal if AI could interpret?","13cbd774-f0c7-43a5-93a3-68fde59b0190","f0e0dd92-1604-42ce-ab7b-06dc026682e0","Can I always stay with you like your baby 🐥 "
