human_readable_id,uuid,question_text
86,30fb8d06-03db-44b7-9eae-b0ed7a67d6e5,"What other boundaries would you set?"
87,,"If we can understand other animal communications, through AI, this raises some practical questions about ownership. We are going to ask you some questions about this now."
88,,"In 2011, a crested macaque in Indonesia named ""Naruto,"" took a photographer's camera and took several selfies. At the time, it was decided that Naruto could not own the photograph of themself because they were not human. However the photographer agreed to donate 25% of any future profits from using or selling the selfie to charities that protect the crested macaques' habitat in Indonesia."
89,,"Songs of the Humpback Whale is a 1970 album that has sold over 125,000 copies. Money from sales has benefited the Wildlife Conservation Society's Whale Fund. This led to a worldwide ""Save The Whales"" movement and in 1972 United Nations Conference on the Human Environment ten-year global moratorium on commercial whaling."
90,5dbc1b30-3549-40be-997d-dde94213eaaa,"If we record an elephant's conversation or a whale's song, who should own that recording?"
91,faaa9539-8a7f-4e95-a76b-6546c685ef86,"Do you think that in the future non-humans should be able to:"
92,f856e114-6b61-41f4-bf30-18825f1493f7,"We asked some AI's what question they would like to ask humans about understanding animal communications. This is what they came up with: ""How might advancements in understanding animal languages transform our ethical responsibilities towards non-human species"""
93,438887a0-2f26-406d-81f2-b2768e2827f2,"Which statement best reflects your view:"
94,544b6855-38be-458c-b637-ea2a8c36e876,"Which statement best reflects your view?"
95,,"Thanks so much for your time and thoughtfulness. We genuinely appreciate it. We have a few more simple poll questions before you go."
96,123ce701-b606-45ab-b780-aee37e6a48de,"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted)"
97,e50749aa-6de1-447f-8f80-a59a589db2f4,"Do you feel like you understand yourself better after participating in this conversation?"
98,34febf1b-d7da-4bbf-bd75-db2da4cfa5f7,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?"
99,,"Thanks again for your time. You can click here to return to Prolific and receive your reward. https://app.prolific.com/submissions/complete?cc=C4M50R0M"
