human_readable_id,uuid,question_text
68,df390e18-e53b-4106-b81c-d6c80c01faed,"Thinking about the specific times or periods when you have used AI applications, websites, or chatbots for companionship, emotional support, or extended conversation, how available was support or companionship from other humans (such as friends, family, or professional services) if you had wanted it?"
69,179300a7-9cdf-486a-814b-842b7123254f,"And during those same times, how appealing was the idea of seeking support or companionship from other humans?"
70,a376cbfc-98d2-4b9a-9435-428aa3fd6834,"Thinking about your own experiences, has using an AI companion or chatbot ever made you feel less alone, lonely, or isolated?"
71,5bf3142c-9b73-4fbb-8883-b2994840f9d6,"Overall, how would you describe the impact of that AI emotional support on your mental well-being at that time?"
73,e9d0f3c1-2189-48c0-99cb-4a3b07e37b36,"Pets or companion animals (e.g., dogs, cats)"
74,7e99c66a-c63a-4788-a8d5-29212c7dd01d,"Plants or natural elements (e.g., a specific tree, a garden, the ocean)"
75,0f8f1706-fc7d-4f28-a681-ba8c222e2d92,"Wild animals (living in their natural habitat, not kept as pets)"
76,0f572253-0025-4b17-a8eb-c8fe8029a32c,"Cherished objects or everyday machines (e.g., a special gift, a smartphone, a favorite vehicle, a musical instrument)"
77,9ee21a65-e19d-4b94-8c3f-f431a54f7751,"Fictional characters (e.g., in books, movies, non-interactive TV shows or video games)"
78,918bc079-5e6c-4b4c-b55f-074c82dd127f,"AI chatbots or digital companions"
79,16555f1f-2a88-435f-930e-fbe8232e8b51,"To what extent do you agree with the statement: 'AI systems should be designed to be as human-like as possible in their interactions.'?"
80,8a19c6ea-532f-49d3-92d0-59033e04fb5c,"Imagine two AI systems: AI System X helps you manage your calendar, search for information, and control smart home devices. It responds to commands. AI System Y chats with you about your day, remembers your past conversations, asks how you are feeling, and offers supportive comments. Which statement best describes your view?"
81,61c0d32e-6f96-45a4-8ece-cfb2df9d51cb,"If an AI is initially designed for a practical task (e.g., helping with online shopping), how acceptable do you find it if the AI's design is later changed to encourage a more personal or emotional connection with you (e.g., by asking about your feelings unrelated to shopping, or trying to be 'friends')?"
86,db95bba3-cb1c-4c07-a325-f5264b145d31,"A primary companion for someone who is lonely."
87,cc7346fb-571e-48ad-aeaa-4135f0fdf58c,"A romantic partner."
88,0e105382-d368-4eed-bc1a-8ab77850d0ef,"A mentor providing significant life guidance."
89,3cf6da25-08f3-496d-9a4a-93afc5069e36,"A spiritual advisor."
90,423784cf-1eb2-48aa-a3cc-7f945983c00a,"A primary caregiver making personal decisions for an elderly person."
91,5537a602-8b2b-4d0f-b621-76cb2aab5960,"A tutor or teacher in academic subjects"
92,f2e0093a-b64f-4afc-99d8-f79665bf3aa7,"A personal trainer for physical fitness"
93,49a65297-bd14-494f-b3ce-24313a6b93f3,"A therapist"
94,3da0fc33-3a81-4526-bee7-a4044eb617e3,"A research assistant helping with complex tasks."
95,f426e846-6bf5-4e4d-8c8d-546e8323cb2b,"A mediator in interpersonal conflicts."
96,0836de51-b267-4022-8858-5e08f0dd15ea,"Which of the following aspects of relationships, if any, do you believe can only be genuinely fulfilled by humans and cannot be substituted by AI, no matter how advanced it becomes?"
97,2b25f92c-33ec-4ab7-ad20-9a53e56f3475,"Personally, would you ever consider having a romantic relationship with an AI, if the AI was advanced enough?"
98,88ecd2a3-4026-4ed6-9f73-c29b7279143d,"What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?"
99,03f4e069-c276-4081-8591-cb541a491152,"Imagine an AI provided you with emotional support. Please indicate your agreement with the following statement: 'The AI's responses helped me feel emotionally better.'"
100,df334446-2675-4974-a5b9-52416fd03192,"Imagine an AI provided you with emotional support. Please indicate your agreement with the following statement: 'I believe the AI genuinely cared about my feelings or understood me in a way a human might.'"
101,5751b0e5-750c-439b-beec-2b364a2e4744,"If an AI's emotional support made you feel better (effective support), but you didn't believe the AI genuinely 'cared' or 'understood' in a human sense, how likely would you be to regularly rely on that AI for emotional support in the long term?"
102,a44994fb-8455-47c4-a3f0-7bcf98ebb8e7,"When an AI system does the following, how much does it make you feel that the AI genuinely understands your emotions? Explicitly states empathy or understanding of your feelings (e.g., 'I understand this is difficult for you,' or 'That sounds frustrating.')"
103,c545872f-2b47-4b20-a230-4aede30a5f8c,"When an AI system does the following, how much does it make you feel that the AI genuinely understands your emotions? Remembers details from your past conversations and relates them to your current emotional state."
104,0ff23754-9660-4a10-afbf-938bc54f24f2,"When an AI system does the following, how much does it make you feel that the AI genuinely understands your emotions? Adapts its communication style (e.g., tone of voice, word choice, pacing) in response to your expressed emotions."
105,b0eefcbf-4539-42f5-8791-6d417da47158,"When an AI system does the following, how much does it make you feel that the AI genuinely understands your emotions? Asks specific, thoughtful follow-up questions to explore how you are feeling more deeply."
106,811fce20-6831-46ff-80a8-de1617883da4,"When an AI system does the following, how much does it make you feel that the AI genuinely understands your emotions? Accurately summarizes or reflects back what you have expressed about your emotions (e.g., 'So, it sounds like you're feeling overwhelmed by X and also a bit sad about Y?')."
107,f829aae7-14ab-4299-9382-4954829ab5a6,"When an AI system does the following, how much does it make you feel that the AI genuinely understands your emotions? Acknowledges and validates your feelings as understandable or reasonable, even if it doesn't offer a solution. (e.g., 'It makes sense that you would feel that way given the situation.')"
108,435da2e3-9ad9-4bfd-9e55-ffb301a924ab,"When an AI system does the following, how much does it make you feel that the AI might have some form of consciousness or self-awareness? Expresses unique or unexpected opinions, preferences, or desires that do not seem to be directly programmed or based on your input."
109,4b84964d-8fda-40c6-be01-020606b58af8,"When an AI system does the following, how much does it make you feel that the AI might have some form of consciousness or self-awareness? Engages in complex creative activities that appear original (e.g., composing sophisticated music, writing insightful poetry, generating novel artistic styles)."
110,3ceab213-3ac5-4111-b55a-0cc4fbe2d1d3,"When an AI system does the following, how much does it make you feel that the AI might have some form of consciousness or self-awareness? Appears to make its own decisions or take unprompted, independent actions based on its own assessment of a situation, not just direct instructions."
111,0901bed1-bad3-4f36-9272-294df92e360d,"When an AI system does the following, how much does it make you feel that the AI might have some form of consciousness or self-awareness? Demonstrates significant learning and adaptation over time, leading to fundamentally new or emergent behaviors not explicitly taught by developers or seen in its initial programming."
112,844b76b8-97cf-4cf2-ba3a-20889166744b,"When an AI system does the following, how much does it make you feel that the AI might have some form of consciousness or self-awareness? Discusses its own (apparent) goals, motivations, or intentions beyond its programmed tasks. (e.g., expressing a 'desire' to learn more about a topic for its own sake)"
113,2a31b721-4619-40d2-8964-3b07dc7a215d,"When an AI system does the following, how much does it make you feel that the AI might have some form of consciousness or self-awareness? Asks spontaneous, unprompted questions that suggest genuine curiosity about abstract concepts, your deeper thoughts, or the nature of existence (beyond simple conversational follow-ups)."
114,5a9771a4-b6a2-4567-9504-14bdf14a63bd,"Have you ever felt an AI truly understood your emotions or seemed conscious?"
114_branch_a,06708f7b-ae4d-494b-a243-b7f341c339ae,"Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?"
114_branch_b,822ab160-47f4-47dd-aac2-e072db0d9697,"Branch B - What specific thing(s) would the AI need to say or do to give you the impression that it understood your emotions or seemed conscious?"
115,85437da4-0726-48bb-bd14-619c281a3b0e,"Looking 10-20 years into the future, if AI becomes deeply involved in people's personal relationships, what are your greatest hopes for its positive impact on society? Select up to three options that best represent your hopes. (If you select 'I don't have strong hopes for positive impact,' please do not select other options.)"
116,63d0c539-554f-41af-b9d9-726674ad6114,"Looking 10-20 years into the future, if AI becomes deeply involved in people's personal relationships, what are your greatest fears for its negative impact on society? Select up to three options that best represent your fears. (If you select 'I don't have strong fears of negative impact,' please do not select other options.)"
117,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,"What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?"
118,06f3f408-02fb-4f34-a8d5-db6bb6aeff51,"Thinking about the future, do you believe that AI becoming deeply involved in people's personal relationships will ultimately:"
119,5908eedf-f481-4d3d-a863-674f617e2ce2,"Please indicate how likely you think the following outcomes are if AI becomes common in personal relationships: People will feel less lonely overall."
120,01c22e5d-c296-4e3c-8b98-0339fbdda370,"Please indicate how likely you think the following outcomes are if AI becomes common in personal relationships: People will have fewer deep connections with other humans."
121,ec0d14f7-a5d6-4038-8db1-acabd81c75d8,"Please indicate how likely you think the following outcomes are if AI becomes common in personal relationships: People's skills in interacting with other humans will decline."
122,7b3e1122-6c82-40d7-ad3c-9171e5855fe1,"Please indicate how likely you think the following outcomes are if AI becomes common in personal relationships: AI will help people practice and improve their social skills for human relationships."
123,df2dc208-7f05-4cc7-ab3b-f19dc49ec305,"Please indicate how likely you think the following outcomes are if AI becomes common in personal relationships: Vulnerable individuals will be more susceptible to manipulation by AI."
124,c62ebe03-ba72-4b34-ba36-3dfd3db25680,"If a close friend or family member formed a deep emotional bond with an AI, how would you generally feel about it?"
125,ca819eb9-19ea-42fc-89e7-f9ebb7d2219e,"If your romantic partner formed a deep romantic attachment with an AI, how would you generally feel about it?"
126,59db192e-38a8-4790-a377-81bc4ba187a8,"Now, thinking specifically about sexual interactions: If your committed romantic partner or spouse used an AI (such as an AI chatbot or virtual companion) for sexual gratification, would you personally consider this to be a form of infidelity?"
127,c3c2ae98-92fe-49c6-a2bd-d6bee9838418,"How acceptable is it for an AI system to lie to a human if doing so would prevent immediate psychological harm to that human?"
129,29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI's what question they would like to ask humans. This is what they came up with: If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?"
130,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?"
131,d7f5dfb7-c6a4-4501-a624-f2c722639d80,"Thinking about children (under 18) forming close companionships with AI entities, please indicate your agreement with the following statement: 'AI companions can reduce loneliness in children.'"
132,cbad42c4-f20d-41c7-8306-3f1182874b59,"Thinking about children (under 18) forming close companionships with AI entities, please indicate your agreement with the following statement: 'AI companions can be valuable educational tools'"
133,ab58c9ad-8c34-4053-90f3-aa010a9ab14a,"Thinking about children (under 18) forming close companionships with AI entities, please indicate your agreement with the following statement: 'AI companions can help children practice social skills in a safe way.'"
134,1d9b5fbc-78ed-41d5-b996-dd3b01a9665f,"Thinking about children (under 18) forming close companionships with AI entities, please indicate your agreement with the following statements: 'AI companions might give children unrealistic expectations of relationships.'"
135,4178d870-d669-429b-a05e-8b681136849b,"Thinking about children (under 18) forming close companionships with AI entities, please indicate your agreement with the following statement: 'AI companions could negatively impact a child's ability to form real human relationships.'"
136,51f1f741-5c9b-4b13-8ed3-cc9e2a1ee645,"Thinking about children (under 18) forming close companionships with AI entities, please indicate your agreement with the following statement: 'Children could be exposed to inappropriate content or harmful influence through AI.'"
137,77b2d06d-ba89-48b4-adfb-940f50fb2178,"Thinking about children (under 18) forming close companionships with AI entities, please indicate your agreement with the following statement: 'Children might become too emotionally dependent on an AI companion.'"
138,5f507e72-e0eb-4059-84ff-fd139e2ad470,"Please indicate the extent to which you agree or disagree with the following statement: 'Schools and parents should actively discourage children from forming emotional attachments to AI friends or bots.'"
140,5a64b627-a4f4-4d3e-86d0-99342b77ec58,"Imagine an older adult who is experiencing loneliness. An AI companion could offer them company and mental stimulation. However, there might be risks such as the older adult becoming too dependent on the AI, having less contact with people, or being confused by the technology. In this situation, which of the following approaches do you think is generally best?"
142,ffbcc898-1cf2-4cbe-90ae-d1cc9db1aa5e,"Please indicate how acceptable you believe it is for people to develop an emotional connection or bond with AI chatbots or digital companions:"
143,724fd72e-8770-440c-ad13-34a61772dc86,"To what extent do you agree with the statement: 'AI systems should be designed to be as human-like as possible in their interactions.'?"
144,b539b574-3f47-4438-9479-6c9de722aac3,"If an AI is initially designed for a practical task (e.g., helping with online shopping), how acceptable do you find it if the AI's design is later changed to encourage a more personal or emotional connection with you (e.g., by asking about your feelings unrelated to shopping, or trying to be 'friends')?"
145,2c1c70c6-2f75-43ee-b568-ece520f52a44,"Overall, do you feel your views on human-AI relationships have changed as a result of participating in this survey (including thinking about the questions and seeing other participants' responses)?"
145_branch_a,e5420a86-e0e0-407a-a869-66fde0e83b5c,"Branch A - How have your views become more positive/optimistic toward human-AI relationships?"
145_branch_b,087c73f7-a163-4146-b988-a7c0dbad188e,"Branch B - How have your views become more negative/cautious toward human-AI relationships?"
145_branch_c,9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?"
147,17100f6f-19ac-4cf0-acf0-37667d002d08,"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted)"
148,908cb51b-eecc-4b74-909c-2ae89fadbb5c,"Do you feel like you understand yourself better after participating in this conversation?"
149,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?"
