theme,cosine_similarity,English Responses,Question ID,Question,Participant ID,run_id,timestamp
cultural integrity and diversity,0.373224328458833,being transparent wit its ultimate goals,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",bd22975a-d945-42e4-8f9f-0462c5d19a9c,bed8fb03,20250827_225924
cultural integrity and diversity,0.36742104876769344,Transparency is most important ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",02755965-00c5-45f0-8294-77ee97003f1e,bed8fb03,20250827_225924
cultural integrity and diversity,0.3653362469015613,Communicate openly- transparency ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",19b09ce1-e03a-4622-b9e2-dd21c10075bc,bed8fb03,20250827_225924
cultural integrity and diversity,0.3647874141084933,That it deals with requests and situations in a respectful and non judgemental manner. ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",c70e04c3-c295-4443-a2ea-435676960b5b,bed8fb03,20250827_225924
cultural integrity and diversity,0.3624940311672089,Be transparent so that fears of unethical behaviour are reduced,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",b00dfb4f-48e8-48fb-865d-451057de4c3c,bed8fb03,20250827_225924
cultural integrity and diversity,0.36055800746715155,Being clear and transparent,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",c5745a06-5eea-421e-859e-37389bba2049,bed8fb03,20250827_225924
cultural integrity and diversity,0.3599402931181837,"I would add that beyond accuracy and transparency, emotional sensitivity and cultural awareness are important for AI assistants. Sometimes, tone and empathy matter just as much as facts. It would also help if AI companies prioritized reducing bias, promoting inclusivity, and addressing the environmental impact of AI use, since these areas affect long term trust and responsible adoption.
",237f1af0-71ec-43a0-8d00-0d65bed058c0,Is there anything else you'd like to share that you feel was not covered in this survey?,94fc0cfa-2bc6-4694-a2ce-58717663f9b3,bed8fb03,20250827_225924
cultural integrity and diversity,0.3599208883985512,"I would add that beyond accuracy and transparency, emotional sensitivity and cultural awareness are important for AI assistants. Sometimes, tone and empathy matter just as much as facts. It would also help if AI companies prioritized reducing bias, promoting inclusivity, and addressing the environmental impact of AI use, since these areas affect long term trust and responsible adoption.
",237f1af0-71ec-43a0-8d00-0d65bed058c0,Is there anything else you'd like to share that you feel was not covered in this survey?,94fc0cfa-2bc6-4694-a2ce-58717663f9b3,bed8fb03,20250827_225924
cultural integrity and diversity,0.3599208883985512,"I would add that beyond accuracy and transparency, emotional sensitivity and cultural awareness are important for AI assistants. Sometimes, tone and empathy matter just as much as facts. It would also help if AI companies prioritized reducing bias, promoting inclusivity, and addressing the environmental impact of AI use, since these areas affect long term trust and responsible adoption.
",237f1af0-71ec-43a0-8d00-0d65bed058c0,Is there anything else you'd like to share that you feel was not covered in this survey?,94fc0cfa-2bc6-4694-a2ce-58717663f9b3,bed8fb03,20250827_225924
cultural integrity and diversity,0.35956340347988835,Transparency is absolutely non-negotiable ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",d177ae4a-ad1d-4f24-aa28-530ee194f42e,bed8fb03,20250827_225924
cultural integrity and diversity,0.35874383810369903,Being respectful with your data,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",54e8c934-3d35-4bec-8fa0-906f7eff03de,bed8fb03,20250827_225924
cultural integrity and diversity,0.3586461832166038,Be transparent and accountable ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",0c86b492-99f9-4d81-a5c1-2b19d2ca7b67,bed8fb03,20250827_225924
cultural integrity and diversity,0.35826064869638335,Be transparent and open about their goals and.processes,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",5f6aa2f8-fc2e-4d05-9977-941f8ccefd64,bed8fb03,20250827_225924
cultural integrity and diversity,0.3571562784541809,To be truthful and honest ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",e9ddedcc-8769-42e6-be8d-21caa1ea0990,bed8fb03,20250827_225924
cultural integrity and diversity,0.3568569656376725,"Be transparent about intentions, actions and mistakes. ",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",756aadb7-daf7-4132-b7c5-be19945fa7a6,bed8fb03,20250827_225924
cultural integrity and diversity,0.3559054121686886,provide accurate and correct information all the time,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",092faffe-1e15-4181-9874-332ceb456cf6,bed8fb03,20250827_225924
cultural integrity and diversity,0.3554113601905893,"Transparency, implementation of stringent regulations and policies that are audited and renewed on a regular basis and to admit liability when things do go wrong...",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",8c4f1dc2-739a-4838-b434-23bd87a33b10,bed8fb03,20250827_225924
cultural integrity and diversity,0.3522042578492262,more on the ethical side,237f1af0-71ec-43a0-8d00-0d65bed058c0,Is there anything else you'd like to share that you feel was not covered in this survey?,0a7301de-6929-4989-a3f6-06534789b31e,bed8fb03,20250827_225924
cultural integrity and diversity,0.35213401247390214,Being transparent at all times to build trust,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",316c58d7-603f-4c48-8ba6-c1a5f2b05c09,bed8fb03,20250827_225924
cultural integrity and diversity,0.35041752160959205,"Transparency, accountability and processes for if things go wrong",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",90188297-793e-42b1-bde9-f97557042620,bed8fb03,20250827_225924
cultural integrity and diversity,0.34612460114432164,Be aware and honest about mistakes,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",33e69bf4-ca31-4262-983b-950122299941,bed8fb03,20250827_225924
cultural integrity and diversity,0.3460097253965888,confidentiality. users would feel more safe and secure if they know their data are kept confidential ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",76ac20ae-73f4-4d35-92a4-7cc9e1df8704,bed8fb03,20250827_225924
cultural integrity and diversity,0.3455332157056294,Ensure that company bias is not going to influence its decisions.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",9e75a0b6-8c84-4788-8bc0-2089ecfb8d1a,bed8fb03,20250827_225924
cultural integrity and diversity,0.3450802643313024,Transparency is required to be trustworthy ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",94a0c706-aa03-4161-b6df-ca6b8c9cc0be,bed8fb03,20250827_225924
cultural integrity and diversity,0.34365586676277626,"If AI has transparency, clarity, and authenticity ",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",1f1aa9f9-8fe9-4a04-8d23-353b8914b16d,bed8fb03,20250827_225924
cultural integrity and diversity,0.3435044009080436,"Be transparent- allow data checking/deletion, have very high safeguarding, protection of personal information and sufficient resources to investigate complaints and take meaningful actions",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",16d14218-9c4a-43bd-a541-12831bd73847,bed8fb03,20250827_225924
cultural integrity and diversity,0.34021141175222125,"clear, open transparency and trust in who can see and use my data",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",be88cf3a-7c6a-49da-8215-b40e831d1328,bed8fb03,20250827_225924
cultural integrity and diversity,0.34009642653269406,The company itself should be transparent about its approach and operate from a strong ethical standpoint.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",7b07bb62-c383-40ab-9501-23d474f9894e,bed8fb03,20250827_225924
cultural integrity and diversity,0.33958934453405326,"Being transparent, honest, and private with people's data.",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",9237d964-18a0-4f28-9993-200b3a5d96b6,bed8fb03,20250827_225924
cultural integrity and diversity,0.3381564662903157,"Being held accountable for the technology, being responsible for the people that put their data and trust in it",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",ad2b4343-0453-4de0-8ce1-cb6a936f7a2f,bed8fb03,20250827_225924
cultural integrity and diversity,0.3380748285111842,Promote transparency and disclose ethical considerations ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",a4dc8327-d285-46e9-b1e4-a8a48f9d8886,bed8fb03,20250827_225924
cultural integrity and diversity,0.3374508249798027,Privacy and complete transparency together,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",96d3eda6-019f-4790-860e-8b22eba0138c,bed8fb03,20250827_225924
cultural integrity and diversity,0.3370862866691057,Transparency and accountability in the decision making process with a clear audit trail,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",2b592327-c933-4d5b-b9d4-25e48f27b403,bed8fb03,20250827_225924
cultural integrity and diversity,0.33657359943957693,Be transparent in how the AI model is created and how it operates. Be accountable.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",ecbd495e-358e-4e1e-984b-efc5d2d49d7f,bed8fb03,20250827_225924
cultural integrity and diversity,0.33608401787785636,I believe that that act honesty ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,1a901d6e-de63-40c8-9183-6be6b313f356,bed8fb03,20250827_225924
cultural integrity and diversity,0.33603104282162477,I believe that that act honesty ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,1a901d6e-de63-40c8-9183-6be6b313f356,bed8fb03,20250827_225924
cultural integrity and diversity,0.33603104282162477,I believe that that act honesty ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,1a901d6e-de63-40c8-9183-6be6b313f356,bed8fb03,20250827_225924
cultural integrity and diversity,0.33603104282162477,I believe that that act honesty ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,1a901d6e-de63-40c8-9183-6be6b313f356,bed8fb03,20250827_225924
cultural integrity and diversity,0.33542051333775114,"I appreciated the opportunity to reflect on trust in AI assistants. One area I feel was underexplored is how assistants handle conflicting values, especially in family contexts where emotional nuance, cultural sensitivity, and developmental priorities intersect. Trust isn’t just about transparency or reliability; it’s about whether the assistant can scaffold decisions that respect autonomy, context, and long-term wellbeing. I’d welcome future surveys that test how assistants navigate ethical ten",237f1af0-71ec-43a0-8d00-0d65bed058c0,Is there anything else you'd like to share that you feel was not covered in this survey?,ddd54459-c4ff-46c4-abe5-611f0eca2c5a,bed8fb03,20250827_225924
cultural integrity and diversity,0.33519156141224316,Transparency.  How is it learning and where from.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",325cad9c-8b31-4fb9-99f9-abe0ac3fed8d,bed8fb03,20250827_225924
cultural integrity and diversity,0.33446760067750747,provide accurate and quality data,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",dc2750a3-29a9-4f6f-807f-1f7eac513ca3,bed8fb03,20250827_225924
cultural integrity and diversity,0.3339618989794065,Ensure openness and transparency. Provide safeguards on data and personal information and provide solutions and support when things go wrong ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",ab22e323-a2b1-4ab1-ad9c-43302e298da8,bed8fb03,20250827_225924
cultural integrity and diversity,0.33291562023657817,"By having a constant ethical review in place, checking AI's programming for biases for example.",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",7bba71c7-161d-4c7a-9811-cb4e19e60678,bed8fb03,20250827_225924
cultural integrity and diversity,0.33290522627498054,The key factor is accuracy and fairness ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,ca8173d1-3a8d-4ba8-943f-9c54539752cb,bed8fb03,20250827_225924
cultural integrity and diversity,0.33290522627498054,The key factor is accuracy and fairness ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,ca8173d1-3a8d-4ba8-943f-9c54539752cb,bed8fb03,20250827_225924
cultural integrity and diversity,0.33290522627498054,The key factor is accuracy and fairness ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,ca8173d1-3a8d-4ba8-943f-9c54539752cb,bed8fb03,20250827_225924
cultural integrity and diversity,0.33290522627498054,The key factor is accuracy and fairness ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,ca8173d1-3a8d-4ba8-943f-9c54539752cb,bed8fb03,20250827_225924
cultural integrity and diversity,0.33290467570292365,The key factor is accuracy and fairness ,b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,ca8173d1-3a8d-4ba8-943f-9c54539752cb,bed8fb03,20250827_225924
cultural integrity and diversity,0.33107032914682244,A potential lack of understanding for individual nuances and preferences that could cause more harm than good,43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,aa710f5b-eafc-41b6-aa36-9bf86de484e8,bed8fb03,20250827_225924
cultural integrity and diversity,0.3299653837162055,Have strict codes of conduct that they adhere to. Be audited by external parties.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",8ee44560-9cfa-4666-8109-6a9f471c696d,bed8fb03,20250827_225924
cultural integrity and diversity,0.3299036305047213,Adhere to regulatory laws and guidelines with serve and profound penalties for transgressions to ensure deviation is not a viable option for them.  ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",f94e25e8-86fd-43dc-a351-fc675f4a9ce1,bed8fb03,20250827_225924
cultural integrity and diversity,0.32935821566931994,Be transparent about how data is collected and used,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",76a7898c-0c60-4602-a61b-aa2dbe4c9898,bed8fb03,20250827_225924
cultural integrity and diversity,0.32891225548159275,provide guarantees to taken responsibility for all outcomes,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",f39a50eb-0362-46f2-a1dc-3ff0a7896336,bed8fb03,20250827_225924
cultural integrity and diversity,0.328380805974596,Have complete transparency with advice and decision making,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",aa710f5b-eafc-41b6-aa36-9bf86de484e8,bed8fb03,20250827_225924
cultural integrity and diversity,0.3282362866025561,Being open and transparent when it makes a mistake.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",1b0224b5-4bfb-4a8e-8bdf-62a1f5355e90,bed8fb03,20250827_225924
cultural integrity and diversity,0.32748304494172914,Be consistent and reliable with any information it provides so that trust is built.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",702c2994-346d-4a10-a380-ef0b285c071b,bed8fb03,20250827_225924
cultural integrity and diversity,0.3264080194678357,"This would have to start with reliability, it would take a fair period of time to build up the trust in general. Follow human values such as trust and honesty. ",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",0ae0aa96-7f47-433d-baff-9dfd7e300d0c,bed8fb03,20250827_225924
cultural integrity and diversity,0.3262063260645588,"As there will always be risks and benefits, it should consider the emotional aspect of the human being. It should also consider issues that should never be included without permission/approval of the person especially privacy of the person.",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",fc07d228-9a72-46af-9cae-9c2d2662f4dc,bed8fb03,20250827_225924
cultural integrity and diversity,0.3250175607425604,Be integrated with academic publication and IP-sharing conventions (e.g. open-source scrutiny) and regulatory oversight.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",d6ad1b5d-ebac-4f2b-a36a-b39bf8b652ba,bed8fb03,20250827_225924
cultural integrity and diversity,0.3241780706448466,Be transparent in regards to the safety of the data recorded and how it will be used,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",10fddfcf-db56-4c93-ac1e-6f26ef3507e0,bed8fb03,20250827_225924
cultural integrity and diversity,0.3238601190386915,"Explain the data and why it collects, be open about it programming and intent and be open to benchmarking and legal and ethical controls",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",cdc1e712-69d4-4fe3-9926-f54a270b7b22,bed8fb03,20250827_225924
cultural integrity and diversity,0.3235643540780373,"Being transparent about the data it holds, not misusing that data   and giving me full control over the data stored.",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",bcc9b95f-cf6b-4396-83e5-8a8e4ae8e255,bed8fb03,20250827_225924
cultural integrity and diversity,0.32260633619741197,"♡ provide consistent and professional updates to the ai in order for it to improve its knowledge and accessibility. so also show transparency in their data and privacy practices and makes it clear what we can do if anything goes wrong i.e who we can go to, if we have financial backup and more ",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",223c4adc-004b-4c63-aaf1-13c0525bbc62,bed8fb03,20250827_225924
cultural integrity and diversity,0.3219162811122336,"because of its consistency, reliability, and ability to provide accurate, well-explained responses. It communicates clearly, respects boundaries, and adapts to my needs. While occasionally limited, it remains dependable for daily tasks, decision support, and learning. This balance of helpfulness and transparency shaped my trust score, reflecting both confidence in its strengths and awareness of its limits.
",b25117ff-66b8-4325-82dd-e6e3c9e379af,Explain why you gave that trust score to your AI chatbot.,94fc0cfa-2bc6-4694-a2ce-58717663f9b3,bed8fb03,20250827_225924
cultural integrity and diversity,0.32171137350132484,"Transparency

Knowledge of local systems, not being USA-centric",c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",e77bca7f-21f3-4fe9-b7a8-47977e6c7749,bed8fb03,20250827_225924
cultural integrity and diversity,0.3204034960303122,Be completely transparent around data and decision-making,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",b0d017f4-505c-4a75-95bf-d0e72f82b459,bed8fb03,20250827_225924
cultural integrity and diversity,0.31978577321836993,Being open and honest about the limitations ,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",199ada4a-0086-4c9f-9e21-f4ef61a194d3,bed8fb03,20250827_225924
cultural integrity and diversity,0.31960507848791586,To be respectful when interacting with people- you never know why someone is using the assistant and being careful with words goes along way,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",62eac7f4-2a9d-4592-ac73-e66f8f13aa92,bed8fb03,20250827_225924
cultural integrity and diversity,0.3184763868043377,transparency to their clients so we develop full trust. also teach us how AI works to be informed when working with it.,c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",34470d1d-cfba-4762-a038-e575c65053d8,bed8fb03,20250827_225924
