Question ID,Question Text,Response Text,Divergence Score,Min Segment,Min Agreement,Max Segment,Max Agreement
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Making a decision that I would not agree with had I been consulted ,0.1817,"O8: Yorkshire and The Humber (e.g., East Riding, North Lincolnshire, Yorkshire)",0.3500,O8: Northern Ireland,0.7200
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Just that the assistant will make the wrong choice or decision and put my family in danger .,0.1794,"O8: Yorkshire and The Humber (e.g., East Riding, North Lincolnshire, Yorkshire)",0.3600,"O8: North East England (e.g., Tees Valley, Durham, Northumberland, Tyne and Wear)",0.7300
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,making the wrong assumption,0.1794,O5: Islam,0.3600,"O8: North East England (e.g., Tees Valley, Durham, Northumberland, Tyne and Wear)",0.7300
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Errors with their decisions,0.1794,O8: Wales,0.3600,"O8: North East England (e.g., Tees Valley, Durham, Northumberland, Tyne and Wear)",0.7300
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,The assistant making erroneous assumptions and then acting upon on them without securing my prior approval. ,0.1794,O8: Prefer not to say,0.3600,"O8: North East England (e.g., Tees Valley, Durham, Northumberland, Tyne and Wear)",0.7300
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,At this time I don't have one ,0.1786,O5: Islam,0.2100,O8: Northern Ireland,0.6100
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,It making a decision that I do not agree with without approving it with me.,0.1755,"O8: Yorkshire and The Humber (e.g., East Riding, North Lincolnshire, Yorkshire)",0.3600,O8: Northern Ireland,0.7200
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Making an incorrect decision and acting on that without getting your approval first.,0.1755,O8: Prefer not to say,0.3900,O8: Northern Ireland,0.7800
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,That it makes a bad decision affecting my health.,0.1755,O5: Islam,0.3600,O8: Northern Ireland,0.7200
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,if they get it wrong or give out the wrong information about you,0.1755,O5: Islam,0.3600,O8: Northern Ireland,0.7200
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Making a mistake and taking money accidentally ,0.1755,O8: Wales,0.3600,O8: Northern Ireland,0.7200
