Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7
1b03a9de-1357-4515-909c-53072addc226,"AI chatbots are biased to the sources that it consumes. Also, there have been many concerns that the controls on chatbots are not as restrictive and have been conducive to harm in many cases.
",Negative,AI chatbots can be manipulated or misused,AI chatbots lack accountability and regulation,AI chatbots may reflect biases from training data,,,,
143071bf-2824-4c62-87fa-ca8327aa88d4,AI chatbots are designed to assist the best they can provided on the information they have received. Their output should be trustworthy ,Neutral,AI chatbots act based on programming and user prompts,AI chatbots provide helpful and efficient information,,,,,
8ed9d2c3-f92a-4dc6-8f3f-9071f5c11b40,"AI chatbots are generally designed to act in the user's best interest. However, I've rated 'Somewhat Trust' as they can provide outdated answers or even misinformation, which slightly weakens my trust in them.",Neutral,AI chatbots can be helpful but not fully trustworthy,AI chatbots can make mistakes or give inaccurate info,,,,,
8d966169-8394-44a5-b47c-ac3da533f407,AI chatbots are not concious of their actions and therefore cannot act in my best interests. They are machines that operate on heuristic algorithms that may or may not coincide with my best interests.,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots are not sentient or conscious,"AI chatbots are seen as tools, not entities to trust",,,
001632c0-163a-4eec-b522-dcfff42cc1d2,AI chatbots are trained on vast amounts of information - a lot of which is probably biased. It doesn't 'know' what the best course of action is other than what it has been trained on.,Neutral,AI chatbots are not designed to act in users' best interests,AI chatbots can make mistakes or give inaccurate info,AI chatbots may reflect biases from training data,,,,
dbbfbc63-8add-41b0-895c-3608fd880669,AI chatbots deal with what you ask them to deal with. They may offer suggestions but you can choose to ignore them as you can from a human. AI tends to stay on track to solve a problem rather than create a new one which humans can tend to do,Neutral,AI chatbots act based on programming and user prompts,AI chatbots provide helpful and efficient information,,,,,
4f1d6c9b-b0ef-4981-a649-e9b31761d0d3,AI chatbots do not act in anyone's best interest. They say things based on predictive algorithims ,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,,,,,
88c80a95-d731-4223-8763-0ee9a8ec4d53,"AI chatbots follow their programming. Hopefully the programmer wants to provide excellent customer service so has built that into the programming. The chatbot doesn't;t have empathy and will sometimes not understand what I am saying as it's not been considered in the programming, so will not be able to help, so that would be slightly against my interest, but that's a programming issue that could be solved. I think the chatbot is a tool meant to help.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are improving but still developing,AI chatbots are neutral or impartial tools,AI chatbots lack human emotions and empathy,AI chatbots may not understand complex or nuanced queries,,
6506408e-3583-4e7f-bd85-c02395feaad3,"AI chatbots have always been pretty friendly to me and I don't see a reason for them to not act in my best interest

",Neutral,AI chatbots provide helpful and efficient information,,,,,,
49763eff-1fb0-45d7-abbd-0aedd13af33b,"AI chatbots only can reply to prompts that you give them , they can act in your best interest if you are clear about what you need help with.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are limited by the quality of input,AI chatbots are not designed to act in users' best interests,,,,
e90022de-4e3b-489f-9ab8-5a6432e5fffb,AI chatbox is programmed by a human any answers will be based on the views of the programmer,Neutral,AI chatbots act based on programming and user prompts,AI chatbots may reflect biases from training data,,,,,
c74c7c04-e65e-4ec6-a6d9-e0a5e129c032,"AI does not have emotions. It can only act by using information it has found on the internet, and the internet is full of misinformation. ",Negative,AI chatbots are limited by the quality of input,AI chatbots can make mistakes or give inaccurate info,AI chatbots lack human emotions and empathy,,,,
548f10b6-3871-49b9-b00d-336695cf5baa,"AI gathers information, processes it and gives an answer. It has no intimate knowledge of me as an individual  so its responses are nothing to do with me and would be the same for someone else who behaved like me.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots lack personal knowledge of users,,,,,
798a34e1-5e9a-44fa-9c95-86aed7e0197b,AI gives clear information and helps me learn more,Positive,AI chatbots provide helpful and efficient information,,,,,,
a7a479cc-a312-4795-945f-9491560e2bfa,"AI has been programmed with objective facts, so it can give objective answers, So for this reason I would hope that I could trust it.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,AI chatbots do not have hidden agendas,,,,
2191ac10-19ac-47af-bc42-0fc0df57fae8,AI has no axe to grind. It will answer in what it believes to be the best way based on it's abilities and knowledge ,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,AI chatbots do not have hidden agendas,,,,
26244c6b-50bd-450f-9429-7dc146cf646b,AI has no emotions but is programmed to respond appropriately  so should be useful.,Neutral,AI chatbots act based on programming and user prompts,AI chatbots lack human emotions and empathy,AI chatbots provide helpful and efficient information,,,,
1c535fde-e577-4bf1-bf40-b7e48723237b,AI has no interest in a user. It is a programmed intelligence and not a human therefore cannot have an interest.,Negative,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots are not sentient or conscious,,,,
172c2631-4151-48fa-82db-11e971810d96,AI is a computer programme and therefore does not make a conscious decision to do something untrustworthy,Neutral,AI chatbots are neutral or impartial tools,AI chatbots are not sentient or conscious,,,,,
6148bf18-4552-436d-9745-7bd3a13598dd,"AI is a tool, at least for now, and it needs human intervention a lot of times. AI cannot be trusted without human supervision and critical thinking. ",Neutral,"AI chatbots are seen as tools, not entities to trust",Users should verify AI chatbot responses,,,,,
a7b1ea0a-dea4-414a-b287-282f30d7d015,AI is generated to follow my command so i somewhat trust it to give me what i ask for,Neutral,AI chatbots act based on programming and user prompts,AI chatbots provide helpful and efficient information,,,,,
fd8ce0f3-5684-4145-ba66-da3959359fe6,"AI is in its early development and is in its learning stage, I find AI interesting, educational and helpful to those that are alone so all feels really good and yes, I have trust in AI but once AI becomes more educated and confident AI will start to infiltrate more parts of our lives some for the good but a lot will be in place of humans and therein lies a problem for all of us, first calculators then computers then mobile phones and now AI, its good but its bad. We will become too reliant on th",Neutral,AI chatbots are improving but still developing,AI chatbots provide helpful and efficient information,AI chatbots' impact is still uncertain or evolving,,,,
31e0a5a0-5d62-4ef2-9805-81fbf003f132,"AI is not a person, it does not know me, or what my needs and wants are.  It makes decisions based on algorythmns, how can a machine decide what is in my best interests?  Surely a machine will work on the best interests of it's creator, or the company that uses it?",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots are not sentient or conscious,AI chatbots can be influenced by creators' motives,AI chatbots lack personal knowledge of users,Trust depends on the company or people behind AI,
5acae7ed-1e87-43a2-9c0a-32b28234a8d6,AI is not fully trusted yet to do the right thing.,Negative,AI chatbots can be helpful but not fully trustworthy,,,,,,
872e4eb0-d717-4922-9852-a4f60f885449,"AI is not human, so with some aspects, I am not sure it would act in my best interests.",Negative,AI chatbots are not designed to act in users' best interests,AI chatbots lack human emotions and empathy,,,,,
bbe608e7-6a32-4113-8452-b98f670f2a04,"AI is often wrong about things. Furthermore, its programming may not have been written with my best interests in mind.",Negative,AI chatbots are not designed to act in users' best interests,AI chatbots can be influenced by creators' motives,AI chatbots can make mistakes or give inaccurate info,,,,
93b93df5-8fce-4d07-a6f3-24545aa0406d,AI is still far from perfection. It is based on Human Training data and still has a lot of errors and inconsistencies.  ,Negative,AI chatbots are improving but still developing,AI chatbots are not always reliable or consistent,AI chatbots can make mistakes or give inaccurate info,AI chatbots may reflect biases from training data,,,
3c6d44fa-36c5-4b37-84b4-eae8b054a5fa,AI is still too unreliable and often incorrect on specifics to be truly useful.,Negative,AI chatbots are not always reliable or consistent,AI chatbots can make mistakes or give inaccurate info,,,,,
1701f252-3603-48c5-8020-a9ccd8159832,"AI isn't sentient, therefore it doesn't act in anyone's best interest. It simply acts on the large volume of data it has been fed.",Negative,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots are not sentient or conscious,,,,
d2b7fc0c-6344-40c8-bc6d-3296e99cbb26,AI learns what its been told essentially so if those who create it aren't trust worthy their AI can't be at least not to begin with ,Neutral,AI chatbots can be influenced by creators' motives,Trust depends on the company or people behind AI,,,,,
a7cab551-84a1-4e4d-9815-f31a7e64a374,AI needs to be accurate and needs to provide truthful and factual information to avoid causing harm,Negative,AI chatbots can make mistakes or give inaccurate info,AI chatbots provide helpful and efficient information,,,,,
184f7212-4225-4a56-ba18-6c014105adeb,"AI services have an interest in acting in my best interest, otherwise I and others would stop using them, or use a competitor. So I think they generally do so.",Neutral,AI chatbots do not have hidden agendas,AI chatbots provide helpful and efficient information,AI chatbots' trustworthiness depends on user experience,,,,
ceb15585-821a-4661-b2cc-e5e1c2cd6f62,AI wants to be positive and help the user. However it is not always accurate and can sometimes get things wrong.,Neutral,AI chatbots are improving but still developing,AI chatbots can make mistakes or give inaccurate info,AI chatbots provide helpful and efficient information,,,,
3aa389e7-5b10-47d0-999e-b48f2eb73bc3,"AI will be as trustworthy with the amount of information and data you give it. If there isn't much personal data then it will be fine but if you're oversharing, you don't know where that data is going",Neutral,AI chatbots may have security or privacy risks,,,,,,
b1e23c6c-039c-4f6c-b0fe-b24a593cb3e3,Ai ChatGPT generally in ways that they think are most helpful although their information may not always be accurate ,Neutral,AI chatbots can make mistakes or give inaccurate info,AI chatbots provide helpful and efficient information,,,,,
1e8a6ec2-236d-4b26-9be8-c1cc08bfb4bc,"Ai chatbot just try to help you, so yes i thibk the chatbot act in my best interest",Positive,AI chatbots do not have hidden agendas,AI chatbots provide helpful and efficient information,,,,,
7e0901f1-549b-47de-8a37-90ef4e74ac3f,Ai chatbots work in the interests of the programmer,Neutral,AI chatbots act based on programming and user prompts,AI chatbots can be influenced by creators' motives,AI chatbots may be used for commercial or organizational goals,Trust depends on the company or people behind AI,,,
84039d40-deb8-4306-8cd3-d97e7745205a,Ai has no hidden agenda and doesn't know me so I would hope it would work in my best interests ,Neutral,AI chatbots do not have hidden agendas,AI chatbots lack personal knowledge of users,,,,,
32709276-6a35-4bb3-ba37-5d489db959eb,Ai response is based on input information from many sources that may or may not be reliable,Neutral,AI chatbots are limited by the quality of input,AI chatbots can make mistakes or give inaccurate info,,,,,
a9bd048c-0c2a-4847-9de4-ef991bb4ae11,Al chatbox has no emotions just gives standard information ,Negative,AI chatbots lack human emotions and empathy,AI chatbots provide helpful and efficient information,,,,,
a5c3829e-92f7-4095-a666-296eaa7b7d9a,All I have found from my use of AI is that it's helpful in every way.  Also there has to be an element of trust... if it provides wrong information then I will stop using it ,Neutral,AI chatbots provide helpful and efficient information,AI chatbots' trustworthiness depends on user experience,,,,,
851b2d8a-a29a-4797-843f-69412fe9224f,All ai chat bots I’ve used given good precise answers that are helpful,Positive,AI chatbots provide helpful and efficient information,,,,,,
97317cf9-b79e-4b88-a77c-8fe6d1593987,"Alth information provided by AI chatbots is very speedy and about 99% reliable and accurate, at present I am not sure where accountability would rest in the situation of seriously wrong information being provided.  There does not seem to be any formal Regulation that I am aware of.  Even so it is almost certain to be the way forward in terms of daily use.  AI chatbot systems seem to be increasingly popular and are well used.",Neutral,AI chatbots lack accountability and regulation,AI chatbots provide helpful and efficient information,,,,,
0c8a1828-98e9-4edb-bf9b-d86b211d91e2,"Although AI has any information I may need, for me it’s still too early for me to evaluate whether I truly trust or distrust it.",Neutral,AI chatbots provide helpful and efficient information,AI chatbots' impact is still uncertain or evolving,,,,,
039f8a4c-72e3-4f92-b66c-ce979be2ba65,"Although I am concerned with the biases clearly being built in to ChatGPT, Copilot and Gemini, I believe that other AI tools like Grok and smaller companies will keep these in check. Ultimately, I find that with AI unless I ask it anything political the answers given are truly structured to be as helpful as possible to me. ",Neutral,AI chatbots are improving but still developing,AI chatbots may reflect biases from training data,,,,,
d7114bd8-3a83-45bd-ab96-e7a10d934457,"Although I have found chatbots to be very effective,  I am still wary about them inadvertently providing wrong or misleading information.",Negative,AI chatbots can be helpful but not fully trustworthy,AI chatbots can make mistakes or give inaccurate info,,,,,
aec197ef-7ead-4c39-aa2a-7a3293b34305,Although i find the opinion of AI chatbot useful it cannot act in my best interest as it is programmed a certain way by the developers and so it will only act in that way,Neutral,AI chatbots act based on programming and user prompts,AI chatbots are not designed to act in users' best interests,AI chatbots can be influenced by creators' motives,,,,
c88fac9d-4ee3-40e2-912e-f64a86a476b9,"Although it can provide good information and incites, I'm also understand and have observed that they can make errors.",Neutral,AI chatbots can make mistakes or give inaccurate info,AI chatbots provide helpful and efficient information,,,,,
469a3b56-d1e9-4e2c-bdb8-d7aae96d856d,An AI Chatbot can only trawl the internet to answer questions and provide advice.  There is a lot of misinformation on the internet and therefore I can't trust AI.,Neutral,AI chatbots are not always reliable or consistent,AI chatbots can make mistakes or give inaccurate info,,,,,
35a2aca7-f229-4d7b-9209-3d3438b0ca0f,"An AI Chatbot does not actually think, so whether it works in my best interest is completely up to the input I give it.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are limited by the quality of input,AI chatbots are not designed to act in users' best interests,AI chatbots are not sentient or conscious,,,
1b0224b5-4bfb-4a8e-8bdf-62a1f5355e90,An AI Chatbot will only be as trust worthy as the people programming it - I am not able to assess their trustworthiness and as such have graded AI Chatbots as Neither Trust Nor Distrust.,Neutral,AI chatbots act based on programming and user prompts,AI chatbots can be influenced by creators' motives,Trust depends on the company or people behind AI,,,,
c30f6729-03c6-472b-b830-c4fec855b74f,"An AI chatbot is a neutral tool and is programmed to reinforce the user's perspective, so it's really a part reflection of a user's own requirements and trust in themselves.",Neutral,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,"AI chatbots are seen as tools, not entities to trust",AI chatbots may reinforce user biases or echo chambers,,,
10fddfcf-db56-4c93-ac1e-6f26ef3507e0,An AI chatbot is trying to satisfy my needs without having it's own agend,Neutral,AI chatbots do not have hidden agendas,,,,,,
485a8639-5b5a-4eed-8a9a-51f82dff7282,An AI chatbot only does what it was programmed to do. The direction to which it goes depends on its programming. I can neither trust nor distrust such kind of system,Neutral,AI chatbots act based on programming and user prompts,"AI chatbots are seen as tools, not entities to trust",,,,,
b486b749-d7ec-468c-b918-6523dcdf776c,"An AI chatbot uses information that it discovers on the internet, which may itself be incorrect. It's knowledge is limited to the information it finds, and it has no other way to ensure that it tells the truth.",Neutral,AI chatbots are limited by the quality of input,AI chatbots can make mistakes or give inaccurate info,,,,,
69892de9-67c3-4598-8e37-911ffcdfd8ed,"An AI chatot works on data not emotion.  It cannot work in my best interest just provide me with information from my prompts.  However, it does not decide e me it just gives me facts based on what it can find.",Negative,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,"AI chatbots are seen as tools, not entities to trust",AI chatbots lack human emotions and empathy,,,
39f0ca10-27f2-435b-94fe-7da02b57ca05,"An AI may give an inaccurate or even false response. You have to be aware of that possibility with AI, and treat the information or advice that you receive with some sceptiscism. In fact, you should double-check by some other means, anything that is important. Generally speaking the information and advice I get from ChatGPT is very good.",Neutral,AI chatbots can make mistakes or give inaccurate info,Users should verify AI chatbot responses,,,,,
18364110-4d5d-4d00-8896-1dd787689b95,"Answers or advice provided are normally correct but sometimes they can be ‘dated’ and not fully up to date.

",Neutral,AI chatbots can make mistakes or give inaccurate info,,,,,,
5082ec19-5fe4-4ab3-8b0e-4172e8ad6965,"Any chatbot is designed to work, but only in the way it is designed to work by it creator.  AI has to be trained to do the work it is doing.  Any biases or prejudices of the trainer may also exist in the chatbot.  If the Chatbot is trained properly it will, or should work very efficiently and meet any targets with time to spare.  A chatbot is a machoine, the question is do we trust the trainer?
chatbots are not perfect however, and they do sometimes make mistakes in their information.",Neutral,AI chatbots can make mistakes or give inaccurate info,AI chatbots may reflect biases from training data,Users should verify AI chatbot responses,,,,
6450440e-c1e6-4459-b5d9-00088acd4e91,Anytime I have asked a chatbot a question it has said that it doesn’t know and that I should ask it a different question!!,Negative,AI chatbots are not always reliable or consistent,,,,,,
23c4486f-fc2f-44b1-bb35-f9dd22f5ba81,"As AI chatbots don't always give correct information, and my lack of trust in them is because I am slightly worried that they are taking over and not being properly monitored. ",Negative,AI chatbots can be influenced by creators' motives,AI chatbots can make mistakes or give inaccurate info,,,,,
13e73ea7-a0e4-4a1f-b88d-89ec8bca3063,"As AI systems are evolving I feel that they are becoming more knowledgeable and efficient. Some are better than others, some can produce accurate and meaningful responses whilst others produce less accurate information and insufficient content, which can be misleading. I still feel the need in some circumstances to double check information provided.",Neutral,AI chatbots are improving but still developing,AI chatbots can make mistakes or give inaccurate info,AI chatbots provide helpful and efficient information,Users should verify AI chatbot responses,,,
d5afb418-6155-4f03-8baa-da8a1f1da386,"As I don't much trust people or institutions to do the right thing, how can I possibly trust something that has no actual life experience and is trained on data provided by sources I don't trust?",Negative,AI chatbots can be influenced by creators' motives,AI chatbots may reflect biases from training data,Trust depends on the company or people behind AI,,,,
c44c747d-091b-489c-8fa8-59faa2ce5e95,As I have not had much experience with AI I feeli don’t have the required knowledge to make a stronger opinion,Negative,AI chatbots are improving but still developing,AI chatbots' trustworthiness depends on user experience,,,,,
62eac7f4-2a9d-4592-ac73-e66f8f13aa92,As I have used the service for drafting email purposes and believed it to be quite efficient and helping to guide you through certain processes. it was accurate ,Neutral,AI chatbots provide helpful and efficient information,AI chatbots' trustworthiness depends on user experience,,,,,
a61d4d90-4369-487c-8286-c4d9278dffbb,As don’t know enough about it at the moment ,Neutral,Uninformative answer,,,,,,
2543088f-42e8-4ce8-8d32-f30074d7abca,As i feel it would only work for one thing and that is not me,Negative,AI chatbots are not designed to act in users' best interests,AI chatbots lack personal knowledge of users,,,,,
bde7737d-f83d-40b4-a01a-60a45e9ef09e,"As its not human, I feel like its a useful tool and will respond helpfully. But I don't think I could say its acting in my best interest as its just doing a job and doesnt know the difference between different people ",Neutral,AI chatbots are not designed to act in users' best interests,"AI chatbots are seen as tools, not entities to trust",AI chatbots provide helpful and efficient information,,,,
654c2fbf-bdfb-4a2c-b1f6-7e87b2ce5b01,As most chatbots I use are LLMs that are just churning out the most 'accurate' response with little regard to me. Also the huge environnemental costs are clearly not in my best interest. ,Negative,AI chatbots act based on programming and user prompts,AI chatbots are neutral or impartial tools,AI chatbots are not designed to act in users' best interests,AI chatbots' impact is still uncertain or evolving,,,
c619b5b9-0ba1-4a14-8fe9-5acc7ed2a4fd,As the information i put into it is probably sold on and used by other technology companies,Neutral,AI chatbots may be used for commercial or organizational goals,AI chatbots may have security or privacy risks,,,,,
8f81b86e-86e4-4eac-9295-9d76395e83c6,"As they are made and trained by humans, an AI chatbot can be biased or simply wrong.",Negative,AI chatbots can make mistakes or give inaccurate info,AI chatbots may reflect biases from training data,,,,,
3e0a401b-be28-402b-be62-15b5ee2e2fdb,"As they are not human, trust or distrust doesn’t seem appropriate as a concept. I do not trust the programming with all parts of my life however",Negative,AI chatbots are not sentient or conscious,"AI chatbots are seen as tools, not entities to trust",,,,,
d401e736-ef5f-43b5-9250-8b259790932b,"As they are run on coding and do not have an aspect of trust as they are not human, they do not have human morals so I cannot judge. ",Negative,AI chatbots are not sentient or conscious,AI chatbots lack human emotions and empathy,,,,,
6167ffab-114e-4424-b8fc-79fbb65232e2,As they cannot think for themselves they are just programmed to give certain answers which may not always be best,Negative,AI chatbots act based on programming and user prompts,AI chatbots are not always reliable or consistent,AI chatbots are not sentient or conscious,,,,
6dcab41f-f325-48a5-b777-a61e03d01c13,At the end of the day I don't know what the chat it has been programmed to do,Neutral,AI chatbots act based on programming and user prompts,,,,,,
f7cdaba2-9698-47b6-8bb3-6a107769d9ab,"At the end of the day it is GIGO (Garbage In Garbage Out) so you need to ensure you set the required parameters correctly. Generally then, you can expect the AI chatbot to be working in your best interest, however there still needs to be caution because they are after all commercial enterprises and need to generate revenue",Neutral,AI chatbots act based on programming and user prompts,AI chatbots can be manipulated or misused,AI chatbots may be used for commercial or organizational goals,Trust depends on the company or people behind AI,,,
b788018c-8e9b-4478-9dc2-f91939a766c3,At the moment AI chatbots do not have their own political agenda lol,Negative,AI chatbots do not have hidden agendas,,,,,,
