Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
281337de-d3a4-4665-ad32-c443e844cf12,Ai have really helped me a lot especially in my work place or seeking for personal advice or helping me to reply mail.,Positive,AI assistance with writing and editing,AI for research and learning support,Increased reliance or dependency on AI,,,,,
17c86214-9cf2-4cef-a4d3-f3b0d3e132ed,Ai is all around. On company chat and google and even friends photos. It’s in my work too ,Neutral,AI in workplace tools and workflows,General normalization and ubiquity of AI,,,,,,
401c9215-eaee-489c-9b76-93db8c2603a5,Ai was used to identify me as over 18 based on my watch history on YouTube recently. ,Neutral,AI in social media and online content,,,,,,,
a69b11ad-ea16-412a-90f6-5c88b29b8e9c,"An improvement as I am able to get answers I need to complex or highly technical issues quickly and comprehensively, taking into account multiple sources so I do not have to waste time on extensive research",Positive,AI for research and learning support,AI-generated summaries in search engines,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,
32d1b7bd-6982-469d-adf0-aa6a59a10546,As I am now retired I don’t use it very much - I assume it’s used a lot in a work environment. I think I’ve been left behind. My only involvement is listening to AI sports reports on TV and looking at Grok on X,Neutral,No noticeable change or minimal impact,,,,,,,
07c23fea-7a55-474c-9b06-1bf691b760cd,"As a result of AI in the past year, my idea generation has increased dramatically, I've made way more connections than I would have done without it.",Positive,AI for creative tasks and idea generation,Increased reliance or dependency on AI,,,,,,
dc2750a3-29a9-4f6f-807f-1f7eac513ca3,"As a result of using AI more, I became more productive, effective and saved a lot of time.",Positive,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,,
ddd54459-c4ff-46c4-abe5-611f0eca2c5a,"As a software developer and engineering supervisor, the most noticeable change has been the integration of AI into automated workflows and development tools. Over the past year, I’ve increasingly relied on AI assistants to generate code snippets, optimize backend logic, and annotate user flows for emotional tone and usability. AI has also supported survey modeling and reputational calibration tasks, helping streamline decision-making and improve product clarity. These tools have enhanced product",Neutral,AI for decision-making and comparisons,"AI in content creation (text, images, video)",AI in workplace tools and workflows,Increased productivity and efficiency,,,,
b57fdb2d-c7c1-4f91-a8ab-3d0620acb101,"As a writer writing a novel I used an AI app to check my manuscript for grammar, spelling and style. I found this useful and time saving. The human alternative would have been costly.  In personal daily life chat bots are a quick way to resolve issues with banks and online shopping. So the noticeable change is speed.",Neutral,AI assistance with writing and editing,AI chatbots replacing human customer service,Reduced human interaction in services,Time savings on routine and admin tasks,,,,
39f0ca10-27f2-435b-94fe-7da02b57ca05,"As part of my standard approach to work, I work with an AI, as if it were a personal assistant. I sometimes ask a question even though I know the answer, just to feel a sense of engagement with my work tasks. Another thing I do, is that I double-check many things with AI, for example the phrasing of an email etc.",Neutral,AI as a personal assistant or companion,AI assistance with writing and editing,Increased reliance or dependency on AI,Need to double-check AI outputs for accuracy,,,,
e4d581ac-9080-4fef-80a4-52440222330a,"As someone who is very inquisitive and enjoys learning, AI has made it easier for me to research and find the information I'm looking for fast. I've even used it to ask medical questions, which has prevented my GP surgery from giving me medication that may have been harmful to me!",Positive,AI assistance with writing and editing,"AI for health, fitness, and wellbeing advice",AI for research and learning support,Faster access to information and answers,,,,
a61d4d90-4369-487c-8286-c4d9278dffbb,Asking recommendations ,Neutral,AI as a personal assistant or companion,,,,,,,
0fc6adea-68ab-470f-a755-712a9f8e451b,Assistance with certain work related tasks,Neutral,AI in workplace tools and workflows,Increased productivity and efficiency,,,,,,
a92f9632-669d-4160-9b3e-aacb9ad605af,Assisting with online shopping remembering items I have forgotten to add to basket,Neutral,"AI for financial, travel, and shopping tasks",,,,,,,
992c0a21-7882-4783-ab21-8ad45103d5a5,At work it has become easier to write emails and letters especially difficult letter or responses. Research is also a lot easier as ot pulls all the info together in one place. It's very useful for trip planning too.,Positive,AI assistance with writing and editing,"AI for planning, scheduling, and organization",AI for research and learning support,Time savings on routine and admin tasks,,,,
1b03a9de-1357-4515-909c-53072addc226,"At work, I have received more unauthorised attempts at design from researchers promoting their work (and myself having to fix  it because it's off-brand) because they feel empowered to use AI with no restrictions.",Neutral,AI for creative tasks and idea generation,AI in workplace tools and workflows,Job impacts and employment concerns,,,,,
fe3a09b9-7e8c-4818-b56f-4161af023c7e,"At work, my workload has reduced as AI can create worksheets for my students, including differentiated worksheets for students of varying abilities. 

In my personal life AI has sometimes helped me e.g. chatbots on websites answering my queries instead of waiting for a human to be free to chat to me. ",Neutral,AI assistance with writing and editing,AI chatbots replacing human customer service,AI in education and academic support,AI in workplace tools and workflows,Time savings on routine and admin tasks,,,
b6a89eb3-bf2d-47f2-ad2f-a413b57ec8ba,Automated chat systems when contacting online businesses ,Neutral,AI chatbots replacing human customer service,,,,,,,
0849c868-ccbc-43d4-bc70-6ee7bcea1542,Automated completion of various forms. At work used to help write support plans for young people and compile emails using professional terminology. Makes my work load slightly easier and quicker.,Neutral,AI in workplace tools and workflows,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,
be750f3b-9e03-4972-a9ce-3e5e824b42ba,"Automated makes the population lazier and less effort is put into things when AI can do it in 1-5 seconds

",Neutral,Increased productivity and efficiency,Increased reliance or dependency on AI,,,,,,
17af3147-21b5-4426-b331-ffa941ecb830,Being able to access information easily on any subject. Can get unbiased information and decide myself what to follow up,Positive,AI for decision-making and comparisons,Faster access to information and answers,,,,,,
d177ae4a-ad1d-4f24-aa28-530ee194f42e,Being able to create art or literature materials for my work,Positive,AI for creative tasks and idea generation,"AI in content creation (text, images, video)",,,,,,
29643e50-3752-41f8-9a49-5bffb7c9c76b,Being able to get assistance with letter writing and also rewording things for me so that I sound more organised and professional ,Positive,AI assistance with writing and editing,,,,,,,
f2950420-d190-4d45-a628-a0d052efdfd0,"Being able to get information quickly and  effectively which is relevant. Also it’s support with my studies, pointing me in the right direction of finding information and helping to slim down my writing and be more coherent ",Positive,AI assistance with writing and editing,AI for research and learning support,AI in education and academic support,Faster access to information and answers,Increased productivity and efficiency,Time savings on routine and admin tasks,,
c0988b84-d404-4150-aee2-2f526601fb71,Being able to quickly ask AI questions when I’m on the go - to check the weather forecast or check when a delivery will arrive.,Positive,AI as a personal assistant or companion,Faster access to information and answers,,,,,,
0467c62c-c653-45cc-b0d7-c9f6c0c3eb65,"Being able to research things more easily and in depth, getting advice and step by step personalised guides to follow.",Positive,AI for decision-making and comparisons,AI for research and learning support,Faster access to information and answers,Increased productivity and efficiency,,,,
566ab0d5-82b7-4d5a-ae75-2690f5943605,Being able to send automated messages when not currently available via my phone or other devices and the people trying to contact me are aware that I have received these and will eventually get back to them.,Neutral,AI in home automation and smart devices,Time savings on routine and admin tasks,,,,,,
02b740d8-f19f-4fe1-91b7-f19c6e51722b,Being able yo find information a lot more easier ,Positive,Faster access to information and answers,,,,,,,
7dea5b74-25fb-4a7a-8112-86cf2ccb6644,Being more articulate in problem-solving.,Neutral,AI assistance with writing and editing,AI for research and learning support,,,,,,
4e55060c-4eb7-4cdb-96bb-67615cbb1f40,Being more content with life due to having conversations with AI which eased me ,Positive,AI as a personal assistant or companion,Emotional support and mental health from AI,,,,,,
264d9cfe-e020-4746-8243-7ba266b66f46,Being suspicious of what I read online as to if it is reality or AI,Negative,Concerns about authenticity and misinformation,,,,,,,
9cfb37fb-1d3b-4b5c-9a98-78202c379193,Bespoke information ,Neutral,AI assistance with writing and editing,,,,,,,
ee3ba56d-10dd-49ae-aff4-eac18aae0efc,Better answers to my questions ,Positive,Faster access to information and answers,,,,,,,
36acf80c-5054-441f-a894-b5a3de0c5d11,Better search results from search engines like Google.,Neutral,AI-generated summaries in search engines,Faster access to information and answers,,,,,,
afe3c08d-89e1-4f73-98c2-60071ba438a1,Better time management and efficiency has been the most noticeable change in my daily life since I started using AI. Before that some tasks would take me so long to complete while I would still struggle with efficiency,Neutral,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,,
ab8a774a-637a-45cb-ac7a-d72ee085e458,Can provide a useful prompts and save time when drafting emails and messages,Positive,AI assistance with writing and editing,Time savings on routine and admin tasks,,,,,,
444bbe80-4c15-4f8e-b2fd-a06b49d9d071,Can't think of anything significant,Neutral,Other,,,,,,,
700cc29a-b1a6-4200-96f4-93e3343cd93a,"Carrying out tasks that involve conversing with an AI has become common. I don't ask it to do things for me, it is more about indepth information gathering and having a sounding board for my thoughts. ",Neutral,AI as a personal assistant or companion,AI for research and learning support,,,,,,
e77bca7f-21f3-4fe9-b7a8-47977e6c7749,Chat bots everywhere!,Negative,AI chatbots replacing human customer service,General normalization and ubiquity of AI,,,,,,
805cfbb0-4ea0-4020-96b6-e2738ebd34bc,Chatbots and automated messaging when seeking customer service ,Neutral,AI chatbots replacing human customer service,Reduced human interaction in services,,,,,,
12adf03a-cebe-4485-a95b-7f962271deac,"Chatbots if you enquire about something online, instead of human.",Negative,AI chatbots replacing human customer service,Reduced human interaction in services,,,,,,
612edfb8-2ae2-44d8-8e4b-fcbdb56759c9,Comparing medical information and asking day to day questions,Neutral,AI for decision-making and comparisons,"AI for health, fitness, and wellbeing advice",AI for research and learning support,,,,,
4e1907f1-2cec-446a-8355-9c9b9909c501,Convenience ,Positive,Faster access to information and answers,,,,,,,
0e195e35-80bb-41be-abfb-c34386c2a70e,Convenient ,Positive,Faster access to information and answers,Increased productivity and efficiency,,,,,,
8f8f91cb-5890-4c4c-9af0-6b59c54a3e8e,Convenient way of receiving comprehensive information very quickly ,Positive,Faster access to information and answers,,,,,,,
a5c3829e-92f7-4095-a666-296eaa7b7d9a,Creation of content - and creation and word checks on email. ,Neutral,AI assistance with writing and editing,"AI in content creation (text, images, video)",,,,,,
29939d7d-d707-40f7-abf6-9a5b6c6591b4,Customer service live chats have become a bit of a nightmare because of having to go through ai chatbots first but gathering information and analysing data has become much easier ,Neutral,AI chatbots replacing human customer service,Frustration with AI replacing humans,Increased productivity and efficiency,,,,,
cb44a66e-9f4d-48eb-afba-34ece12189d4,Ease of access to information and help with work related exercise ,Positive,AI for research and learning support,Faster access to information and answers,Increased productivity and efficiency,,,,,
a9bd048c-0c2a-4847-9de4-ef991bb4ae11,Ease of achieving things ,Positive,Increased productivity and efficiency,,,,,,,
ef351d18-aed6-4821-9702-b11d398dda5d,"Ease of control - e.g. heating the house, asking AI the weather, asking to plan travel",Positive,"AI for planning, scheduling, and organization",AI in home automation and smart devices,,,,,,
6a1d38b0-18f5-4e89-bce1-fc2bda7e2adb,Ease of getting information. Streamlining search and synthesis of material ,Neutral,AI for research and learning support,Faster access to information and answers,,,,,,
1647aadd-47e7-4af5-9550-903704cbf461,Ease of scheduling private activities and shopping ,Positive,"AI for financial, travel, and shopping tasks","AI for planning, scheduling, and organization",Time savings on routine and admin tasks,,,,,
f681039f-eeea-48dd-96bd-93fd5b6d7735,Easier access to lesson planning for work and advice quickly in a conversation like manner rather than having to do independent research ,Positive,AI assistance with writing and editing,"AI for planning, scheduling, and organization",AI for research and learning support,Faster access to information and answers,Increased productivity and efficiency,Time savings on routine and admin tasks,,
5c2e83a3-898e-4591-b490-0112f620db18,Easier time filtering information ,Positive,Faster access to information and answers,,,,,,,
82ae3f9a-7c45-48a4-9924-1d32792fc3bd,"Easier to apply for jobs as I can ask the AI assistant to draft cover letters and then I just need to edit this 

",Neutral,AI assistance with writing and editing,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,
db4ddd97-3e3f-433a-b794-39b9fa935527,Easier to find instant info,Positive,Faster access to information and answers,,,,,,,
7815676b-36fb-43d5-a0ce-7286553e31bd,"Easier to look for information on google, get it in bulket points, get straightforward answers to my questions ",Neutral,AI-generated summaries in search engines,Faster access to information and answers,,,,,,
06db4db1-ccc1-43ac-a033-3bf382857d45,Easier to manage simple tasks. Home automation mainly.,Neutral,AI in home automation and smart devices,Time savings on routine and admin tasks,,,,,,
cb5dcdad-044b-4f1d-852a-b79d2db5ff90,Easier to research topics so therefore saves time ,Positive,AI for research and learning support,Faster access to information and answers,Time savings on routine and admin tasks,,,,,
325cad9c-8b31-4fb9-99f9-abe0ac3fed8d,Easier to use than Googling,Positive,AI assistance with writing and editing,Faster access to information and answers,,,,,,
527be626-1201-4845-ac8a-8f3c343b17f0,Easier work,Positive,Increased productivity and efficiency,,,,,,,
3593bee2-6893-46ed-b08e-ff8bc397bd61,"Easy travel planning 

Help with writing ",Neutral,AI assistance with writing and editing,"AI for financial, travel, and shopping tasks","AI for planning, scheduling, and organization",,,,,
1f1aa9f9-8fe9-4a04-8d23-353b8914b16d,Efficiency and Accuracy ,Positive,Increased productivity and efficiency,,,,,,,
26635b20-2d2e-4af1-b9f2-1fc862d78c86,Efficiency and ease of life,Positive,Increased productivity and efficiency,,,,,,,
59515fc6-0a8b-47f1-96f7-818c506e7114,Emotional support ,Neutral,Emotional support and mental health from AI,,,,,,,
8ba782f9-7aa0-4669-b922-8d7e681f712a,Every social media seems to use a different version of AI now and it is being pushed into the faces of every user,Negative,AI in social media and online content,General normalization and ubiquity of AI,,,,,,
88b63489-614c-4012-a854-2b024f46c81c,"Every time I search for something on Google, a AI summary is offered top of the list. Also, I saw a nurse in my practice who had AI taking “notes” and advising.",Neutral,"AI for health, fitness, and wellbeing advice",AI-generated summaries in search engines,,,,,,
e0e0c462-053b-457d-b722-ad800b3404c2,Every time I use google the AI platform replies instead of the search engine ,Negative,AI-generated summaries in search engines,Faster access to information and answers,,,,,,
c7fbc6b7-1421-49fd-bb11-d879bb995369,Every time I use google to get information it's an AI generated response. More and more companies are using AI assistants for customer service. ,Neutral,AI chatbots replacing human customer service,AI-generated summaries in search engines,General normalization and ubiquity of AI,,,,,
fafa3584-1c27-4961-8bd8-8fac741e613a,Every time you google something the first response is always AI,Negative,AI-generated summaries in search engines,,,,,,,
bb2d33d1-1b7c-423b-8de9-2758bbc6a5a6,"Everything has been great, My work load has decreased as a result of using A.I in the past year. My productivity has increased.",Positive,AI in workplace tools and workflows,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,
dc1f60c2-11e4-4d3e-8120-42cf0f02445f,Everything has running smoothly because I don't have to take charge of some certain responsibilities because it has been taking care of ,Positive,AI as a personal assistant or companion,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,
58b54b8e-2224-4c76-9157-a6a211bf3b00,"Fairly minor at this point, just some additional benefits in time savings at work around emails and presentations mainly ",Neutral,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,,
4ed0949e-f0b1-4971-843e-ab60bcb3e587,False news on social media....is it believable ,Negative,AI in social media and online content,Concerns about authenticity and misinformation,,,,,,
576f76f2-b69b-4f67-bd02-ce4554fedd24,Feel like it has assisted my progress at work ,Positive,AI in workplace tools and workflows,Increased productivity and efficiency,,,,,,
551abb19-4a90-499d-b642-ed930aa7ce8e,"Feeling a bit more organised and having direction which suits my individual needs, and at a pace that suits me too.",Positive,"AI for planning, scheduling, and organization",,,,,,,
149dd48a-8482-4c02-8d45-7e299d667e29,Feeling like I’m not on my own if I’m stuck with something. I’m always able to get a personalised response via AI,Neutral,AI as a personal assistant or companion,,,,,,,
b1e23c6c-039c-4f6c-b0fe-b24a593cb3e3,Finding answers to sometimes difficult questions that I would struggle to search the internet for.,Neutral,AI for research and learning support,Faster access to information and answers,,,,,,
8c516369-4b3a-4943-9083-327e95bb01a5,Finding information quickly has been the biggest change.,Positive,Faster access to information and answers,,,,,,,
47a8ca1c-812c-4e50-9d2f-344c2218c5d1,Finding it difficult to interact with a human being online without having to get past AI first,Neutral,AI chatbots replacing human customer service,Reduced human interaction in services,,,,,,
18912754-1669-4f5c-8703-a2aa70e61acf,Finding it more easier and quicker to obtain information of interest,Neutral,Faster access to information and answers,,,,,,,
9ad55051-d9cf-439f-88a7-ee556cfb3530,"First of all thank you for inviting me to this study. Secondly my location in the UK wasn't covered at the start of this study, you left off the south west of the country containing Cornwall, Devon, Somerset and the Cotswolds.

The most noticable change for me is I've started to embrace it, I am a writer in work and I am writing a book in my spare time. AI is so good and efficient with research it is speeding the process up and it feels like I have an active collaborator",Neutral,AI assistance with writing and editing,AI for research and learning support,General normalization and ubiquity of AI,,,,,
764534b3-a998-49f9-9610-b45254d18405,"For help drafting documents, in terms of format, layout and ideas. For asking general questions, which lead on to further inspiration.",Neutral,AI assistance with writing and editing,AI for creative tasks and idea generation,,,,,,
4da2abc0-a9ae-4dba-b5f1-03d0391113d9,"For me, AI saves time and makes things a lot easier for me...especially at work. I use it for analysis, automation, etc.",Neutral,AI in workplace tools and workflows,Increased productivity and efficiency,Time savings on routine and admin tasks,,,,,
e19e1a58-d0c2-43e4-a3c6-51a19b54ba00,"For me, the most noticeable change has been how AI has quietly woven itself into everyday tasks. Over the past year, I’ve relied on it more for things like quickly summarizing long documents, drafting emails or reports faster, and even helping me make decisions whether that’s comparing options for purchases or planning schedules.

",Positive,AI assistance with writing and editing,AI for decision-making and comparisons,"AI for planning, scheduling, and organization",General normalization and ubiquity of AI,Time savings on routine and admin tasks,,,
bca77f2e-7349-459a-9103-0f8263339465,For research purposes and to get an instant response ,Neutral,AI for research and learning support,Faster access to information and answers,,,,,,
d5964dc2-f788-4177-9d89-0df7f18c505d,For work it has really helped with my planning and meant I have been able to focus on the important aspects of my job. ,Positive,"AI for planning, scheduling, and organization",Increased productivity and efficiency,,,,,,
b1ffe562-75c1-4468-acf8-98635385b870,"For work its mainly been around research and analytics - I work in product development so its been a great help to study and summarise data, both officially provided through work and researching via the internet.

Personally at home I use it for research and my hobbies.  It's started to replace traditional searches and it's easier to ask follow up questions and find out what I want to know.",Positive,AI for research and learning support,AI in workplace tools and workflows,AI-generated summaries in search engines,,,,,
cc055aca-2476-488e-9f03-ba4df79249f7,"Frustrated by having to communicate with AI which then transfers you to a person after filling in stuff, then asked to tell the person exactly what you told AI.  Seldom does AI help when you have a complaint which needs sorting.",Neutral,AI chatbots replacing human customer service,Frustration with AI replacing humans,,,,,,
364075be-b45c-40ab-b746-647a721ff494,Frustration at chatbots,Neutral,Frustration with AI replacing humans,,,,,,,
57949f0c-7478-4a06-be44-6fe2541e0fca,Getting advice on general subjects,Neutral,AI for research and learning support,Faster access to information and answers,,,,,,
c86ea89e-ce6d-46ae-8caf-7ef304f7f182,Getting quick advice and answers on baby care in the middle of the night. ,Positive,"AI for health, fitness, and wellbeing advice",Faster access to information and answers,,,,,,
1a16c2f5-e117-45aa-8102-0ea9181b66c8,Getting quick information when needed.,Positive,Faster access to information and answers,,,,,,,
