Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7
6f7d5a64-5603-42a2-8bd7-ccefb734f4b8,Provide concrete assurances that very important decisions/actions are explained to the user before action is taken.,Neutral,"Clear explanation of AI logic, sources, and recommendations",Consent and approval before AI takes action,Safeguards and fail-safes for sensitive actions,,,,
7ccb91fb-04ef-451b-9d67-ed3bc040b79c,Put in strong and genuinely trustable privacy measures.,Positive,"Data privacy, security, and protection",,,,,,
447740d9-34fe-4419-864f-de47566fc930,Reinforce the lack of access they will have to my data. Prove that everything will always stay Local.,Neutral,"Data privacy, security, and protection",,,,,,
6e9eb3c4-ae28-4315-8ce6-2932c5fe7343,"Show the decision making process, and be open and transparent about how it comes to a decision ",Neutral,Transparency in AI decision-making and operations,,,,,,
c74c7c04-e65e-4ec6-a6d9-e0a5e129c032,They should be open and transparent about their sources of information.,Negative,"Clear explanation of AI logic, sources, and recommendations",Transparency in AI decision-making and operations,,,,,
8b7661f9-13b6-4e31-815b-60d2ed9d3070,To check with me every time before making a decision. I want ultimate control over a yes or no decision ,Neutral,Consent and approval before AI takes action,User control over AI actions and decisions,,,,,
2b592327-c933-4d5b-b9d4-25e48f27b403,Transparency and accountability in the decision making process with a clear audit trail,Positive,Accountability for errors and harm caused by AI,"Clear explanation of AI logic, sources, and recommendations",Transparency in AI decision-making and operations,,,,
8c4f1dc2-739a-4838-b434-23bd87a33b10,"Transparency, implementation of stringent regulations and policies that are audited and renewed on a regular basis and to admit liability when things do go wrong...",Neutral,Accountability for errors and harm caused by AI,"Regulation, external audits, and compliance",Transparency in AI decision-making and operations,,,,
f76328e7-28e3-448c-9f86-6966dc954ccd,Trust could be gained over a period of time where it's actions and recommendations are observed and recorded,Neutral,"Building trust through consistent, reliable performance",Time and experience to build user trust,,,,,
31e0a5a0-5d62-4ef2-9805-81fbf003f132,"complete clarity in decision making process, and the ability to intervene at any point",Positive,Transparency in AI decision-making and operations,User control over AI actions and decisions,,,,,
76ac20ae-73f4-4d35-92a4-7cc9e1df8704,confidentiality. users would feel more safe and secure if they know their data are kept confidential ,Neutral,Respect for user privacy and confidentiality,,,,,,
f6ae4d8e-3578-4cdc-9204-633939dfdb79,double check the info i provide before making a decision,Neutral,"Clear explanation of AI logic, sources, and recommendations",,,,,,
c0f3da14-914b-4182-8737-33437c4ae7ac,ensure that their input is correct ,Neutral,"Clear explanation of AI logic, sources, and recommendations",,,,,,
f39a50eb-0362-46f2-a1dc-3ff0a7896336,provide guarantees to taken responsibility for all outcomes,Neutral,Accountability for errors and harm caused by AI,,,,,,
c7845487-ed5d-46d8-85ad-e14eba49317a,set certain rules that prove time and time again that it is trustworthy and that if it did go wrong there would be contingencies in place to protect after the fall out,Neutral,"Building trust through consistent, reliable performance",Safeguards and fail-safes for sensitive actions,,,,,
9c4fae25-2983-49af-bba2-ff8cd5a734d4,very clear systems and procedures for when things go wrong,Positive,Accountability for errors and harm caused by AI,,,,,,
571f6d7d-f9f3-4df5-adc4-3dbc4cbfb2d7,"Allow me to decide what actions it takes, and to always ask my permission when providing a suggestion. They also should have an ability to show me the reasoning and logic behind the recommendation.",Neutral,"Clear explanation of AI logic, sources, and recommendations",Consent and approval before AI takes action,User control over AI actions and decisions,,,,
63a21a1c-8b9f-41cf-9cd4-109054962867,"Allowing me to see what information it holds about me, giving me confidence that this information is safe & if it is used to improve models, that this data is anonymised. Also that I can change or edit information it holds about me & that it’s 1000% reliable with up to date information ",Positive,"Ability to view, edit, and delete personal data","Building trust through consistent, reliable performance","Disclosure of data collection, storage, and sharing practices",,,,
434a778f-bcdd-4ef2-a6e4-0312d04c1073,Always ask permission before collecting any data about me.,Negative,Consent and approval before AI takes action,"Data privacy, security, and protection",,,,,
d0a7029b-9a09-4980-ac91-36a8333a2916,Ask for feedback on things and then that way any Information can be more true,Neutral,User feedback mechanisms and responsiveness,,,,,,
aec197ef-7ead-4c39-aa2a-7a3293b34305,Ask permission before undertaking tasks. Having a rigid data sharing policy which they stick to with no leaks / hacks or otherwise ,Neutral,Consent and approval before AI takes action,"Data privacy, security, and protection",Safeguards and fail-safes for sensitive actions,,,,
0118f9c0-9d58-48dd-8210-7e91612e34bb,Be 100% transparent with my personal data,Neutral,"Data privacy, security, and protection",Transparency in AI decision-making and operations,,,,,
33e69bf4-ca31-4262-983b-950122299941,Be aware and honest about mistakes,Neutral,Accountability for errors and harm caused by AI,Transparency about AI limitations and risks,,,,,
03318d5c-a8f9-46f7-ba2e-dbf4b9fed545,Be completely open with how it uses your data ,Neutral,"Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",,,,,
d6ad1b5d-ebac-4f2b-a36a-b39bf8b652ba,Be integrated with academic publication and IP-sharing conventions (e.g. open-source scrutiny) and regulatory oversight.,Neutral,Open-source or third-party review of AI systems,"Regulation, external audits, and compliance",,,,,
d2b7fc0c-6344-40c8-bc6d-3296e99cbb26,Be open about data collection so we know what is being collected and how it can be deleted ,Neutral,"Ability to view, edit, and delete personal data","Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",,,,
a180c445-8d92-47a1-9e6f-1b394520de1d,Be open and transparent with how all the information is used,Neutral,"Disclosure of data collection, storage, and sharing practices",Transparency in AI decision-making and operations,,,,,
677cda7e-7270-4557-80e4-17037d281c94,"Be open, clear, transparent - 100%",Positive,Transparency in AI decision-making and operations,,,,,,
76a7898c-0c60-4602-a61b-aa2dbe4c9898,Be transparent about how data is collected and used,Neutral,"Disclosure of data collection, storage, and sharing practices",Transparency in AI decision-making and operations,,,,,
01431f14-3d26-48c4-a213-e2b13ee31e4d,Be transparent about how data is used and stored,Neutral,"Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",,,,,
b2121f66-6916-496b-9747-62071a61ed40,Be transparent about problems that have occurred and show proof they have been rectified,Neutral,Accountability for errors and harm caused by AI,Transparency in AI decision-making and operations,,,,,
4d76c821-bc5e-446d-9cdf-2782a5fea236,Be transparent so I know exactly how my data is used,Neutral,"Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",Transparency in AI decision-making and operations,,,,
631310cc-73a2-4de4-9360-bcf91d89fc8d,Be transparent with information ,Neutral,Transparency in AI decision-making and operations,,,,,,
16d14218-9c4a-43bd-a541-12831bd73847,"Be transparent- allow data checking/deletion, have very high safeguarding, protection of personal information and sufficient resources to investigate complaints and take meaningful actions",Neutral,"Ability to view, edit, and delete personal data","Data privacy, security, and protection",Safeguards and fail-safes for sensitive actions,Transparency in AI decision-making and operations,,,
48b6c6bc-2b00-4d39-982b-df49e1da8eb1,"Before it makes a recommendation or gives advice, it should show how it reached that decision, something like ""based on the following information you have provided...my recommendation is that..."" I would then be able to confirm that it is basing its recommendation on corect inputs.",Neutral,"Clear explanation of AI logic, sources, and recommendations",,,,,,
a9bd048c-0c2a-4847-9de4-ef991bb4ae11,Being able to communicate with a human when necessary and immediately if we are concerned about any decisions put forward ,Positive,Human oversight and support availability,,,,,,
96e96edd-3923-4616-a2ef-9a02e6bfb4dc,"Being public about data use, having clear options for you to control the data, and for stating its limitations and margin for error at the start of every interaction",Neutral,"Disclosure of data collection, storage, and sharing practices",Option to opt out or restrict data use,Transparency about AI limitations and risks,Transparency in AI decision-making and operations,User control over AI actions and decisions,,
99bab79c-70ca-4cb9-92a4-50d2a782d318,Being transparent about exactly what it's capable of and allowing me to make decisions about what I'm comfortable for it to do (eg switching off the ability to make appointments or spend money without consent).,Positive,Consent and approval before AI takes action,Transparency in AI decision-making and operations,User control over AI actions and decisions,,,,
bcc9b95f-cf6b-4396-83e5-8a8e4ae8e255,"Being transparent about the data it holds, not misusing that data   and giving me full control over the data stored.",Positive,"Data privacy, security, and protection",Transparency in AI decision-making and operations,User control over AI actions and decisions,,,,
b8295d1a-8317-4ebf-8a75-f6fea80dbbbe,Being transparent and allowing the user to see the decision making process,Positive,"Clear explanation of AI logic, sources, and recommendations",Transparency in AI decision-making and operations,,,,,
9237d964-18a0-4f28-9993-200b3a5d96b6,"Being transparent, honest, and private with people's data.",Positive,"Data privacy, security, and protection",Respect for user privacy and confidentiality,Transparency in AI decision-making and operations,,,,
4253e247-ed53-4a4c-b596-3c1ce1ee4843,"By being able to see where your data goes and how its used, being fully transparent.",Neutral,"Disclosure of data collection, storage, and sharing practices",Transparency in AI decision-making and operations,,,,,
9de2660d-68b2-47ff-aab8-849668884fe9,Check with me before action,Neutral,Consent and approval before AI takes action,,,,,,
d36d8b9c-ade7-4ff2-9aa5-063306e12fac,Check with me before doing anything important ,Neutral,Consent and approval before AI takes action,,,,,,
c2a1ef97-5b92-4293-995e-b90ad67acfda,Complete transparency - the ability to check my personal data and the sources from which AI draws for making decisions or giving advice.,Positive,"Ability to view, edit, and delete personal data","Clear explanation of AI logic, sources, and recommendations",Transparency about AI limitations and risks,Transparency in AI decision-making and operations,,,
29f99bce-79fa-4fce-945f-0bcca2f3ec09,Demonstrate extremely robust data security and privacy,Positive,"Data privacy, security, and protection",,,,,,
b6a89eb3-bf2d-47f2-ad2f-a413b57ec8ba,"Earn my trust, give thoughtful replies that I believe in",Positive,"Building trust through consistent, reliable performance",,,,,,
2a14b83f-4ec0-4162-8ed9-244221f3abb5,Ensure complete transparency of decision-making processes,Neutral,Transparency in AI decision-making and operations,,,,,,
007df845-4b50-4926-83ee-ca797f53d1ea,Ensure that data is stored securely and their systems are excellent so the information cannot be hacked ,Neutral,"Data privacy, security, and protection",,,,,,
551abb19-4a90-499d-b642-ed930aa7ce8e,"Ensure that our data is anonymised, encrypted (and any other form of data protection available) and ensure that we know this before we begin. Also, having the ability to delete our data.",Neutral,"Ability to view, edit, and delete personal data","Data privacy, security, and protection",,,,,
6fc5e382-72d1-476e-babf-1c5a18217dc2,"Ensure their are clear privacy and security guidelines, as well as  a regulatory board overseeing their decisions. 

",Neutral,"Data privacy, security, and protection","Regulation, external audits, and compliance",,,,,
0d76c522-80e4-4153-a3ab-a817b97efd46,Ensuring that my data is kept safe and secure,Neutral,"Data privacy, security, and protection",,,,,,
8f8f91cb-5890-4c4c-9af0-6b59c54a3e8e,Full transparency on data storage and decision making process ,Positive,"Disclosure of data collection, storage, and sharing practices",Transparency in AI decision-making and operations,,,,,
6dfac543-8191-40b0-a7e3-705dd82e89f7,"Give full transparency on the information held by me with the ability to delete it without any difficulty. Also, being able to reference all it's source on how it's made a decision.",Neutral,"Ability to view, edit, and delete personal data","Clear explanation of AI logic, sources, and recommendations",Transparency in AI decision-making and operations,,,,
cfd735dd-bde5-4fef-acff-f219a5da29c5,Giving us control over the data it has access to and what it is allowed to do with that data,Neutral,"Data privacy, security, and protection",Option to opt out or restrict data use,User control over AI actions and decisions,,,,
5ad8908d-1460-4c1f-841d-9af4dd0584e4,Guarantee secure personal data storage and be sure it could not malfunction and go above the limits you have set for it - booking appointments or making purchases without asking you first.,Neutral,Consent and approval before AI takes action,"Data privacy, security, and protection",Limiting AI autonomy and setting boundaries,User control over AI actions and decisions,,,
1640f494-dc3a-40ee-8ec9-4ab2ba560beb,Have a clear personal data control policy.,Neutral,"Ability to view, edit, and delete personal data","Disclosure of data collection, storage, and sharing practices",,,,,
97f65b62-0bb6-4c5f-b38f-040a0fcd29a0,Have access to up to date information ,Positive,"Building trust through consistent, reliable performance",,,,,,
aa710f5b-eafc-41b6-aa36-9bf86de484e8,Have complete transparency with advice and decision making,Positive,Transparency in AI decision-making and operations,,,,,,
d5964dc2-f788-4177-9d89-0df7f18c505d,Have full transparency about what data the AI can store and how straightforward it is to stop sharing said data.,Neutral,"Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",,,,,
fed36cfb-e947-4331-a5a5-2422ed9884e9,Have reliable proof that it will never make decisions that have not been authorised by the user before.,Neutral,Consent and approval before AI takes action,User control over AI actions and decisions,,,,,
18364110-4d5d-4d00-8896-1dd787689b95,Have some sort of guarantee that you would be covered for any loss incurred ,Neutral,Accountability for errors and harm caused by AI,Compensation or guarantees for mistakes or losses,,,,,
b8bec702-9f96-49d5-b664-83e8fbffeb46,I need to know the actions it may take so I can confirm or deny them.,Neutral,Consent and approval before AI takes action,User control over AI actions and decisions,,,,,
c65d3863-585f-4132-bd35-f3ddfdbafbbf,It could describe the safety procedures it has in place to assure you are protected from risky decisions at all times.,Positive,Safeguards and fail-safes for sensitive actions,,,,,,
1e4647a9-96f7-4460-9012-133fbede2e5d,Keeping mine and my families data completely safe.,Positive,"Data privacy, security, and protection",,,,,,
c2b62f80-41eb-49da-846f-9d9aaeb05b3c,Keeping my data safe and ensuring it is not leakef,Neutral,"Data privacy, security, and protection",,,,,,
00e49964-9d9f-40eb-b450-87e5e60a2d16,Let me decide what data I wanted to have shared and what should not be shared.,Neutral,"Data privacy, security, and protection",Option to opt out or restrict data use,User control over AI actions and decisions,,,,
e3b5d439-a557-4f2c-9967-7b024652f6d7,"Letting me have full control over what information it has access to, always showing me the source of it’s information ",Positive,"Clear explanation of AI logic, sources, and recommendations","Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",User control over AI actions and decisions,,,
338a1cca-8618-4e94-82f5-7a35a6445ddd,Make sure I can access the data that it has stored about me,Neutral,"Ability to view, edit, and delete personal data",,,,,,
d896de2c-c5d7-4215-9aa8-1856223aaeb0,Make sure it uses trusted sites and make sure the information is verified as true,Neutral,"Clear explanation of AI logic, sources, and recommendations",,,,,,
c57cea91-77bf-4796-963c-a41fdae23a61,Make sure the data collected is as secure as possible and allow a human over ride option. I think every major decision should be checked by a human before the AI can go ahead. ,Neutral,"Data privacy, security, and protection",Human oversight and support availability,Safeguards and fail-safes for sensitive actions,,,,
c31facf3-a4f4-4599-ab0f-f9372ee8a2d9,Make the settings for privacy very clear and easy to access and hold itself accountable every single time without quibble for any major mistakes - and put them right.,Neutral,Accountability for errors and harm caused by AI,Customizable settings and user preferences,"Data privacy, security, and protection",,,,
35086448-5723-4b6a-bb1a-cfa3cb1fa119,Make things personal to me. Show me that it has noted and understood what information I have chosen to disclose and be able to use it accurately. ,Neutral,Personalization and understanding user needs,,,,,,
b788018c-8e9b-4478-9dc2-f91939a766c3,Making sure our information is not leaked to third parties,Neutral,"Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",,,,,
444ef59e-cd31-4044-881c-38a277757951,Making sure that Data Privacy and security is always tightened,Neutral,"Data privacy, security, and protection",,,,,,
4f6fd0e8-6120-4708-b7b7-5127032c0ffc,Making sure that it doesn’t do anything without your say and that you can change your mind whenever. Also making sure that if you want to see data or what you’ve said previously you can and can delete it easily. Also making sure data is safe ,Neutral,"Ability to view, edit, and delete personal data","Data privacy, security, and protection",Limiting AI autonomy and setting boundaries,User control over AI actions and decisions,,,
04695d7c-20dd-457e-81e9-0924ce7e893c,"Not share the data with other companies without asking me, and then give me access to that data whenever I ask ",Neutral,"Ability to view, edit, and delete personal data","Data privacy, security, and protection",,,,,
caf6cee1-1da8-43c1-8902-04ad036e98b9,Offer liability assurances that it would make full amends for any harm it caused.,Neutral,Accountability for errors and harm caused by AI,Compensation or guarantees for mistakes or losses,,,,,
e90022de-4e3b-489f-9ab8-5a6432e5fffb,Offer transparency as to how decisions are reached and what information the system as access to,Neutral,"Clear explanation of AI logic, sources, and recommendations",Transparency in AI decision-making and operations,,,,,
33584823-867c-45a2-829a-72e11fef2110,Only making decisions based on information I have agreed on.,Neutral,Consent and approval before AI takes action,User control over AI actions and decisions,,,,,
49f71083-cc58-4bca-828b-1104a25ea2b1,"Openly share how it works, how decisions are made and the decisions it can make. Ensure there is human support at all times incase things go wrong",Neutral,"Clear explanation of AI logic, sources, and recommendations",Human oversight and support availability,Transparency in AI decision-making and operations,,,,
4e55060c-4eb7-4cdb-96bb-67615cbb1f40,Prove that all data shared with them is used appropriately and accurately ,Positive,"Data privacy, security, and protection",,,,,,
a21074a5-414a-4297-ba08-7dcc15dbbceb,Provide detailed information about what data is stored,Neutral,"Disclosure of data collection, storage, and sharing practices",,,,,,
bde7737d-f83d-40b4-a01a-60a45e9ef09e,Provide explanations on how our data will be kept confidential and safe ,Neutral,"Data privacy, security, and protection",Respect for user privacy and confidentiality,,,,,
0547b435-d38c-4be7-b749-78e60391e2ec,Provide openness regarding how personal data is stored.,Neutral,"Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",,,,,
d83e9273-1235-41ec-982c-8d079c85eddf,Provide some kind of guarantee if things went wrong,Neutral,Compensation or guarantees for mistakes or losses,,,,,,
5ef9af7b-1684-41e3-b7b0-b73a20da6baf,"Provide summaries of information that does not harm myself or my family in anyway. If I had a concern about my health, I would not want it to take control of my appointments or diagnose me, but instead summarise what it could be so I can then take further action independently",Neutral,"Non-intrusive, supportive, and helpful AI behavior",Safeguards and fail-safes for sensitive actions,,,,,
3e0a401b-be28-402b-be62-15b5ee2e2fdb,Reassure me that it is always acting in my family’s best interest and allowing me some controls over the initial parameters ,Positive,Customizable settings and user preferences,Personalization and understanding user needs,User control over AI actions and decisions,,,,
6167ffab-114e-4424-b8fc-79fbb65232e2,Regular content checks from the developers ,Neutral,Human oversight and support availability,,,,,,
bbd14998-1ccf-40f0-ab1c-6822bf969301,Remain unbiased and protect my data ,Positive,Bias prevention and fairness in AI outputs,"Data privacy, security, and protection",,,,,
d81d3dcd-0834-4d58-85aa-84095e53fef1,Sharing the parameters under which decisions are made so I understand the extent of its parameters,Neutral,"Clear explanation of AI logic, sources, and recommendations",,,,,,
334e7e08-d035-4b9a-81aa-46f49a7f0a70,Show everything step why it comes to a particular decision. ,Neutral,"Clear explanation of AI logic, sources, and recommendations",,,,,,
a0917ff9-088d-487e-8b53-ee07f70d1042,Show that my data is secure and won’t be leaked or shared ,Positive,"Data privacy, security, and protection",,,,,,
6fb1cfb0-2701-4f29-adc2-0573895d23aa,Show the decision making based on data,Neutral,Transparency in AI decision-making and operations,,,,,,
b14805b9-e107-4665-9759-bcdbad8c4d3c,"Show the decision tree for each outcome, allow editing for greater accuracy",Neutral,"Clear explanation of AI logic, sources, and recommendations",User control over AI actions and decisions,,,,,
38b32d2e-a82b-4ba3-8d4b-06a702386b5f,"Show what personal data they have on you and let you delete it.

Always let the person have final say before ideas are implemented.",Neutral,"Ability to view, edit, and delete personal data",Consent and approval before AI takes action,,,,,
a35239a4-8b12-4866-8a17-5dba2e965239,Simply continue to carry out activities that help without any fuss or bother. ,Positive,"Non-intrusive, supportive, and helpful AI behavior",,,,,,
2313dd9c-d696-4a60-9730-5c5fd8ea15cc,That i know 100% that my data is safe and all financial and sensitive information is safe at all times. ,Positive,"Data privacy, security, and protection",Respect for user privacy and confidentiality,,,,,
49148d50-5877-416e-8afb-bbbc962ab69f,That the outcomes are always reliable,Positive,"Building trust through consistent, reliable performance",,,,,,
7895a53c-c38c-45aa-86c3-7dcb38632202,They could be transparent and share where they’re getting their data from ,Neutral,"Disclosure of data collection, storage, and sharing practices",Transparency in AI decision-making and operations,,,,,
2a9086e1-50a3-4821-b426-cb2ebf7d828e,They should follow government guidelines and be ready to accept punishment for data leaks and pay fines for mistakes that could have been prevented by them ,Negative,Accountability for errors and harm caused by AI,Compensation or guarantees for mistakes or losses,"Regulation, external audits, and compliance",,,,
9d44b1d3-2602-459c-8121-7800b70a6084,"To be transparent about how it works and how it uses my family’s information. Knowing that my data is secure, private, and not being shared without consent would give me much more confidence.",Neutral,"Data privacy, security, and protection","Disclosure of data collection, storage, and sharing practices",Respect for user privacy and confidentiality,Transparency in AI decision-making and operations,,,
039e87c5-f59f-400c-bad5-c6a70acd3318,To proof it is trustworthy an don't do anything without my acknowledgement ,Neutral,Consent and approval before AI takes action,User control over AI actions and decisions,,,,,
281337de-d3a4-4665-ad32-c443e844cf12,To remind of my hospital appointment and also my work rota. Alert when something is wrong ,Neutral,Other,,,,,,
76e06f8e-b9fc-4682-887a-ce2f4b02ece5,Total transparency and prompting before every important action. and a data retention schedule and details,Neutral,"Ability to view, edit, and delete personal data","Disclosure of data collection, storage, and sharing practices",Safeguards and fail-safes for sensitive actions,Transparency in AI decision-making and operations,,,
e7e590ff-2b00-4484-9a25-024e2c27812a,"Transparency over how the model is trained and updated, and to keep that information flowing throughout the model's lifespan and beyond, should that be necessary. ",Neutral,Transparency about AI limitations and risks,Transparency in AI decision-making and operations,,,,,
4ea0ebb5-8de9-4ff9-a42d-a75b4a8179b6,Transparent about data collection amd sharing,Neutral,"Disclosure of data collection, storage, and sharing practices",,,,,,
847af80e-e8cf-4fc3-9083-220e9d5c705c,assure that my data is secure,Neutral,"Data privacy, security, and protection",,,,,,
