Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6
df251939-9b17-4e0c-b032-cb9fc993fce6,If it misses something that would be obvious to a human expert but it is somehow blind to it as it has misinterpreted ambiguous text input to it.,Neutral,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
cfeb5c2a-2aad-4094-9905-c5c31385c3e2,"Information breaches - the amount of information given to AI, and the way data breaches happen with normal technology, makes me extremely wary ",Negative,Data privacy breaches and information leaks,"Security risks, hacking, and fraud",,,,
3365efb7-0cfe-4242-8964-44bfecbe259d,"It makes an error that compromises our safety, security or finances",Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,"Security risks, hacking, and fraud",,,
01431f14-3d26-48c4-a213-e2b13ee31e4d,It making dangerous mistakes that can harm people ,Negative,AI making harmful or wrong decisions,,,,,
551abb19-4a90-499d-b642-ed930aa7ce8e,"It making detrimental mistakes. Such as calling the wrong services, raising the alarm on something that is not necessary. ",Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
8126f0a7-9fc6-432c-a698-534c40002650,"It making mistakes, I have then to correct.",Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
18238d6a-809b-49c0-9fe2-d2e1a7f98ea4,Making decisions based purely on data leading to mistakes.,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
1ceccd6c-d47c-4476-9a3e-dffeb79450c2,Making the wrong mistake even by a mistake,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
566ab0d5-82b7-4d5a-ae75-2690f5943605,My single biggest risk or fear about ai assistant making decisions for my family would be not consulting me within the decisions made as I would need to check the details before approving. ,Neutral,Decisions made without consent or approval,Lack of transparency or explainability in decisions,,,,
0a4fe6aa-c365-43e3-bb20-b1e619eb7bb0,That is convinces itself it's right and goes ahead with something wrong and manipulates me in to believing something wrong,Negative,AI making harmful or wrong decisions,Lack of transparency or explainability in decisions,,,,
ac0451b5-725f-461d-ab0d-1b9443e49685,That it chooses the wrong option and I am unable to make informed decisions for my children,Negative,AI making decisions for children or vulnerable members,AI making harmful or wrong decisions,,,,
950d559a-8339-4763-8160-429bca751e91,That it makes the wrong decision and serious consequences such as financial or health ones occur and these arising because it doesn't (or can't) know enough about us to make safe decisions.,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,AI misunderstanding family needs or context,Financial loss or unauthorized spending,Incorrect medical advice or health risks,
c57cea91-77bf-4796-963c-a41fdae23a61,That it makes the wrong decision. My worry is it doesnt take human intuition into account. Sometimes if something doesnt feel right it is best to look into it more before making a decision.,Negative,AI making harmful or wrong decisions,"Lack of human judgment, empathy, or nuance",,,,
b2121f66-6916-496b-9747-62071a61ed40,That it will lead to financial difficulties or cause emotional disruption,Negative,Emotional or relational harm to family,Financial loss or unauthorized spending,,,,
316c58d7-603f-4c48-8ba6-c1a5f2b05c09,That it will make a big mistake ,Negative,AI making harmful or wrong decisions,,,,,
0e1319bb-1023-4d9b-a26c-f20a0aa9bbe7,That it would make a major mistake which I would have not done doing. my own research ,Neutral,AI making harmful or wrong decisions,,,,,
ff46e684-f1e5-463c-9b9f-3db607f0bbc0,"That it would make the wrong decisions as it is not a human being with normal thoughts, understanding and feelings, and would cause harm.",Negative,AI making harmful or wrong decisions,"Lack of human judgment, empathy, or nuance",,,,
7868fb27-16f2-418a-985d-2cc9a147995f,That it’s making the wrong decisions  leading to a fatal or financially devastating event ,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Irreversible or hard-to-correct mistakes,,,
afb4e7a5-f02c-45ad-934d-7b6731df138c,That they make a catastrophic mistake.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
08c3bd9d-7728-4e8d-83f3-ff85357a56a2,The biggest fear is a catastrophic error of some description that leads to harm to me or my loved ones.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
8d225327-1b3b-4ee8-be65-e0d15aa5779b,"The chance of it making a serious error. When it comes to decisions regarding family members, I feel there should be a significant human input",Neutral,AI making harmful or wrong decisions,"Lack of human judgment, empathy, or nuance",,,,
bbc4f8cc-e62c-4b1a-b68b-306b0cd11660,it might just get it wrong which could lead major problems,Negative,AI making harmful or wrong decisions,,,,,
aa8eaad5-6651-4261-8349-6d78d8a4fd98,that an error would be made and cause harm. my fear is that humans are getting lazy and complacent with doing tasks themselves and are becoming too reliant on technology. we used to be more independent .,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,"Over-reliance on AI, loss of human skills",,,
aac89ae7-f518-4e04-92c7-1db2c6286df0,"while asking questions responded to by chatbot I have noticed errors, I would be afraid of these errors being repeated in areas that are more important or sensitive",Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
00aff309-2e74-4a33-a772-dce06acb4b2d,AI making the wrong decision and doing something that harms me or my family.,Negative,AI making harmful or wrong decisions,,,,,
179eef7e-0f6a-4ad2-976d-2b9d086ad141,"As it currently stands, AI can be unreliable and get things wrong. The possible fallout of it's errors are the biggest risk right now.",Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
aac56b17-78f7-4764-8f23-8d4ccde24435,Bias and human error in programming,Negative,Bias or unfairness in AI decision-making,,,,,
daa1106d-275e-4450-8fb6-e1111d67b344,"Bias, hallucinations, incorrect judgement, not understanding nuance.",Negative,AI making harmful or wrong decisions,Bias or unfairness in AI decision-making,"Lack of human judgment, empathy, or nuance",,,
e5e9f0e4-6efe-4774-95de-55a98a1e03bc,"Doing something I don’t agree with but making a commitment, ie signing a contract. I would want to have final approval on any actual decision making, I would never let the AI action important stuff without me knowing about it first. ",Neutral,AI making legal or contractual commitments,Decisions made without consent or approval,Loss of personal control or autonomy,,,
5d47082d-5f54-4970-acd4-5909eab2f3a4,Errors that could cause complications or a lot of time to fix the issues,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
354a50dc-3cee-4ff5-88c6-c6dbcdbf80ef,Getting it wrong. And making a big error,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
d569067b-01bd-4935-bd39-781c2b3bd4a7,I am fearful that it could undermine or cause harm to the health and wellbeing of my family due to errors.,Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,
ddad346a-6588-41d3-80c9-96eca14d7a76,I feel that I should be able to check that I am happy with any decisions made regarding my family. I would worry that it would make a mistake ,Neutral,AI making harmful or wrong decisions,Loss of personal control or autonomy,,,,
c049179f-c75e-4d78-8ce8-433bd6c0107d,I feel that while it might be fine most of the time when there is an error the chances of it causing a big issue are large.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
5ef9af7b-1684-41e3-b7b0-b73a20da6baf,"I think the biggest risk is the agreement to medical procedures. This is especially important if you’re turning to AI assistants for medical advice. For instance, if you’re searching symptoms and it suggests that you may have something serious but this is actually something more minor, it could agree for you to have a surgical procedure, for examplex when you do not need it. I think medical care has no space for AI and should remain a matter of conversation with a doctor and the patient.",Neutral,AI making legal or contractual commitments,Incorrect medical advice or health risks,,,,
cecaa37b-7b75-493f-b73d-7e976eda579c,I'm scared AI assistant can make major mistakes like approving wrong decisions or spending more money than needed.,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Irreversible or hard-to-correct mistakes,,,
35a2aca7-f229-4d7b-9209-3d3438b0ca0f,"If it can make financial or medical decisions autonomously, that poses a massive risk in my opinion.",Negative,AI making harmful or wrong decisions,Decisions made without consent or approval,Financial loss or unauthorized spending,Incorrect medical advice or health risks,Loss of personal control or autonomy,
c44c747d-091b-489c-8fa8-59faa2ce5e95,"If it does make a mistake,what would be the outcome!",Neutral,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
29cbcc33-2256-4a5d-8356-1e9c3c6c986d,"If the decision is a bad one, how much effort to rectify the issue.",Neutral,Irreversible or hard-to-correct mistakes,,,,,
953d4985-3056-421a-9539-ac3ac99d136f,Is it well equipped to provide the correct solution?,Neutral,AI making harmful or wrong decisions,,,,,
b1e5a022-c728-438b-b159-04e30c1c18a7,It could all go wrong. And leak data,Neutral,AI making harmful or wrong decisions,Data privacy breaches and information leaks,,,,
905f8e8d-f8e2-4edb-8ad3-3bdf581d7956,It could be the next big target for hackers with serious consequences ,Negative,"Security risks, hacking, and fraud",,,,,
12710d38-c893-4613-b79f-ebdcce71a9b0,It could compromise the safety of other family members. ,Neutral,AI making decisions for children or vulnerable members,AI making harmful or wrong decisions,,,,
8c516369-4b3a-4943-9083-327e95bb01a5,It could make a big mistake about our health or be prone to using our data in a sinister manor.,Negative,AI making harmful or wrong decisions,Data privacy breaches and information leaks,Incorrect medical advice or health risks,,,
6fc5e382-72d1-476e-babf-1c5a18217dc2,"It could make an irreversible mistake by doing something without asking for our permission. 

",Negative,AI making harmful or wrong decisions,Decisions made without consent or approval,Irreversible or hard-to-correct mistakes,,,
027f8298-8211-4981-acd5-22d36182ad19,It could make the wrong decision for us ,Negative,AI making harmful or wrong decisions,,,,,
362ef6c3-43e5-4919-89d8-a419db2425d0,It could potentially put my family at harm,Negative,AI making harmful or wrong decisions,,,,,
d5919fe7-2676-4a7a-8656-bb7ac579b430,It doing something wrong and causing some form of harm to my family. ,Negative,AI making harmful or wrong decisions,,,,,
b05e178b-6b74-4958-9729-2652b7fcb4a9,It getting something crucial incorrect and it having a bad impact on my children's health or wellbeing,Negative,AI making decisions for children or vulnerable members,AI making harmful or wrong decisions,Emotional or relational harm to family,Incorrect medical advice or health risks,,
26635b20-2d2e-4af1-b9f2-1fc862d78c86,It getting things very wrong and putting my family at risk ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
095dbca4-e008-429e-ae65-9d63dd4e7811,It is only good if it receives correct information and humans make mistakes so it might give the wrong decision ,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
c4010551-4c3d-41b0-98d6-9c6bb772844a,It made he wrong decision. You have asked several questions about what if the AI makes a mistake. I don't want a machine making decisions for me unless it is infalible.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
29939d7d-d707-40f7-abf6-9a5b6c6591b4,It makes a decision that I disagree with like starting a treatment or a therapy ,Neutral,AI making harmful or wrong decisions,Decisions made without consent or approval,Incorrect medical advice or health risks,,,
f701296f-3b91-4e92-91b5-92d083d1a4ac,It makes a mistake and leaves a family member more ill than before by purchasing a medication that isn't right or contraindicated with existing medication. ,Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,
f0bad217-cd31-44b4-b1e1-82ed749317fa,It makes an error in information or judgement.,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
b54b0e1e-56d3-472d-9c0b-e5bc5397b1e7,It makes decisions where it may not know everything like if a child got a new allergy but then it recommends something which triggers the allergy and we forget to check. This could be serious. Also to make sure we know which is the company behind the AI and they do not have any hidden agendas with the data. ,Neutral,AI acting in interests of third parties or companies,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,Data privacy breaches and information leaks,Unwanted sharing of sensitive health data,
4e55060c-4eb7-4cdb-96bb-67615cbb1f40,It making a significant mistake in the info it receives or gives which ends up having major repercussions ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
e50f83a9-1a63-4123-abd7-4ff75c3e6b7e,It making incorrect decisions or giving incorrect advice that either affects mine or my families health or costing me money,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,
e9503ff8-868d-4372-8802-7e5bbbcfce26,It making mistake that can lead to loss of life and are irreversible ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
95d5c6c3-da61-4560-882d-213168032cc1,It making wrong assumptions,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
2e346114-94da-4f55-a2f0-9d25d6a8892f,It might make a mistake which could lead to serious isssues.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
162db239-cc04-41a0-96cd-8dc517c74f90,"Lack of accuracy, leading it to cause harm",Negative,AI making harmful or wrong decisions,,,,,
0d6909b5-c2c3-4a6f-a370-920e8e53c72d,Leading to bad consequences that I have to deal with after,Negative,AI making harmful or wrong decisions,,,,,
88db579c-73bf-4dc3-8180-2cda624cbd7d,Losing control of my life and decision making to such an extent that some kind of serious damage or emergency will occur. I feel more secure that there is some kind of final human intervention. I do not feel I have absolute trust in technology as yet.,Neutral,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,Loss of personal control or autonomy,Loss of trust in technology,,
792ce058-6ef9-410a-bc26-02300654c7b2,Making a fundamental error which could have serious financial consequences.,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,
12adf03a-cebe-4485-a95b-7f962271deac,Making a mistake that could lose me money.,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,
485a8639-5b5a-4eed-8a9a-51f82dff7282,Making a mistake that will be catastrophic due to a technical error or someone exploiting it's loophole. It's only a technology and all technologies have loopholes ,Negative,AI being manipulated or exploited by others,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,"Security risks, hacking, and fraud",,
93b93df5-8fce-4d07-a6f3-24545aa0406d,Making an unauthorized decision unless it is in a great situation where such a decision could save a life. ,Negative,AI making harmful or wrong decisions,Decisions made without consent or approval,,,,
62eac7f4-2a9d-4592-ac73-e66f8f13aa92,Making decisions about my children that could effect them. ,Neutral,AI making decisions for children or vulnerable members,,,,,
3aa389e7-5b10-47d0-999e-b48f2eb73bc3,Making decisions without understanding the consequence is the biggest risk. Those decisions that are irreversible ,Neutral,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
f2434a68-809c-4f41-bf34-d8465dcc15e7,Making major mistakes that can cause stress,Negative,AI making harmful or wrong decisions,Emotional or relational harm to family,,,,
28931a2f-0284-46ea-94af-c811493f534b,Making serious errors that would impact our lives. ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
4da2abc0-a9ae-4dba-b5f1-03d0391113d9,Making significant financial blunder...E.g spending over my limit or purchasing something at the wrong time,Negative,Financial loss or unauthorized spending,,,,,
078129c2-d6d7-4b70-91cb-59d66038ebe3,Making the wrong decisions on behalf of my family,Negative,AI making harmful or wrong decisions,,,,,
4ed0949e-f0b1-4971-843e-ab60bcb3e587,Making wrong decisions that could impact my family ,Negative,AI making harmful or wrong decisions,,,,,
9237d964-18a0-4f28-9993-200b3a5d96b6,"Mistakes are made, which puts my family's wellness in jeopardy.",Negative,AI making harmful or wrong decisions,,,,,
d269ffec-ab5b-4049-9f4d-c00bba040613,Mistakes that cause suffering in my family.,Negative,AI making harmful or wrong decisions,,,,,
bcc9b95f-cf6b-4396-83e5-8a8e4ae8e255,"My biggest fear would be that it does certain things without my knowledge, such as paying for products or signing contracts. This could cause huge issues if it's not what I want.",Negative,AI making legal or contractual commitments,Financial loss or unauthorized spending,Loss of personal control or autonomy,,,
149dd48a-8482-4c02-8d45-7e299d667e29,"My family have not necessarily consented for these decisions to be made about them so this could feel like a breach of trust

",Negative,Decisions made without consent or approval,Emotional or relational harm to family,,,,
b36b183a-42c0-44c7-8765-9af20aeacb94,My fear is the Ai assistant making decisions .,Negative,AI making harmful or wrong decisions,,,,,
acd64d44-d1c5-4db6-9cfa-2fc15cfdf78f,"My single biggest fear is that it would make a grave mistake with a prescription, medicine, or diagnosis that would cause real harm to myself or my family.",Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,
4487a7a6-3ab6-4a85-a8d6-454aeeb7e526,Significant error leading to costly or harmful consequences.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
5abb0ce7-1c0d-475a-ad2c-545fca4e14d4,That I have no control over decisions made. The decision could not be the best thing for my family ,Neutral,AI making harmful or wrong decisions,Loss of personal control or autonomy,,,,
cfb0eb0b-00bd-48b9-9e36-9e800e81c777,That I will misunderstand and that things will go wrong because I’ve made an error in programming…,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
33e4ee00-3584-4ce8-acae-3693b7e9f0ca,That a decision impacts negatively on my family financially,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,
da3681c3-a1c8-482c-ac49-d8923a7be43b,That a serious mistake could be made or it could lead to financial loss,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,
a69b11ad-ea16-412a-90f6-5c88b29b8e9c,"That decisions it makes may be misguided, wrong or hallucinate. And that these decisions could put my family at risk of significant harm",Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
48b6c6bc-2b00-4d39-982b-df49e1da8eb1,That is makes a critical error and there is no immediate access to a human point of contact for intervention/ rectification ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,Loss of personal control or autonomy,,,
5674237a-b4b4-4253-a360-b67b7493eb6b,"That it could make a catastrophic, irreversible decision, and ultimately no one would or could be held accountable.",Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,No accountability for AI errors,,,
571f6d7d-f9f3-4df5-adc4-3dbc4cbfb2d7,"That it could make a decision or take an action that could financially harm me or my family, or even lead to physical harm.",Neutral,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Incorrect medical advice or health risks,Irreversible or hard-to-correct mistakes,,
9f12fe25-aecc-4b9f-bbec-861c5b633265,That it could make a mistake that could be costly.,Neutral,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,
f8c51cc0-8063-4935-ab44-1b99819d7c45,That it could make the wrong decision,Negative,AI making harmful or wrong decisions,,,,,
0d76c522-80e4-4153-a3ab-a817b97efd46,That it could make the wrong decision which could potentially lead to someone being in the wrong place ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
576f76f2-b69b-4f67-bd02-ce4554fedd24,That it could put my family in danger,Negative,AI making harmful or wrong decisions,,,,,
bca77f2e-7349-459a-9103-0f8263339465,That it could serious implications if it is incorrect.,Neutral,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
36e0b852-9448-4de3-be06-d087cc924925,"That it does it without approval. As long as i have control over the final decision, i would be happy to use it in most circumstances",Neutral,Decisions made without consent or approval,Loss of personal control or autonomy,,,,
a9d79497-b58f-47b4-909b-d0a41abf9bea,That it does something wrong and there is no way to correct things,Negative,AI making harmful or wrong decisions,Difficulty overriding or reversing AI actions,Irreversible or hard-to-correct mistakes,,,
a5c3829e-92f7-4095-a666-296eaa7b7d9a,That it gets something wrong - I am happy for it to make decisions based on suggestions that I then approve...  I dont want it letting people into the house wrongly or booking medical appointments wrongly. Trust would need to be built up over time ,Neutral,AI making harmful or wrong decisions,Decisions made without consent or approval,Irreversible or hard-to-correct mistakes,,,
5f6aa2f8-fc2e-4d05-9977-941f8ccefd64,That it gets something wrong.,Negative,AI making harmful or wrong decisions,,,,,
a7f2b4f9-0cac-4e8e-b4e6-70112da2f804,That it gets them wrong because of a glitch in the system. Chatbot AIs often confidently make incorrect statements that they are forced to correct when challenged which doesn't give me confidence that the assistant would always be right. ,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,,,,
18364110-4d5d-4d00-8896-1dd787689b95,That it gets things wrong or incorrect ,Negative,AI making harmful or wrong decisions,,,,,
992178a9-4a2f-4e84-bacb-7f1dcd8bc528,That it gives or receives the wrong information and causes potential harm ,Negative,AI making harmful or wrong decisions,,,,,
c31facf3-a4f4-4599-ab0f-f9372ee8a2d9,That it loses my money - the financial losses are the most worrying.,Negative,Financial loss or unauthorized spending,,,,,
06db4db1-ccc1-43ac-a033-3bf382857d45,That it makes a bad decision affecting my health.,Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,
109a34a5-c0d1-4694-b9b6-1b91b3d63c27,That it makes a mistake and causes physical harm or significant money loss,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Irreversible or hard-to-correct mistakes,,,
d896de2c-c5d7-4215-9aa8-1856223aaeb0,That it makes a mistake that could cause harm,Negative,AI making harmful or wrong decisions,,,,,
9ad55051-d9cf-439f-88a7-ee556cfb3530,That it makes a serious gross error that leads to financial ruin or safety concerns,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,
a8ac6cb2-3562-4c55-814e-83e6cada855b,That it makes a wrong decision because it does not have human intuition or common sense and this could adversely affect a family member.,Negative,AI making harmful or wrong decisions,"Lack of human judgment, empathy, or nuance",,,,
a7a479cc-a312-4795-945f-9491560e2bfa,"That it makes a wrong decision, or acts on a wrong decision. So if it had permission to respond to emergencies, it may answer wrongly and waste emergency service time.",Negative,AI making harmful or wrong decisions,Decisions made without consent or approval,Incorrect medical advice or health risks,,,
fbbb1935-fd3c-4a1c-b7a4-1b4764bb39d4,That it makes an error that has serious repercussions for my family.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
cc555d88-9c55-475f-adf6-42ab0fd00db0,That it makes bad decisions that I cannot identify or verify and that leads to harm.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
3dae542c-d7d5-4711-8d74-532f16cce5b5,That it makes errors - AI is not infallible. ,Negative,AI making harmful or wrong decisions,,,,,
4591bdf4-269e-43dd-aad6-be4eb0e84173,That it makes errors that have bad outcomes ,Negative,AI making harmful or wrong decisions,,,,,
a78c3980-98c8-4654-a637-f960758a241d,That it makes huge mistakes and kills someone.,Negative,AI making harmful or wrong decisions,,,,,
667c39fd-064d-423a-9de6-86c88402fef8,That it makes incorrect assumptions or decisions which is why I would like to approve most things (at least initially) so I can ensure that what it was doing was appropriate and the correct thing for my family. ,Neutral,AI making harmful or wrong decisions,Decisions made without consent or approval,Loss of personal control or autonomy,,,
c7845487-ed5d-46d8-85ad-e14eba49317a,That it makes the complete wrong decision that can snowball into a major inconvenience resulting in either financial hardship or physical harm to a member of my family,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Irreversible or hard-to-correct mistakes,,,
cfd735dd-bde5-4fef-acff-f219a5da29c5,That it makes the wrong decision or makes some kind of mistake that results in harm,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
ab2e0c76-5f7e-49a9-9927-8e5b1d9b9040,That it makes the wrong decision or tries to change the way we live for the worse,Negative,AI making decisions that conflict with family values,AI making harmful or wrong decisions,,,,
482e517c-3463-419d-b62b-e08e257212e3,"That it makes the wrong decision, spends lots of money, and we can’t get it back ",Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,
e2fdbd8f-0863-4fbd-8897-30b29757d7cf,That it puts my family at risk such as safety or financial risk and I wouldn’t be able to do anything about it.,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,"Security risks, hacking, and fraud",,,
0225af61-e1b2-49ba-ac90-5d7c5e06772f,That it simply makes an error affecting financial or health wellbeing.,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,
22389086-1c78-4c0f-83d3-65c13d4a0eca,"That it will do something without authorization and cause a problem, this making more work for me and having the opposite effect of its intention. This and spending money, it must never do this without me authorizing it through MFA.",Negative,Decisions made without consent or approval,Financial loss or unauthorized spending,Irreversible or hard-to-correct mistakes,Loss of personal control or autonomy,,
29f99bce-79fa-4fce-945f-0bcca2f3ec09,That it will make a computer error in a very important decision or action that will negatively impact my family. I don’t trust them not to fail as I have never ever used a tech product or application/programme that hasn’t failed at some point.,Neutral,AI making harmful or wrong decisions,Loss of trust in technology,,,,
35baf671-513e-4aa8-9baa-a785885402ae,That it will make big mistakes ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
05345c8c-63cd-40c6-ad44-81c20704ca91,That it will make the wrong decision or make a mistake that has a big impact on my family ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,
2313dd9c-d696-4a60-9730-5c5fd8ea15cc,That it will make the wrong decisions and cause a problem. ,Negative,AI making harmful or wrong decisions,,,,,
aec197ef-7ead-4c39-aa2a-7a3293b34305,That it would become blinded by a false narrative of the situation and steer all interactions in that way leading to incorrect results and if it acted without permission then it could be costly or embarrassing for me and my family ,Negative,AI acting on incomplete or inaccurate data,AI causing public embarrassment or shame,AI making harmful or wrong decisions,Decisions made without consent or approval,Financial loss or unauthorized spending,
d605c4d8-bb80-4dda-a785-7e23519d63e3,That it would get something wrong. Possibly by misunderstanding. ,Negative,AI making harmful or wrong decisions,AI misunderstanding family needs or context,,,,
f4626d34-fd23-4630-a975-3b24ffb7cb2f,That it would incorrectly change or get wrong vital medication keeping my family members alive - it could be a matter of life or death.,Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,
fec648c8-92b2-4c17-a103-2679cfb952b0,That it would leak personal information and that there could be a risk of hacking / security issues,Negative,Data privacy breaches and information leaks,"Security risks, hacking, and fraud",,,,
0b7a8321-9a88-40c1-aad4-f8c82456a567,That it would make a mistake that would cause harm. ,Negative,AI making harmful or wrong decisions,,,,,
97ad2efc-08ee-4c11-8f6b-e3cd3b500df2,That it would make a mistake which had consequences for my family,Negative,AI making harmful or wrong decisions,,,,,
969d2431-e16f-4dda-a69d-594548d9cd41,That it would make a wrong decision and cause harm.,Negative,AI making harmful or wrong decisions,,,,,
49763eff-1fb0-45d7-abbd-0aedd13af33b,That it would make errors or not act in my best interest.,Negative,AI making harmful or wrong decisions,,,,,
