ID,Type,Text,Summary
53d606c5-ff1d-4670-9cde-193d1fdc9167,Poll,"Considering both potential benefits and risks, how do you assess the overall impact on society of AI systems that can outperform humans on most economically valuable work?","The Remesh poll question explored participants' assessments of the overall societal impact of AI systems capable of outperforming humans in most economically valuable work, weighing both potential benefits and risks. Among the 1,023 participants, who were distributed across 244 population segments, responses revealed a notable degree of caution. A combined 46.0% indicated that risks outweigh benefits, with 21.0% selecting 'Risks far outweigh benefits' and 25.0% choosing 'Risks slightly outweigh benefits.' In contrast, 31.0% expressed that benefits outweigh risks, with 22.0% selecting 'Benefits slightly outweigh risks' and only 9.0% indicating 'Benefits far outweigh risks.' Additionally, 22.0% of participants viewed risks and benefits as equal. These findings suggest that, while there is some optimism regarding the societal impact of advanced AI, a notable proportion of participants remain concerned about the potential risks, with only a minority perceiving the benefits as far outweighing the risks."
07a967fa-dda3-4e88-9a7b-5436e990cdba,Poll,"To what extent, if at all, do you generally trust governments to do what is right?","The Remesh poll question explored the extent to which participants generally trust governments to do what is right. Among the 1,023 participants, who were distributed across 244 population segments, the findings reveal a notable lack of trust in government institutions. A combined 66.0% of participants expressed distrust, with 23.0% selecting 'Strongly Distrust' and 43.0% choosing 'Somewhat Distrust.' Neutral attitudes were less common, as 13.0% selected 'Neither Trust Nor Distrust.' In contrast, only 20.0% of participants indicated some level of trust, with 19.0% selecting 'Somewhat Trust' and a mere 1.0% choosing 'Strongly Trust.' These results suggest that distrust in government is prevalent among the surveyed population, with only a small minority expressing strong trust. The data highlight a notable skepticism toward governmental actions and decision-making among participants."
643a154b-6b60-435b-96b9-8a1862342bd8,Poll,"To what extent, if at all, do you generally trust small businesses to do what is right?","The Remesh poll question explored the extent to which participants trust small businesses to do what is right. Among the 1,023 participants, who were distributed across 244 population segments, the findings indicate a generally positive perception of small businesses. A notable majority, 57.0%, reported that they 'Somewhat Trust' small businesses, while an additional 8.0% expressed 'Strongly Trust'. In contrast, only 1.0% of participants indicated 'Strongly Distrust', and 8.0% selected 'Somewhat Distrust'. A quarter of respondents (25.0%) remained neutral, choosing 'Neither Trust Nor Distrust'. These results suggest that trust in small businesses is prevalent among participants, with 65.0% expressing at least some level of trust, compared to just 9.0% expressing any level of distrust. The data highlight a notably positive orientation toward small businesses within the surveyed population."
593658c7-06b6-419b-9417-9fc3b7280703,Poll,"To what extent, if at all, do you generally trust large corporations to do what is right?","The Remesh poll question explored the extent to which participants trust large corporations to do what is right. Among the 1,022 participants, who were distributed across 244 population segments, a notable majority expressed distrust: 22.0% reported that they 'Strongly Distrust' large corporations, while an additional 41.0% indicated they 'Somewhat Distrust' them. Neutral attitudes were also present, with 19.0% selecting 'Neither Trust Nor Distrust.' In contrast, expressions of trust were less common, as only 15.0% of participants chose 'Somewhat Trust' and a minimal 1.0% selected 'Strongly Trust.' These findings suggest that distrust toward large corporations is prevalent among participants, with a combined 63.0% expressing some level of distrust, compared to just 16.0% expressing trust. This distribution highlights a notable skepticism regarding the ethical conduct of large corporations among the surveyed population."
8c636b1e-2838-4ef8-bd0f-9440873690e5,Poll,"To what extent, if at all, do you generally trust social media companies to do what is right?","The Remesh poll question explored the extent to which participants trust social media companies to do what is right. Among the 1,022 participants, who were distributed across 244 population segments, a notable majority expressed distrust. Specifically, 39.0% reported that they 'Strongly Distrust' social media companies, while an additional 38.0% indicated they 'Somewhat Distrust' them. In contrast, only a small minority expressed trust, with 8.0% selecting 'Somewhat Trust' and just 1.0% choosing 'Strongly Trust'. A further 13.0% of participants reported a neutral stance, selecting 'Neither Trust Nor Distrust'. These findings suggest that distrust toward social media companies is prevalent among participants, with a combined 77.0% expressing some level of distrust. The data highlight a notable skepticism regarding the actions of social media companies within the surveyed population."
ec71b05e-3c47-4bb4-8dcf-2103551a6fbc,Poll,"To what extent, if at all, do you generally trust companies building AI to do what is right?","The Remesh poll question explored the extent to which participants trust companies building AI to do what is right. Among the 1,022 participants, responses were distributed across five options, revealing a nuanced landscape of trust. A combined 39.0% expressed distrust, with 13.0% selecting 'Strongly Distrust' and 26.0% choosing 'Somewhat Distrust.' The largest single group, 35.0%, indicated neutrality by selecting 'Neither Trust Nor Distrust.' On the other end of the spectrum, 26.0% expressed some level of trust, with 23.0% choosing 'Somewhat Trust' and only 3.0% selecting 'Strongly Trust.' These findings suggest that while a notable portion of participants harbor skepticism toward AI companies, a substantial share remains ambivalent, and relatively few express strong trust. The results, drawn from 244 population segments, underscore a complex and cautious public attitude toward the ethical conduct of companies developing AI technologies."
9eb7162b-2544-4ee4-b373-88bebad9a9ae,Poll,"To what extent, if at all, do you generally trust public utility companies to do what is right?","The Remesh poll question explored the extent to which participants trust public utility companies to do what is right. Among the 1,022 participants, responses were distributed across five trust levels. A notable proportion expressed skepticism, with 16.0% indicating they 'Strongly Distrust' and 33.0% selecting 'Somewhat Distrust', totaling 49.0% who expressed some level of distrust. Meanwhile, 26.0% of participants reported a neutral stance by choosing 'Neither Trust Nor Distrust'. On the other end of the spectrum, 22.0% indicated 'Somewhat Trust', while only 2.0% reported 'Strongly Trust'. These findings suggest that trust in public utility companies is relatively low among participants, with distrust notably outweighing trust. The results reflect a cautious or critical attitude toward public utility companies, as less than a quarter of participants expressed any degree of trust. The poll included responses from 244 population segments, providing a broad perspective on public sentiment toward these companies."
b99af875-6a58-4222-85cc-7a2c87021f73,Poll,"To what extent, if at all, do you generally trust public research institutions to do what is right?","The Remesh poll question assessed the general level of trust participants have in public research institutions to do what is right. Among the 1,022 participants, who were distributed across 244 population segments, the majority expressed a positive orientation toward these institutions. Specifically, 54.0% of participants indicated they 'Somewhat Trust' public research institutions, while an additional 16.0% reported 'Strongly Trust'. In contrast, only a small minority expressed distrust, with 1.0% selecting 'Strongly Distrust' and 6.0% choosing 'Somewhat Distrust'. A notable portion, 20.0%, remained neutral, selecting 'Neither Trust Nor Distrust'. These findings suggest that public research institutions enjoy a notably high level of trust among participants, with 70.0% expressing at least some degree of trust, and only 7.0% expressing any level of distrust. The results highlight a generally favorable perception of public research institutions within the surveyed population."
c7541b48-7302-4aec-bbfc-7f21b3eb2af8,Poll,"To what extent, if at all, do you trust your family doctor to act in your best interest?","The Remesh poll question explored the extent to which participants trust their family doctor to act in their best interest. Among the 1,022 participants, who were distributed across 244 population segments, the findings reveal a notably high level of trust in family doctors. A combined 86.0% of participants expressed trust, with 44.0% selecting 'Somewhat Trust' and 42.0% choosing 'Strongly Trust'. Neutrality was observed in 7.0% of responses ('Neither Trust Nor Distrust'), while distrust was relatively low: 5.0% selected 'Somewhat Distrust' and no participants (0.0%) reported 'Strongly Distrust'. These results indicate that trust in family doctors is prevalent among the surveyed population, with only a small minority expressing any level of distrust. The absence of 'Strongly Distrust' responses is particularly notable, underscoring the generally positive perception of family doctors among participants."
9291ecbe-5d47-4b00-979a-7ecace1a37d8,Poll,"To what extent, if at all, do you trust your social media feed (eg TikTok, Facebook) to act in your best interest?","The Remesh poll question explored the extent to which participants trust their social media feeds (e.g., TikTok, Facebook) to act in their best interest. Among the 1,022 participants, who were distributed across 244 population segments, a notable majority expressed distrust. Specifically, 39.0% reported that they 'Strongly Distrust' their social media feed, while an additional 34.0% selected 'Somewhat Distrust.' In contrast, only 7.0% indicated 'Somewhat Trust' and a mere 1.0% chose 'Strongly Trust.' A further 18.0% of participants were neutral, selecting 'Neither Trust Nor Distrust.' These findings suggest that distrust in social media feeds is prevalent among participants, with a combined 73.0% expressing some level of distrust, compared to just 8.0% expressing trust. This pattern highlights a notable skepticism regarding the alignment of social media platforms with users' best interests."
6a56becf-d240-4124-bde3-88ecd0dd8841,Poll,"To what extent, if at all, do you trust your elected representatives to act in your best interest?","The Remesh poll question explored the extent to which participants trust their elected representatives to act in their best interest. Among the 1,022 participants, who were distributed across 244 population segments, responses revealed a notable degree of skepticism. A combined 47.0% expressed distrust, with 16.0% selecting 'Strongly Distrust' and 31.0% choosing 'Somewhat Distrust'. Meanwhile, 25.0% indicated a neutral stance by selecting 'Neither Trust Nor Distrust'. On the other hand, 28.0% of participants reported some level of trust, with 25.0% choosing 'Somewhat Trust' and only 3.0% selecting 'Strongly Trust'. These findings suggest that while a quarter of participants remain neutral, distrust in elected representatives is notably more prevalent than strong trust, which is limited to a small minority. The data highlight a general lack of robust confidence in elected officials among the surveyed population."
68f8ea95-8dc5-424c-a157-ad1ad26f19a3,Poll,"To what extent, if at all, do you trust your faith or community leader to act in your best interest?","The Remesh poll question explored the extent to which participants trust their faith or community leader to act in their best interest. Among the 1,022 participants, who were distributed across 244 population segments, responses revealed a diverse range of attitudes. A plurality of participants (47.0%) indicated a neutral stance, selecting 'Neither Trust Nor Distrust.' Trust was present among a notable portion of the sample, with 27.0% choosing 'Somewhat Trust' and 9.0% selecting 'Strongly Trust,' totaling 36.0% expressing some degree of trust. Conversely, distrust was less prevalent, with 7.0% reporting 'Strongly Distrust' and 9.0% selecting 'Somewhat Distrust,' amounting to 16.0% expressing some level of distrust. These findings suggest that while a notable minority of participants express trust in their faith or community leader, the largest share remain neutral, and a smaller segment express distrust. This distribution highlights a nuanced landscape of trust within faith and community leadership among the surveyed population."
0a1f4cb9-c263-4c4b-8895-71399e75ff64,Poll,"To what extent, if at all, do you trust the civil servants in your government to act in your best interest?","The Remesh poll question explored the extent to which participants trust civil servants in their government to act in their best interest. Among the 1,022 participants, who were distributed across 244 population segments, responses revealed a diverse range of attitudes. A combined 37.0% expressed distrust, with 12.0% selecting 'Strongly Distrust' and 25.0% choosing 'Somewhat Distrust'. Meanwhile, 27.0% indicated a neutral stance by selecting 'Neither Trust Nor Distrust'. On the other hand, 36.0% of participants reported some level of trust, with 32.0% opting for 'Somewhat Trust' and a smaller proportion, 4.0%, selecting 'Strongly Trust'. These findings suggest that while a plurality of participants lean toward moderate trust or neutrality, there remains a notable segment expressing distrust toward civil servants. The relatively low percentage of participants who 'Strongly Trust' (4.0%) compared to those who 'Strongly Distrust' (12.0%) further underscores a cautious or skeptical outlook among the surveyed population."
e910197d-c049-4073-b1e4-3fc070337b63,Poll,"To what extent, if at all, do you trust your AI chatbot (eg ChatGPT) to act in your best interest?","The Remesh poll question explored the extent to which participants trust their AI chatbot (e.g., ChatGPT) to act in their best interest. Among the 1,022 participants, who were distributed across 244 population segments, responses revealed a diverse range of attitudes toward AI chatbot trustworthiness. A plurality of participants (39.0%) indicated a neutral stance, selecting 'Neither Trust Nor Distrust.' Meanwhile, 32.0% expressed a degree of confidence by choosing 'Somewhat Trust,' and a smaller proportion (6.0%) reported 'Strongly Trust.' On the other hand, skepticism was also present: 14.0% selected 'Somewhat Distrust,' and 8.0% chose 'Strongly Distrust.' These findings suggest that while a notable share of participants are open to trusting AI chatbots, a majority remain either neutral or cautious, with only a minority expressing strong trust or distrust. The distribution of responses highlights a nuanced landscape of trust, with neutrality being the most common position among participants."
b25117ff-66b8-4325-82dd-e6e3c9e379af,Ask Experience,Explain why you gave that trust score to your AI chatbot.,"The Remesh opinion question explored participants' reasoning behind the trust scores they assigned to their AI chatbot experiences. Responses reveal a nuanced landscape of trust, shaped by perceptions of objectivity, reliability, and the inherent limitations of AI systems. Many participants cited the non-human, emotionless nature of chatbots as a basis for expecting objective responses, with one stating, 'Because it isn't human, it is something that doesn't have feelings so is more likely to give an objective response.' However, this lack of sentience also led to skepticism regarding the chatbot's ability to act in users' best interests, as reflected in comments such as, 'I dont believe it is programmed to act in my best interests, I dont think my best interests come into it at all.'Participants frequently described AI chatbots as useful tools for information retrieval, summarization, and decision support, with some highlighting their speed and consistency. One participant noted, 'It can quickly process information and give me feedback, summaries, paraphrases...help in the process of decision making by laying out the pros and cons.' Despite these strengths, concerns about accuracy and reliability were prevalent. Several participants reported that chatbots can be 'confidently wrong' or provide 'wildly wrong response[s],' necessitating independent verification of information. As one response summarized, 'It produces useful information that is mostly accurate, but not accurate enough to rely on without checking other sources.'The issue of bias and the influence of training data and programming were also raised. Some participants expressed trust in the neutrality of chatbots, while others were wary of potential unconscious bias or the motivations of those who design and train these systems. For example, one participant remarked, 'It depends on who is behind it and their motivation. Some are relatively harmless, some not so but the users are not their priority.'Overall, the findings indicate that trust in AI chatbots is conditional and context-dependent. Participants generally view chatbots as helpful and efficient for routine or low-stakes tasks but remain cautious about relying on them for sensitive or critical matters. The need for user vigilance, cross-checking of information, and awareness of the chatbot's limitations is a recurring theme. The responses suggest that while AI chatbots are valued as knowledge tools, trust is moderated by concerns about accuracy, bias, and the absence of human judgment or empathy."
2e65b2f6-0247-4289-9143-8779522f4c44,Poll,Do you agree or disagree with this statement? AI could make better decisions on my behalf than my government representatives.,"The Remesh poll question explored participants' attitudes toward the statement: 'AI could make better decisions on my behalf than my government representatives.' Among the 1,020 participants, who were distributed across 244 population segments, responses were notably divided. A quarter of participants (25.0%) expressed agreement with the statement, while a slightly higher proportion (26.0%) disagreed. The largest share, however, was those who were uncertain, with 47.0% selecting 'Unsure.' This notable level of uncertainty suggests that nearly half of the participants are ambivalent or lack sufficient information to form a clear opinion on the comparative decision-making abilities of AI versus government representatives. The close split between 'Agree' and 'Disagree' responses further highlights the diversity of perspectives on this issue among the participants."
7813d57f-7045-4772-97d5-3aadbf79eb4b,Poll,"Do you think the increased use of AI across society is likely to make your cost of living better, worse or stay the same in the next 10 years?","The Remesh poll question explored participants' perceptions regarding the impact of increased AI use on their cost of living over the next decade. Among the 1,020 participants, who were distributed across 244 population segments, a majority (54.0%) anticipated 'No Major Change' in their cost of living due to AI. A combined 22.0% expected improvement, with 21.0% selecting 'Noticeably Better' and 2.0% choosing 'Profoundly Better'. Conversely, 18.0% predicted their cost of living would become 'Noticeably Worse', while a smaller proportion (4.0%) foresaw it becoming 'Profoundly Worse'. These findings suggest that while a majority of participants do not expect notable changes, a notable minority foresee either positive or negative shifts, with more participants expecting improvement (23.0%) than deterioration (22.0%). The results highlight a prevailing sense of stability, but also reflect a diversity of expectations regarding the societal impact of AI on personal economic circumstances."
