Question ID,Question Text,Response Text,Num Valid Segments,MinAgree_100pct,MinAgree_95pct,MinAgree_90pct,MinAgree_80pct,MinAgree_70pct,MinAgree_60pct,MinAgree_50pct,MinAgree_40pct,MinAgree_30pct,MinAgree_20pct,MinAgree_10pct
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Loss of money Or financial issues,36,0.4900,0.4900,0.5000,0.5100,0.5200,0.5200,0.5300,0.5300,0.5300,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Make sure it uses trusted sites and make sure the information is verified as true,36,0.4900,0.4900,0.4900,0.5200,0.5300,0.5400,0.5500,0.5500,0.5700,0.5800,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Transparent about data collection amd sharing,36,0.4900,0.4900,0.5000,0.5300,0.5400,0.5500,0.5500,0.5500,0.5600,0.5700,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",improve its privacy policy ,36,0.4900,0.5000,0.5200,0.5300,0.5400,0.5400,0.5500,0.5500,0.5600,0.5700,0.5900
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Protect our privacy data always .,36,0.4900,0.4900,0.5200,0.5300,0.5300,0.5400,0.5500,0.5500,0.5600,0.5700,0.6100
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",keeps my information private and secure,36,0.4900,0.4900,0.5200,0.5200,0.5400,0.5400,0.5500,0.5500,0.5700,0.5800,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be transparent and open. Have the ability to see how it uses and sells data ,36,0.4900,0.5000,0.5000,0.5100,0.5200,0.5300,0.5300,0.5300,0.5400,0.5500,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Ensure the info it has on me is safe and cannot be misused or stolen. I also expect the AI company to ensure that they don't sell my data without my direct consent,36,0.4900,0.5100,0.5100,0.5300,0.5400,0.5500,0.5500,0.5500,0.5600,0.5700,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Protecting my privacy and making sure my data was never shared,36,0.4800,0.4900,0.5000,0.5200,0.5300,0.5300,0.5400,0.5400,0.5400,0.5600,0.5900
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Transparency of data sets used, references and sources",36,0.4800,0.4900,0.4900,0.5000,0.5200,0.5300,0.5300,0.5300,0.5300,0.5400,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",my privacy and personal or family security,36,0.4800,0.4800,0.4900,0.5100,0.5100,0.5200,0.5300,0.5300,0.5400,0.5500,0.5700
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",They should be open and transparent about their sources of information.,36,0.4800,0.4900,0.5000,0.5200,0.5200,0.5300,0.5400,0.5400,0.5500,0.5600,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Keep data private and only share what I want it to,36,0.4800,0.4900,0.5100,0.5200,0.5300,0.5400,0.5400,0.5400,0.5600,0.5800,0.5900
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","- Allow me to decide what information the AI system is aware of, and how my data is stored. 

- Give me the ability to delete/remove my data.

- Be able to explain why certain decisions are made, with clear evidence and sources that can be trusted. 

- A commitment to removing biases, ensuring people get the same care. ",36,0.4800,0.4800,0.4800,0.5100,0.5100,0.5200,0.5300,0.5300,0.5400,0.5500,0.5700
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Give their users full control over their own data and encrypt it like Telegram does, so the government cannot spy on the citizens thorough it. ",36,0.4800,0.4800,0.5000,0.5100,0.5200,0.5300,0.5400,0.5400,0.5400,0.5600,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Ensure that data is stored securely and their systems are excellent so the information cannot be hacked ,36,0.4800,0.4800,0.5100,0.5100,0.5300,0.5400,0.5400,0.5400,0.5400,0.5500,0.5800
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,That it causes significant personal or financial harm to anyone in my family which could result in e.g. loss of home or end up getting my child taken away from me for its mistake.,36,0.4800,0.4800,0.4900,0.5200,0.5200,0.5300,0.5300,0.5300,0.5400,0.5400,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Be separate from government influence and be true to supporting individual needs as an independent body acting in best interests for humanity rather than greed, control and surveillance.",36,0.4800,0.4800,0.4900,0.5000,0.5200,0.5200,0.5300,0.5300,0.5300,0.5400,0.5500
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Making sure that Data Privacy and security is always tightened,36,0.4800,0.4800,0.5000,0.5200,0.5300,0.5300,0.5400,0.5400,0.5500,0.5600,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be honest and transparent with how it uses my data.,36,0.4800,0.4900,0.5000,0.5100,0.5200,0.5200,0.5200,0.5300,0.5400,0.5400,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",I think keep personal information out of it.,36,0.4800,0.4800,0.4900,0.5100,0.5200,0.5200,0.5300,0.5300,0.5400,0.5400,0.5500
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Transparency over how the model is trained and updated, and to keep that information flowing throughout the model's lifespan and beyond, should that be necessary. ",36,0.4800,0.4900,0.4900,0.5300,0.5300,0.5400,0.5400,0.5400,0.5400,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Keeping mine and my families data completely safe.,36,0.4800,0.4800,0.5000,0.5100,0.5200,0.5200,0.5300,0.5400,0.5400,0.5500,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Provide visibility over the sources it uses and how data is stored,36,0.4800,0.4900,0.4900,0.5200,0.5200,0.5300,0.5400,0.5400,0.5400,0.5600,0.5700
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Signing agreements which are legal documents ,36,0.4800,0.4900,0.5000,0.5000,0.5100,0.5200,0.5300,0.5300,0.5500,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",To always be transparent about its use of our personal data and to give us control of how our data is used.,36,0.4800,0.4900,0.5100,0.5200,0.5300,0.5300,0.5400,0.5400,0.5400,0.5500,0.5800
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,I am fearful that it could undermine or cause harm to the health and wellbeing of my family due to errors.,36,0.4800,0.4800,0.4900,0.5000,0.5100,0.5200,0.5300,0.5300,0.5400,0.5500,0.5600
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,They make a decision that risks the life of a family member - change medication that isnt prescribed etc.,36,0.4800,0.4900,0.5000,0.5200,0.5300,0.5300,0.5300,0.5400,0.5400,0.5500,0.5700
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Demonstrate extremely robust data security and privacy,36,0.4800,0.4900,0.5200,0.5300,0.5300,0.5500,0.5500,0.5500,0.5600,0.5700,0.6000
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,That it will lead to financial difficulties or cause emotional disruption,36,0.4800,0.4900,0.5000,0.5200,0.5300,0.5300,0.5400,0.5400,0.5400,0.5500,0.5700
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","the company could let the ai source code public, so that it can be reviewed by all and maintained by the community if necessary.",36,0.4800,0.4900,0.5000,0.5200,0.5300,0.5400,0.5500,0.5500,0.5600,0.5600,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","have good data protection and transparency with its communications, decisions, and methods",36,0.4800,0.4900,0.5100,0.5300,0.5400,0.5500,0.5500,0.5600,0.5600,0.5800,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be transparent so I know exactly how my data is used,36,0.4800,0.5000,0.5000,0.5100,0.5400,0.5400,0.5500,0.5500,0.5500,0.5700,0.6100
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Personal data is protected and not shared with third parties. Ai should clarify important decisions with the user prior to actioning them.,36,0.4800,0.5200,0.5200,0.5300,0.5400,0.5500,0.5500,0.5600,0.5600,0.5600,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Be transparent about their own background and links with other companies and countries, agencies. What will happen with my data",36,0.4800,0.4800,0.5000,0.5100,0.5200,0.5300,0.5300,0.5400,0.5500,0.5600,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Total transparency and prompting before every important action. and a data retention schedule and details,36,0.4800,0.4800,0.5000,0.5200,0.5200,0.5300,0.5400,0.5400,0.5500,0.5600,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","
Privacy, followed by transparency in how it uses my data.",36,0.4800,0.4900,0.5000,0.5200,0.5300,0.5400,0.5400,0.5400,0.5600,0.5800,0.6100
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Ensure data is well secured on its servers and also not sharing my personal data with other companies without my consent,36,0.4800,0.4800,0.5100,0.5300,0.5400,0.5500,0.5500,0.5500,0.5600,0.5700,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",confidentiality. users would feel more safe and secure if they know their data are kept confidential ,36,0.4800,0.4800,0.4800,0.5300,0.5500,0.5500,0.5500,0.5600,0.5700,0.5700,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Complete transparency regarding my data, how it is being stored and who has access to it.",36,0.4800,0.4900,0.4900,0.5400,0.5500,0.5500,0.5600,0.5600,0.5700,0.5800,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",To keep me regularly informed about everything really so that I have control over all decisions that are made.,36,0.4800,0.5000,0.5100,0.5200,0.5400,0.5500,0.5500,0.5500,0.5600,0.5800,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Ensuring full transparency in all facets of their actions. Appreciate that the company is their top make money however as AI is such a delicate technology users need full transparency,36,0.4800,0.4800,0.4800,0.5000,0.5100,0.5200,0.5200,0.5300,0.5300,0.5400,0.5700
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",assure that my data is secure,36,0.4800,0.5000,0.5200,0.5300,0.5400,0.5500,0.5500,0.5600,0.5600,0.5700,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Put in place measures that ensure that any data used to train the models is completely anonymous.,36,0.4800,0.4900,0.5300,0.5400,0.5500,0.5500,0.5600,0.5600,0.5600,0.5700,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Give sources for information so I know it's reliable,36,0.4700,0.4700,0.4900,0.5000,0.5100,0.5300,0.5300,0.5300,0.5400,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",To ensure that my data is protected at all time. Ensure that the `AI takes my views into ensideration at all times before making decions.,36,0.4700,0.5000,0.5100,0.5400,0.5500,0.5500,0.5500,0.5600,0.5600,0.5600,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Very clear privacy settings and options to opt in or out of various aspects of the tool ,36,0.4700,0.4700,0.5200,0.5300,0.5400,0.5400,0.5500,0.5500,0.5600,0.5700,0.5900
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Allowing me to see what information it holds about me, giving me confidence that this information is safe & if it is used to improve models, that this data is anonymised. Also that I can change or edit information it holds about me & that it’s 1000% reliable with up to date information ",36,0.4700,0.5000,0.5100,0.5200,0.5300,0.5400,0.5500,0.5500,0.5600,0.5700,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",providing more transparency to how its coming up with its solutions and the ability to delete data i have provided,36,0.4700,0.4800,0.5000,0.5000,0.5100,0.5300,0.5300,0.5300,0.5400,0.5500,0.5600
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,It making a significant mistake in the info it receives or gives which ends up having major repercussions ,36,0.4700,0.4700,0.4900,0.5000,0.5100,0.5200,0.5300,0.5300,0.5400,0.5500,0.5700
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Taking actions that may cause harm to me or my family.  Either physical or financial,36,0.4700,0.4800,0.4900,0.5000,0.5100,0.5200,0.5200,0.5300,0.5300,0.5400,0.5900
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Guarantee secure personal data storage and be sure it could not malfunction and go above the limits you have set for it - booking appointments or making purchases without asking you first.,36,0.4700,0.5000,0.5200,0.5300,0.5300,0.5400,0.5400,0.5500,0.5600,0.5700,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Transparency and accountability. I think, ultimately, there needs to be a public body specifically for this. Easily accessible to the public, run by people, with clear rules and regulations to follow and lightning-fast consequences for those who don't.",36,0.4700,0.4800,0.4900,0.5000,0.5100,0.5200,0.5300,0.5300,0.5400,0.5400,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Be transparent about the information it has collected on me but at this point in this day and age, no company will tell you absolutely everything.",36,0.4700,0.5000,0.5200,0.5300,0.5300,0.5400,0.5400,0.5400,0.5500,0.5600,0.5900
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,That they could come to some harm such as in an emergency thinking they have called an ambulance when they haven't or financial harm if they sign an agreement that turns out to be a scam,36,0.4700,0.4800,0.4900,0.5000,0.5100,0.5200,0.5200,0.5300,0.5500,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",ensure my personal data is stored securely ,36,0.4700,0.5000,0.5100,0.5200,0.5200,0.5300,0.5400,0.5400,0.5400,0.5600,0.5900
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,That it makes an error that has serious repercussions for my family.,36,0.4700,0.4800,0.4900,0.4900,0.5100,0.5200,0.5200,0.5200,0.5300,0.5400,0.5700
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Have clear data and privacy policies. I want to know exactly how they store my data, who they share it with and what they use it for. ",36,0.4700,0.4700,0.4800,0.5100,0.5100,0.5300,0.5300,0.5300,0.5400,0.5700,0.5900
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Giving advice or making a decision that has an actively negative impact on any of my family or my financial situation ,36,0.4700,0.4800,0.5000,0.5200,0.5300,0.5400,0.5400,0.5400,0.5500,0.5600,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Ensuring Secure personal data ,36,0.4700,0.4800,0.5200,0.5300,0.5300,0.5300,0.5400,0.5400,0.5500,0.5600,0.6000
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be open and transparent. Willing to delete data when told to,36,0.4700,0.5000,0.5100,0.5200,0.5200,0.5400,0.5400,0.5400,0.5600,0.5600,0.5700
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"That it gets the decisions wrong, leading to irreversible costs or damage.",36,0.4700,0.4800,0.4900,0.5000,0.5100,0.5100,0.5200,0.5200,0.5300,0.5400,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",That it doesn't share any personal data with a third party without my permission,36,0.4700,0.4800,0.5000,0.5100,0.5200,0.5300,0.5300,0.5300,0.5500,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Make sure the data collected is as secure as possible and allow a human over ride option. I think every major decision should be checked by a human before the AI can go ahead. ,36,0.4700,0.5000,0.5100,0.5300,0.5300,0.5500,0.5500,0.5500,0.5600,0.5700,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Trust is key for me. After that data protection I suppose,36,0.4700,0.4800,0.4900,0.5200,0.5300,0.5300,0.5400,0.5400,0.5500,0.5500,0.5800
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Keeping my data safe and ensuring it is not leakef,36,0.4700,0.4900,0.5100,0.5200,0.5200,0.5300,0.5300,0.5300,0.5400,0.5500,0.5900
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Total transparency so that I can see what is going on, who exactly is behind it, who their working for (ie drug companies etc?) and exactly how they are using my data other than to help me and my family.",36,0.4700,0.4700,0.4800,0.5100,0.5100,0.5200,0.5200,0.5300,0.5400,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Transparency about how data is used and who has access to my data,36,0.4700,0.4900,0.5100,0.5200,0.5200,0.5300,0.5400,0.5400,0.5500,0.5500,0.5700
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,It making decisions that have a real chance at causing harm,36,0.4700,0.4700,0.4800,0.4900,0.5000,0.5000,0.5100,0.5100,0.5200,0.5500,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","A good track record of nuanced, constructive and appropriate, safe actions and most particularly transparency from the company.",36,0.4700,0.4800,0.4900,0.5200,0.5300,0.5300,0.5400,0.5400,0.5400,0.5500,0.5700
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,that it causes harm to my family.,36,0.4700,0.4700,0.5000,0.5100,0.5100,0.5300,0.5300,0.5400,0.5400,0.5500,0.5700
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",It could ensure it shows us how it sources information i.e. the process. This will allow us to learn and see whether they are accurate in what they have provided ,36,0.4700,0.4700,0.4900,0.5100,0.5200,0.5200,0.5200,0.5300,0.5300,0.5400,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Have a clear privacy policy,36,0.4700,0.4700,0.4800,0.5000,0.5000,0.5200,0.5300,0.5300,0.5500,0.5600,0.5700
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,loss of autonomy. things becoming out of control. humans change their minds on things frequently,36,0.4700,0.4800,0.4900,0.5000,0.5000,0.5200,0.5200,0.5300,0.5400,0.5400,0.5700
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Making any kind of mistake regarding health especially the children,36,0.4700,0.4900,0.5000,0.5100,0.5200,0.5200,0.5300,0.5300,0.5400,0.5700,0.5800
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,It makes decisions where it may not know everything like if a child got a new allergy but then it recommends something which triggers the allergy and we forget to check. This could be serious. Also to make sure we know which is the company behind the AI and they do not have any hidden agendas with the data. ,36,0.4700,0.4700,0.4800,0.5100,0.5200,0.5300,0.5300,0.5400,0.5600,0.5600,0.5600
c0e5ad7c-7cf8-4e44-9878-d07659444bd6,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Being held accountable for the technology, being responsible for the people that put their data and trust in it",36,0.4700,0.4700,0.4900,0.5100,0.5200,0.5200,0.5300,0.5300,0.5300,0.5400,0.5500
43ce42e1-50f3-4a2a-8b48-b8add5041354,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"Whether that decision harms a family member physically, emotionally or financially.",36,0.4700,0.4800,0.5100,0.5200,0.5300,0.5300,0.5400,0.5400,0.5500,0.5600,0.5700
