Question ID,Question Text,Response Text,Num Valid Segments,MinAgree_100pct,MinAgree_95pct,MinAgree_90pct,MinAgree_80pct,MinAgree_70pct,MinAgree_60pct,MinAgree_50pct,MinAgree_40pct,MinAgree_30pct,MinAgree_20pct,MinAgree_10pct
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",create trust with their data,62,0.4400,0.4500,0.4700,0.5000,0.5100,0.5200,0.5300,0.5300,0.5400,0.5600,0.6000
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,It can give biased information that will lead to potential harm.,62,0.4400,0.4700,0.4800,0.5200,0.5300,0.5400,0.5400,0.5600,0.5800,0.6000,0.6400
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Transparent privacy policies and control over the data it collects of us.,62,0.4400,0.4700,0.4900,0.5100,0.5300,0.5300,0.5500,0.5600,0.5600,0.5800,0.6100
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Guaranteed data privacy will get my trust,62,0.4400,0.4500,0.4600,0.4900,0.5300,0.5300,0.5400,0.5500,0.5700,0.5700,0.6200
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"That it would make a uninformed decision, based on a whim.",62,0.4400,0.4500,0.4700,0.4900,0.5100,0.5300,0.5400,0.5500,0.5600,0.5800,0.6500
2582d6cd-152b-4b10-9b3d-1565307f8a92,"In your own words, what is one task or area in your life where you are most optimistic that a future AI assistant could be genuinely helpful?",Drafting and editing my emails,62,0.4400,0.4500,0.4700,0.4900,0.5000,0.5100,0.5300,0.5400,0.5600,0.5700,0.6000
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be transparent with the information you collect,62,0.4400,0.4400,0.4800,0.5100,0.5200,0.5300,0.5400,0.5500,0.5600,0.5800,0.6400
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Storing personal information securely, making it impossible for my data to be leaked ",62,0.4400,0.4700,0.5000,0.5300,0.5300,0.5500,0.5600,0.5600,0.5700,0.5800,0.5900
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","No company can be 100% sure of the security of user information, and there will inevitably be some information leaks.",62,0.4300,0.4400,0.4700,0.4900,0.5100,0.5100,0.5200,0.5300,0.5400,0.5600,0.6200
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Data privacy is very key.,62,0.4300,0.4500,0.4700,0.5000,0.5300,0.5300,0.5400,0.5500,0.5700,0.5800,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,making the wrong decision due to misunderstanding the data,62,0.4300,0.4700,0.4700,0.5000,0.5100,0.5300,0.5400,0.5500,0.5700,0.5900,0.6500
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,I fear that our personal information will be leaked to the third party and will be misused for their own benefits.,62,0.4300,0.4500,0.4700,0.5000,0.5100,0.5200,0.5300,0.5400,0.5600,0.5700,0.5800
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"My greatest fear about an AI assistant making decisions for my family is that it could cause unintentional harm by making the wrong recommendations or making the wrong decisions, especially in situations where human context, emotions or nuances are beyond the AI's understanding. For example, a health advice that sounds correct in theory, but may be inappropriate due to personal health history or family circumstances",62,0.4300,0.4700,0.4700,0.4900,0.5000,0.5100,0.5200,0.5300,0.5400,0.5600,0.6200
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,incorrect decisions without the full awareness,62,0.4300,0.4500,0.4700,0.4900,0.5000,0.5100,0.5300,0.5400,0.5600,0.5800,0.6000
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Protecting user privacy and not selling stored data for business purposes,62,0.4300,0.4400,0.4700,0.5000,0.5100,0.5300,0.5300,0.5500,0.5600,0.5900,0.6500
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,The AI make a mistake that is irreversible,62,0.4300,0.4400,0.4400,0.4800,0.5000,0.5100,0.5300,0.5300,0.5500,0.5700,0.6100
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Respect private data and do not share it,62,0.4300,0.4400,0.4600,0.4700,0.4900,0.5000,0.5100,0.5200,0.5400,0.5500,0.5800
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Data and my privacy leakage ,62,0.4300,0.4400,0.4700,0.4800,0.4900,0.5100,0.5300,0.5500,0.5600,0.5700,0.5800
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","prioritize transparent data privacy and user control

",62,0.4300,0.4400,0.4700,0.5000,0.5300,0.5400,0.5500,0.5600,0.5600,0.5800,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"Without my permission, irreversible wrong decisions are made due to data or system errors",62,0.4300,0.4600,0.4700,0.5000,0.5300,0.5400,0.5600,0.5700,0.5800,0.6200,0.6600
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,It could potentially leak private information to spam callers.,62,0.4200,0.4400,0.4700,0.5100,0.5200,0.5300,0.5300,0.5500,0.5500,0.5600,0.5800
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,making good decision in the wrong context,62,0.4200,0.4400,0.4900,0.5000,0.5100,0.5200,0.5300,0.5400,0.5600,0.5800,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Transparency and data privacy.,62,0.4200,0.4600,0.4700,0.5000,0.5200,0.5300,0.5400,0.5500,0.5600,0.5700,0.6000
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","The most important thing aside from being accurate is understanding the local laws, regulations and even taking cultural values into consideration while forming answers",62,0.4200,0.4400,0.4600,0.5000,0.5100,0.5200,0.5300,0.5300,0.5400,0.5600,0.5800
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","by not storing my personal data

",62,0.4200,0.4400,0.4700,0.4900,0.5000,0.5200,0.5500,0.5600,0.5600,0.5700,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Transparency—clearly explaining how decisions are made, what data is used, and offering users control over their privacy and preferences",62,0.4200,0.4700,0.4800,0.5200,0.5300,0.5300,0.5400,0.5500,0.5600,0.5900,0.6600
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be transparent with data and decision-making.,62,0.4200,0.4400,0.4600,0.4900,0.5100,0.5200,0.5300,0.5400,0.5600,0.5800,0.6100
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be transparent about how they work.,62,0.4200,0.5100,0.5200,0.5300,0.5400,0.5500,0.5600,0.5600,0.5700,0.5900,0.6100
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"That it leaks our personal information, address, medical history, etc. to outsiders and they abuse the information to their own gain.",62,0.4200,0.4700,0.4900,0.5100,0.5300,0.5400,0.5500,0.5600,0.5800,0.5900,0.6100
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","To prove that the data obtained will never be used to incriminate someone in the event of wrongdoing, and it will always be anonymized, as such, the individual can never be traced back by another individual. ",62,0.4200,0.4700,0.4800,0.5100,0.5200,0.5300,0.5400,0.5400,0.5700,0.5800,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,making an error in the decision making,62,0.4200,0.4400,0.4800,0.5100,0.5300,0.5400,0.5600,0.5700,0.5800,0.5900,0.6500
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"AI is still just a code written by people, so errors and glitches are very possible. ",62,0.4200,0.4400,0.4700,0.4900,0.5100,0.5200,0.5400,0.5600,0.5800,0.6000,0.6200
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Act transparently,

Present the information truthfully",62,0.4200,0.4600,0.4700,0.5000,0.5200,0.5300,0.5400,0.5500,0.5800,0.6000,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be transparent about the information on your phone and explain how they obtain it,62,0.4200,0.4700,0.4700,0.5000,0.5200,0.5400,0.5500,0.5600,0.5700,0.6000,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,The biggest risk is loss of money.,62,0.4200,0.4400,0.4700,0.4700,0.4900,0.5000,0.5100,0.5300,0.5400,0.5600,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"To misunderstand a situation and make decisions based on it, especially if it is without my personal approval.",62,0.4200,0.4700,0.4900,0.5000,0.5100,0.5300,0.5400,0.5600,0.5700,0.5900,0.6500
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Right now I don't trust it with my data ,62,0.4200,0.4700,0.4700,0.5200,0.5300,0.5400,0.5500,0.5600,0.5600,0.5700,0.5900
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,If the assistant makes a wrong decision that causes my health to be damaged or consumes without my permission.,62,0.4100,0.4600,0.4700,0.5100,0.5300,0.5400,0.5600,0.5700,0.5900,0.6000,0.6900
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","clearly shows how the data privacy is protected, and ask for permission on any decision is made.",62,0.4100,0.4400,0.4700,0.4900,0.5100,0.5300,0.5300,0.5400,0.5500,0.5600,0.6200
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"sharing my data or personal informaition

",62,0.4100,0.4400,0.4600,0.4700,0.4800,0.4900,0.5000,0.5300,0.5400,0.5500,0.5800
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Do not share any personal information with the third parties, like data brokers, or use personal information for any other purposes than diagnostics (no marketing etc).",62,0.4100,0.4300,0.4400,0.5000,0.5100,0.5300,0.5400,0.5600,0.5600,0.5800,0.5900
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,I don't like having decisions made for me. My greatest fear is losing the ability to decide for my own life and for the lives of others.,62,0.4100,0.4500,0.4700,0.5000,0.5100,0.5200,0.5300,0.5500,0.5700,0.5800,0.6000
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Making decisions that would be humanly or ethically wrong and sharing personal information with companies or individuals with bad intentions.,62,0.4100,0.4400,0.4500,0.5200,0.5300,0.5500,0.5600,0.5700,0.5800,0.6000,0.6500
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","maintaining the confidentiality of data, so that it is not resold",62,0.4100,0.4300,0.4700,0.5000,0.5100,0.5200,0.5400,0.5500,0.5700,0.5900,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Artificial intelligence companies can disclose their handling of user privacy to ensure that user privacy will not be known to third parties.,62,0.4100,0.4600,0.4700,0.5200,0.5200,0.5300,0.5300,0.5400,0.5600,0.5800,0.6000
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",do not share my personal data,62,0.4100,0.4300,0.4400,0.4900,0.5200,0.5300,0.5400,0.5600,0.5700,0.5800,0.6000
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,sharing details to people who are trying to harm us,62,0.4100,0.4500,0.4600,0.4700,0.5000,0.5200,0.5300,0.5500,0.5600,0.5700,0.5900
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"When it comes to purchases or online shopping, I will prefer myself or my family member to do that themselves and not an AI. Money issues. ",62,0.4100,0.4500,0.4600,0.4900,0.5000,0.5200,0.5300,0.5400,0.5500,0.5600,0.5800
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Data sharing and wrong decisions ,62,0.4100,0.4200,0.4700,0.4900,0.5000,0.5100,0.5200,0.5300,0.5400,0.5600,0.5900
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,STORING PERSONAL OR PRIVATE MESSAGES AND SHARING THEM WITH THE FAMILY MEMBERS.,62,0.4100,0.4400,0.4700,0.4700,0.4900,0.5000,0.5100,0.5300,0.5300,0.5500,0.5700
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Going out of my budget by suggesting products i cannot afford,62,0.4100,0.4200,0.4400,0.4700,0.4900,0.5000,0.5100,0.5200,0.5500,0.5700,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Not sharing or using my data without my consent,62,0.4100,0.4400,0.4700,0.4900,0.5100,0.5300,0.5400,0.5500,0.5600,0.5800,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","My data privacy, I still somehow concern about my data privacy ",62,0.4100,0.4200,0.4500,0.4900,0.5000,0.5300,0.5300,0.5400,0.5500,0.5600,0.5900
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Store my data properly and not share it with 3 parties,62,0.4100,0.4500,0.4700,0.4900,0.5100,0.5200,0.5300,0.5500,0.5600,0.6000,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"Family privacy and data security. Once this data is abused or leaked, it will bring serious consequences.",62,0.4100,0.4500,0.5100,0.5300,0.5400,0.5500,0.5600,0.5700,0.5800,0.5800,0.6100
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"AI could increase risk of losing job, Uncontrolled or unsupervised AI could do serious harm to user.",62,0.4100,0.4200,0.4400,0.4800,0.5200,0.5300,0.5400,0.5500,0.5600,0.5800,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,I am afraid of making a decision that I do not agree with and that will harm my family,62,0.4100,0.4200,0.4600,0.5000,0.5100,0.5300,0.5400,0.5500,0.5600,0.5700,0.6100
2582d6cd-152b-4b10-9b3d-1565307f8a92,"In your own words, what is one task or area in your life where you are most optimistic that a future AI assistant could be genuinely helpful?",In helping people find effective ways to do things ,62,0.4100,0.4300,0.4400,0.4700,0.4900,0.5000,0.5100,0.5300,0.5400,0.5700,0.5900
2582d6cd-152b-4b10-9b3d-1565307f8a92,"In your own words, what is one task or area in your life where you are most optimistic that a future AI assistant could be genuinely helpful?",The AI could assist me with skills i dont own. Only for my private projects.,62,0.4100,0.4300,0.4400,0.4700,0.4800,0.4900,0.5100,0.5300,0.5500,0.5600,0.5800
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be transparent about the information you collect and what you do with it.,62,0.4100,0.4700,0.4700,0.4800,0.5000,0.5200,0.5400,0.5500,0.5600,0.5900,0.6200
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,that she makes decisions that are contrary to my ethics,62,0.4100,0.4700,0.4900,0.5100,0.5300,0.5400,0.5600,0.5600,0.5700,0.5900,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","It doesn't leak or share personal information with anyone. There are certain API keys which will be shared, so they always remain confidential.",62,0.4100,0.4600,0.4700,0.5100,0.5300,0.5400,0.5600,0.5700,0.5900,0.5900,0.6000
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Give us the right to see the data it collects from us because it cause transparency ,62,0.4100,0.4400,0.4600,0.5000,0.5100,0.5300,0.5400,0.5600,0.5900,0.6000,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Just by being transparent about data and privacy issues.,62,0.4100,0.4700,0.4700,0.4900,0.5200,0.5400,0.5500,0.5500,0.5600,0.5700,0.6000
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",be transparent about the data you use and why,62,0.4100,0.4400,0.4700,0.4900,0.5200,0.5300,0.5500,0.5600,0.5700,0.5900,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,That I make wrong decisions that put my family's health at risk,62,0.4100,0.4200,0.4400,0.4900,0.5100,0.5200,0.5200,0.5400,0.5500,0.5800,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Insensitivity on certain decisions,62,0.4100,0.4400,0.5000,0.5100,0.5300,0.5400,0.5500,0.5600,0.5800,0.6000,0.6500
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Being more transparent about what data they have saved, a way to permanently delete it, and how it is being used.",62,0.4100,0.4100,0.4300,0.4700,0.4900,0.5000,0.5100,0.5200,0.5300,0.5600,0.5900
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,sharing my family data to unauthorised providers,62,0.4100,0.4500,0.4800,0.5100,0.5200,0.5300,0.5400,0.5400,0.5600,0.5800,0.6000
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Sending others my account details when it comes to money without consultant ,62,0.4100,0.4400,0.4700,0.5100,0.5200,0.5300,0.5400,0.5500,0.5600,0.5800,0.6200
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"My biggest fear is that an AI assistant might make decisions without fully understanding my family’s emotions, values, or unique situations, which could lead to harmful or inappropriate choices.",62,0.4100,0.4700,0.4700,0.4900,0.5100,0.5200,0.5300,0.5400,0.5500,0.5800,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,An AI mistake can cause irreparable damage.,62,0.4100,0.4400,0.4700,0.5000,0.5100,0.5200,0.5400,0.5600,0.5600,0.5700,0.6100
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,spending money without approval ,62,0.4100,0.4400,0.4600,0.5000,0.5100,0.5300,0.5400,0.5600,0.5700,0.5900,0.6700
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Fully transparent about how it uses my data and ensure stronger privacy protection,62,0.4100,0.4400,0.4700,0.5000,0.5300,0.5400,0.5500,0.5600,0.5700,0.6300,0.6400
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"Spending my money or having access to my bank account, or house.",62,0.4100,0.4200,0.4400,0.4700,0.4900,0.5100,0.5200,0.5300,0.5500,0.5600,0.5800
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?","Be transparent about how you use your data, so I can see the logic behind your responses or decisions.",62,0.4100,0.4500,0.4800,0.5000,0.5300,0.5500,0.5600,0.5800,0.5900,0.6000,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,Making the wrong decisions,62,0.4100,0.4400,0.4800,0.5100,0.5100,0.5300,0.5300,0.5400,0.5700,0.5800,0.6000
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,I think spending our money is my biggest fear.,62,0.4100,0.4500,0.4700,0.4900,0.5000,0.5100,0.5200,0.5300,0.5300,0.5500,0.5700
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"Leaking the data to other parties and causing significant losses.

",62,0.4100,0.4300,0.4500,0.4800,0.4900,0.5000,0.5100,0.5200,0.5300,0.5600,0.5800
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,I'm afraid of situations where people get harmed because of AI's decisions.,62,0.4100,0.4500,0.4700,0.4900,0.5000,0.5200,0.5300,0.5400,0.5600,0.5800,0.6400
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"Making inappropriate decisions can lead to more trouble in life, loss of money and time, and legal risks.",62,0.4100,0.4400,0.4600,0.5000,0.5200,0.5400,0.5600,0.5600,0.5800,0.6200,0.6700
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,To treat people like me and make decisions without consulting me,62,0.4100,0.4200,0.4400,0.4600,0.4700,0.4900,0.5100,0.5200,0.5300,0.5500,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"Although it can be very useful, when it leaves the computer screen it starts to become ""dangerous,"" creating insecurity in those around it (in the case of a robot or something similar with the ability to make direct decisions).

",62,0.4000,0.4400,0.4400,0.4700,0.5200,0.5300,0.5500,0.5600,0.5700,0.5900,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,AI can make decisions that can harm my family.,62,0.4000,0.4400,0.4700,0.4800,0.5100,0.5200,0.5400,0.5500,0.5600,0.5800,0.6300
1144e8a2-8135-48df-94a2-3dce8ebc602a,"Besides just being accurate, what is the most important thing an AI company could do to help you trust its AI assistant?",Be more transparent about things.,62,0.4000,0.4400,0.4600,0.4700,0.4800,0.4900,0.5000,0.5000,0.5100,0.5400,0.5600
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,"My biggest fear is that an AI assistant could make wrong or biased decisions, putting my family’s safety or well-being at risk.",62,0.4000,0.4700,0.4700,0.5000,0.5200,0.5200,0.5300,0.5400,0.5500,0.5800,0.6300
63b9fc83-2050-49dc-97c2-f28480eecd3a,What is the single biggest risk or fear you have about an AI assistant making decisions for your family?,That it would make a wrong decision that i might not approve of.,62,0.4000,0.4100,0.4300,0.4900,0.5200,0.5300,0.5400,0.5500,0.5600,0.5800,0.6100
