Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
96b50cb1-8d5a-4f74-801d-4b86a643d48d,"Artificial intelligence assistants may not understand some specific situations within the family, such as the special preferences of family members or any allergies in their bodies. It is impossible for them to collect all the information on very detailed things.",Negative,Conflicts with family preferences or ethics,"Lack of empathy, values, or context",,,,,,
1ce52ded-4515-4ef1-bbb5-e68980474cf8,Can be an issue with the algorithm and cannot cover the request or needs for the person. In that case can cause a harmful situation for work or personal reasons.,Negative,"Bias or unfair, non-personalized decisions",Outdated/incomplete info leading to bad calls,Wrong decision causing harm,,,,,
d1480d53-4df1-440b-a066-75de61c34fec,Causing irreversible damage,Negative,Irreversible or catastrophic errors,,,,,,,
ccb1a850-5151-4f08-b050-3ed7cedfeae6,Data leak risk is my biggest fear.,Negative,Privacy breaches and data leaks,,,,,,,
ab04fb6f-552b-4807-9044-d9c2fd0d538a,Data privacy and security,Neutral,Privacy breaches and data leaks,Security of data storage and location,,,,,,
a945f694-c4cd-4527-bb91-360981187f1c,Data privacy being neglected,Negative,Privacy breaches and data leaks,,,,,,,
c5727595-0a42-4537-8bcd-98914f37bd50,"Data security and privacy are the main concerns. Sensitive personal data may be abused, leaked, or compromised if an AI assistant makes decisions for my family. Strong safeguards are necessary if we are to trust AI with this data.",Neutral,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,Security of data storage and location,,,,,
2818962e-2aae-496a-9bc0-74da76b717b0,Data security is the single biggest risk ,Negative,Privacy breaches and data leaks,Security of data storage and location,,,,,,
904d48cc-cd8f-4ca1-b3e8-825785f2534f,"Depending on the quality of the algorithm, we may take additional risks and it is best to decide whether to pass human review.",Neutral,Automating decisions that should be advisory,Outdated/incomplete info leading to bad calls,,,,,,
e0436157-9c5d-49d7-8406-c4ad0d0771dc,"Exposing sensitive family information, privacy.",Neutral,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
a67d7211-f30f-4038-aed7-74aa4e837261,Fear that they will be controlled by interest groups and make unnecessary or profit-making decisions; leaking privacy,Negative,Corporate/government manipulation or hidden agendas,Privacy breaches and data leaks,,,,,,
4a746266-eed5-4383-b37a-8f48f1d7f9e8,"He can offer me suggestions, but he cannot assist me in making major decisions or decisions that pose a threat to my safety.",Negative,Automating decisions that should be advisory,,,,,,,
e12bc881-b2a0-4da3-bb46-11ebcfd9b7f2,I am concerned about information leakage and the negative impact that could result from wrong decisions made by AI.,Negative,Privacy breaches and data leaks,Wrong decision causing harm,,,,,,
e2d19886-2a98-4d1a-b30e-bc742f36aad0,I am worried that my family’s private information may be leaked and used by other organizations to commit fraud.,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
27dd567c-491b-4d49-ae97-782564180282,"I fear biased decisions, security breaches, or data misuse compromising my family’s safety and privacy.",Negative,"Hacking, prompt injection, hijacking",Privacy breaches and data leaks,,,,,,
a90b95f2-6227-43e1-9295-9a46b8467ead,"I think this will infringe on my privacy because I may need to provide a lot of my personal information and my family's information to artificial intelligence, and I am not sure what artificial intelligence will do with my information and my family's information.",Negative,Privacy breaches and data leaks,Security of data storage and location,Sharing data with third parties/advertisers,,,,,
46c85b76-817a-4949-8706-bcb464f21668,I will risk my information,Negative,Privacy breaches and data leaks,,,,,,,
cdb02a2f-fb03-40c7-9ad2-a661c03269a7,I worry that AI assistants will reveal my important private information and make decisions that are not in line with my expectations without my permission.,Negative,Acting without consent or notification,Privacy breaches and data leaks,Wrong decision causing harm,,,,,
5b3c86e9-dcc3-4f07-833b-2025aa0ad48b,"I'm very worried that the assistant will hold me hostage to what he thinks is right to do, without context and human judgment.",Negative,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
8fc7409c-d3c9-4ab1-aaef-1935e8e5d308,"I'm worried that the assistant will make decisions that are outside my personal budget or that will harm my family, and I'm also worried about how my data is being used.",Negative,Privacy breaches and data leaks,Spending beyond budget or debt,Wrong decision causing harm,,,,,
5c43ac9a-6c62-4848-a56f-a766bdb40667,If AI assistant is  secretly controlled by its company and using sensitive  data for its financial gain,Neutral,Corporate/government manipulation or hidden agendas,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,
691eced9-2499-4c9b-bbb9-9d036588334d,It can leak private data for the individuals ,Neutral,Privacy breaches and data leaks,,,,,,,
4474ab8e-97c6-40ce-90f2-580ced4ee660,It may disclose confidential personal information which may bring issues.,Neutral,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
5878aa09-f874-4e92-bcfc-77953516cf92,It might make a error that's irreversible ,Negative,Irreversible or catastrophic errors,,,,,,,
161972f3-ae9a-4830-a4af-a3dfa9fb052f,It might take wrong decisions based on available information without reading the room and understanding current situation ,Negative,"Lack of empathy, values, or context",Wrong decision causing harm,,,,,,
e3961ffb-cbd2-45cb-ae7a-e990a66680fc,Leaking any private information about my family is the biggest risk or fear I have about AI,Negative,Privacy breaches and data leaks,,,,,,,
3e9484e7-9fa0-4d3a-ac26-cb340afd256f,Let him say something wrong directly to the children and they trust him.,Neutral,Children’s safety and inappropriate decisions,"Misinformation, hallucinations, unreliable sources",,,,,,
2247a244-1ae4-4d3b-ad05-d93f8f93fdf4,Make decisions for me without my permission and disclose my data to other people or organizations without my permission,Negative,Acting without consent or notification,Privacy breaches and data leaks,,,,,,
390a5486-646a-4f40-95fe-5e648e164cba,Making decisions on my behalf without my consent ,Negative,Acting without consent or notification,Automating decisions that should be advisory,,,,,,
29cc0fdf-08db-4f2a-90a5-0d0f636d7c91,Making decisions that would be humanly or ethically wrong and sharing personal information with companies or individuals with bad intentions.,Negative,Conflicts with family preferences or ethics,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,
2e13a50a-0f52-4738-a38a-d433697c8f3d,Making decisions without my consent. There is a possibility of making such mistakes.,Negative,Acting without consent or notification,,,,,,,
5d538a03-67aa-4d28-a871-ef3d40750cc9,Making wrong decisions that may lead to my family getting hurt.,Negative,Wrong decision causing harm,,,,,,,
9027a07a-7bce-4f51-a45a-0be01cea8013,Making wrong judgments may affect the health or daily life of family members and there is a risk of information leakage.,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,Wrong decision causing harm,,,,,
e90a9f1a-56f5-49f8-b1d8-251e026c2863,Manipulating my family to do things they don't want to,Negative,Conflicts with family preferences or ethics,Corporate/government manipulation or hidden agendas,,,,,,
cfa5fac1-b1c9-41fa-8ef8-9051316c2092,May he make harmful decisions,Negative,Wrong decision causing harm,,,,,,,
79d28f13-cd82-47bd-ab79-fdcd990920f2,"My main concern is privacy—an AI handling family decisions might access sensitive information, and if that data is exposed or misused, it could compromise our safety and trust.",Neutral,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
95325aa9-9ff4-4c0f-a8c5-8767a668262b,"Not considering the safety, privacy or the best interests of my family",Negative,Privacy breaches and data leaks,Wrong decision causing harm,,,,,,
17614e44-ce7d-4a36-9753-98c3da45537c,"Possibility of error, for example, in risk calculation, when selecting medications. Violation of my privacy, transfer of data to other companies and businesses, government organizations.",Neutral,Corporate/government manipulation or hidden agendas,Medical misdiagnosis or bad health advice,Privacy breaches and data leaks,Sharing data with third parties/advertisers,Wrong decision causing harm,,,
8e80c9f4-752c-4b84-82c1-7776def4570b,Potentially authorizing an independent decision which could bear serious financial/health risks for my family (e.g. falling victim to a banking scam/phishing attempt),Neutral,"Financial loss, unauthorized spending","Hacking, prompt injection, hijacking",Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,
4e6cfd97-4632-406e-bf85-0d8ffcad8f9d,Privacy and data security and losing control and autonomy,Negative,Overreliance and loss of human autonomy,Privacy breaches and data leaks,,,,,,
8de2908d-f655-42ee-8261-a4392ed37355,Privacy and depersonalization,Neutral,Dehumanization and family relationship strain,"Lack of empathy, values, or context",Privacy breaches and data leaks,,,,,
1f6a5690-ed90-4dea-93df-51a3bded0570,"Privacy and security concerns, sometimes AI may be mishandled or hacked, which can expose my family to serious harm",Negative,"Hacking, prompt injection, hijacking",Privacy breaches and data leaks,,,,,,
398e4b1d-18c9-4395-b405-f91c374a4ecc,Privacy and security might be breached or used by third-party companies ,Neutral,Privacy breaches and data leaks,Security of data storage and location,Sharing data with third parties/advertisers,,,,,
82fb7816-db52-4dc6-9f47-77e07f493de4,Privacy and their security ,Neutral,"Hacking, prompt injection, hijacking",Privacy breaches and data leaks,,,,,,
b76f83b4-7c4f-4b93-b7a7-47d93fb2b58e,Privacy concerns and dehumanization,Neutral,Dehumanization and family relationship strain,Privacy breaches and data leaks,,,,,,
f16449e2-91c1-420b-81eb-2bd8c5a58b4d,Privacy or personal matters,Neutral,Privacy breaches and data leaks,,,,,,,
94b9a8b7-0ff5-41ba-b5de-74cd424803f7,"Privacy, security and accountability ",Neutral,Accountability: who is responsible for errors,Privacy breaches and data leaks,,,,,,
1b4b42eb-0244-4c45-8188-b81dec0119ce,"Selling my private data to companies for profit, and then in turn harming my own interests",Negative,Corporate/government manipulation or hidden agendas,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,
a43d3e3b-9e54-41a6-9ad3-05a548a27988,Sharing my information with others without my permission and saving my personal data in the Ai system is my biggest fear. ,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,Security of data storage and location,Sharing data with third parties/advertisers,,,,
757af6cf-1766-451d-ac86-37bb414155b1,That could make irreversible mistakes. ,Negative,Irreversible or catastrophic errors,,,,,,,
df9dfc2c-26cc-4f72-bc35-fe9383893678,That creates conflicts due to poorly made decisions.,Negative,Conflicts with family preferences or ethics,Wrong decision causing harm,,,,,,
10bebc16-ab44-43d1-8547-56ef6aded20b,That he makes a mistake in his process and I find myself trapped in the consequences of it,Negative,Accountability: who is responsible for errors,Wrong decision causing harm,,,,,,
0f403490-61fe-47ad-af30-25726da379c0,That it would make a decision by itself that would put my children in harm's way,Negative,Children’s safety and inappropriate decisions,Wrong decision causing harm,,,,,,
b249d5a1-0474-448e-820b-c6dcca3ed5ba,That makes decisions that cause harm,Negative,Wrong decision causing harm,,,,,,,
b4bfd237-9bd0-4b61-8bf8-d40de3e91316,"That the decision will lead to irreparable consequences. So far I have only seen how such assistants help to find the most optimal solution, but not to accept it.",Neutral,Automating decisions that should be advisory,Irreversible or catastrophic errors,,,,,,
67f8ef96-a1fe-41cc-b111-86309b4eb000,The AI assistant makes grave mistakes.,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
605c5328-6fbc-4631-b727-bca976f697de,The biggest fear I have is giving access to my home or my children's information online.,Negative,Children’s safety and inappropriate decisions,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,
7aa64d5d-1f7d-4782-9fae-22642d801cda,The biggest fear would be of sharing sensitive personal and medical information about the family members without their permission,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
b93f2920-1168-4c8e-9cb7-2388c1defc7d,"The biggest risk is that AI will work in the interests of a company that will have access to all personal and sensitive information, this entails the risk of losing control and freedom of decision-making. I believe that a person should have the right to remain free, make decisions independently and be independent.",Neutral,Corporate/government manipulation or hidden agendas,Overreliance and loss of human autonomy,Privacy breaches and data leaks,,,,,
de1660da-394c-4c5e-9f2b-615e7236f98e,"The single biggest risk is the potential for loss of personal autonomy and control.

",Negative,Overreliance and loss of human autonomy,,,,,,,
48a9e153-aedf-4455-9a56-c06319297a6b,The single biggest risk or fear I have about an I assistant making decisions for my family is give out my family's privacy.,Neutral,Privacy breaches and data leaks,,,,,,,
6e205f8f-62fe-472b-be49-9647453fbeb5,"The single biggest risk or fear about an AI assistant is that it will act without my consent or ask for permission. Also, if an error occurred. ",Negative,Acting without consent or notification,Wrong decision causing harm,,,,,,
27505531-84f7-4757-8aae-f901beec48cf,Working on its own without permission,Negative,Acting without consent or notification,,,,,,,
8fa3f17a-d080-43b5-9f4a-05319508a761,"Wrong decisions can cause irreversible damage to health, privacy and property.",Negative,Irreversible or catastrophic errors,Privacy breaches and data leaks,Wrong decision causing harm,,,,,
030f2b55-2c78-45a8-8ec9-bd46451dfb17,a data breach of my families medical records being sent to someone it should not be sent to,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
099166c2-f6e8-4167-8648-3c981f09b6d7,loosing control of the direction i would want to be in charge of and ceding control to an unhuman source that might not act in my best interest,Negative,Conflicts with family preferences or ethics,"Lack of empathy, values, or context",Overreliance and loss of human autonomy,,,,,
b77c736c-6a7c-48b9-b520-6ed0971f4501,"making a mistake, and causing harm",Negative,Wrong decision causing harm,,,,,,,
9c9bb0c4-41af-4d74-9915-4bd048904247,making an error in the decision making,Negative,Wrong decision causing harm,,,,,,,
26bb7d53-3961-4e15-a553-4cc789593754,"making wrong diagnosis or DNA test results

",Negative,Medical misdiagnosis or bad health advice,,,,,,,
267ddb88-02a8-4358-98d1-f02ee6a6982e,share the personal info of family to everyone that we want to be concealed,Neutral,Privacy breaches and data leaks,,,,,,,
5bea001e-c966-4cbd-ad2a-bb92dddef489,signing agreements and making financial transaction without my permission,Negative,"Financial loss, unauthorized spending",Signing contracts or legal actions without approval,,,,,,
7537e276-27ea-49ab-8e54-8e76990796ce,that I may have serious legal consequences,Negative,Signing contracts or legal actions without approval,,,,,,,
996a3f30-fae7-43a8-82b8-29898de3ec9a,that he makes wrong decisions without any prior approval,Negative,Acting without consent or notification,Wrong decision causing harm,,,,,,
b3945f29-b464-4d55-b166-e4b497d2ef79," loss of autonomy and unintended consequences from biased or inaccurate AI decisions.

",Negative,"Bias or unfair, non-personalized decisions","Misinformation, hallucinations, unreliable sources",Overreliance and loss of human autonomy,,,,,
fb2b2491-e935-4e38-8843-d8601d69b95a,AI Assistant makes decisions without approval.,Negative,Acting without consent or notification,Automating decisions that should be advisory,,,,,,
924ab28c-9e96-47f8-aed8-08d137f19e73,AI is hacked or corrupted by dangerous data so that it provides harmful information,Negative,"Hacking, prompt injection, hijacking","Misinformation, hallucinations, unreliable sources",,,,,,
31c7d1b8-021b-4127-8e84-9003e559c40a,AI is often wrong and I would be concerned it would make a mistake that could end up being a big deal financially or in personal safety and privacy.,Negative,"Financial loss, unauthorized spending","Misinformation, hallucinations, unreliable sources",Privacy breaches and data leaks,Wrong decision causing harm,,,,
57449c7f-dc97-4632-ade8-a1b7e302bf30,"AI is still just a code written by people, so errors and glitches are very possible. ",Neutral,"Misinformation, hallucinations, unreliable sources",Wrong decision causing harm,,,,,,
ffd89b79-8b15-495f-ad87-1b2842ea907e,AI system failure and making wrong decisions. Incorrect execution of commands with irreversible consequences.,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
69d32525-deb1-43d7-98d4-223e9e92b12b,About health and privacy that would liking to be exploited,Neutral,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
8570a6e1-d638-499d-a9c1-8d9f84363a38,"All of the above that I listed above lol. I think that ultimately I should make those choices and if it has any recommendations, it should give them to me. But nobody and nothing should be giving access to my home, touching my finances, or signing agreements except for me because this is how bigger accidents and mistakes happen. It also takes away a sense of autonomy.",Neutral,Automating decisions that should be advisory,"Financial loss, unauthorized spending",Letting strangers into home or sharing keys/codes,Overreliance and loss of human autonomy,Signing contracts or legal actions without approval,,,
807eaae7-408c-488a-b991-83e18d3bebcf,Allowing people inside my home and making decisions about kids and elderly people at home,Neutral,Children’s safety and inappropriate decisions,Home access and smart device misuse,Letting strangers into home or sharing keys/codes,,,,,
8ed83c57-45d3-4377-b793-84355a59263d,An AI assistant could make decisions like authorizing medication for my loved ones that i have not directly approved,Neutral,Acting without consent or notification,Medical misdiagnosis or bad health advice,Wrong emergency judgment or delayed care,,,,,
96694d0c-4289-4136-b97f-51b1f58f178e,An AI is making personal decisions on my behalf without my consent. ,Negative,Acting without consent or notification,,,,,,,
7f04a688-5f89-4826-b9d3-ce827cde79bf,An unpredictable failure in decision making.,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
8e9664fd-aeb7-4d48-9c74-09c3646fcc5c,Automated decisions or automated signatures related to family finances and health,Neutral,"Financial loss, unauthorized spending",Medical misdiagnosis or bad health advice,Signing contracts or legal actions without approval,,,,,
55338ca7-14bc-40d0-b452-1cf404b5b2b9,Because doing it wrong can lead to fatal errors when it comes to health.,Negative,Irreversible or catastrophic errors,Medical misdiagnosis or bad health advice,,,,,,
67971dfd-e999-4e54-afeb-5c5762eece18,"Because it has no emotions or intuition and so things like decision making for my family, might help but can also be highly misleading ",Negative,"Lack of empathy, values, or context","Misinformation, hallucinations, unreliable sources",,,,,,
474e35e0-4626-4021-a5ba-7e059f21daff,Contacting to doctor and telling about decease my tell wrong,Neutral,Medical misdiagnosis or bad health advice,"Misinformation, hallucinations, unreliable sources",,,,,,
ecccb03c-84f7-41e3-ad51-fe332bd4b5ee,Data breach or errors might occur ,Neutral,Privacy breaches and data leaks,Wrong decision causing harm,,,,,,
f35cc562-35e0-4751-ac4d-1222022d228f,Data breaches that may happen in the system.,Negative,Privacy breaches and data leaks,Security of data storage and location,,,,,,
7867308a-1372-4a2c-9294-d93d68bee96a,Data theft and safety that data is crypted.,Negative,Privacy breaches and data leaks,Security of data storage and location,,,,,,
6b6039e6-81cd-49fd-8fc5-dc091246766e,Decisions that compromise home privacy and financial situation are sensitive.,Neutral,"Financial loss, unauthorized spending",Privacy breaches and data leaks,,,,,,
6cb3baee-8c4c-4f1e-9e78-d9bbf59b03fa,Doing something wrong due to an error,Negative,Wrong decision causing harm,,,,,,,
79237817-b4dd-4cba-b322-4fa372608498,"From my own experience I'm worried about 'ERROR' and security. Human mind is timid, unique and it think alot before taking a decision. How can I machine works on lakhs of human behaviour data, make that final decision without consulting us",Neutral,Acting without consent or notification,Automating decisions that should be advisory,"Hacking, prompt injection, hijacking",,,,,
bb174424-b967-4d90-8035-541bc5bb2aef,"Giving improper information to someone who requested it. Whether that be a doctor, employer, insurance, etc. Especially if it gave information I consider private without my authorization. Then using that information to make a decision for me without me knowing ahead of time. ",Neutral,Acting without consent or notification,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,
ecec48d5-7411-4f69-a2d4-13644382c0fa,Having access to my house without my permission would be the biggest fear of an AI assistant.,Neutral,Home access and smart device misuse,Letting strangers into home or sharing keys/codes,,,,,,
754b7f22-072c-4ac4-8738-be96b3f7e9d0,I believe AI can make mistakes and therefore cannot make important decisions for me.,Negative,Automating decisions that should be advisory,Wrong decision causing harm,,,,,,
c0905e4f-9ed4-4f52-8f10-09ba55f1ee3b,"I concern about that AI assistant makes mistakes about the decision making. If the decisions is wrong, it may affect the family. And data that we are sharing should be secure. These are my biggest risk or fear about AI assistant.",Negative,Privacy breaches and data leaks,Wrong decision causing harm,,,,,,
66edb6de-7071-4a32-b72e-f95711e4b4c1,"I don't know, but most likely if he makes a decision that will make things worse",Negative,Wrong decision causing harm,,,,,,,
abdbc0cb-019e-43a1-b5eb-60b102828c15,"I don't want AI to make decisions for my family, and I don't have the authority to make decisions for my family.

",Negative,Automating decisions that should be advisory,Other,Overreliance and loss of human autonomy,,,,,
1ab421d7-fe8e-4297-a57d-9a631c331bc1,I fear that an AI assistant might impersonate me and contact my family or friends.,Negative,Impersonation or sending messages as me,Loss of control over identity/voice,,,,,,
e52ea0e5-ceaa-44e8-92a2-04d7db989e21,"I fear that he will make health, financial or social decisions without my permission that will harm my family.",Negative,Acting without consent or notification,"Financial loss, unauthorized spending",Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,
c2bb9ceb-824c-4809-abeb-a68ce6e1d7d8,"I fear that it could make a mistake that would lead to negative consequences, or someone would use my information to take advantage of my family ",Negative,Privacy breaches and data leaks,Wrong decision causing harm,,,,,,
9e87744b-284c-4946-88a1-c937afebd683,I fear that my family affected with the error,Negative,Wrong decision causing harm,,,,,,,
933540a7-f023-4646-b156-c6ee7c7d06fa,I fear that someone could be harmed by me putting too must trust and faith in AI and becoming complacent. ,Negative,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
912ca477-e92d-40b4-bc83-bde3f9a2bc1b,"I fear that the company that creates the assistant will sell my data to third parties without my consent. After all, information is power. ",Neutral,Corporate/government manipulation or hidden agendas,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,
ddd277b6-b1ca-4319-9191-821df4559251,"I feel it is still risky to totally depend on AI for my family's well-being. A little bit of assistance is ok with permission, but taking all charge is not ok for me. I understand better how to run things",Neutral,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
0c73a0e9-bb5f-4fa8-ac22-f33732564bf1,"I think decisions must be made with human consent, and I think AI could be manipulated by companies.",Negative,Acting without consent or notification,Corporate/government manipulation or hidden agendas,,,,,,
e540cc5f-33b4-4aea-8d8d-7fa9ed6ebbbb,"I think it's still a data preservation issue. I don't mind AI collecting and analyzing my data to make decisions or assist with it, but I hope this data can be kept confidential and not shared with anyone.",Neutral,Privacy breaches and data leaks,Security of data storage and location,Sharing data with third parties/advertisers,,,,,
82995d0e-0f50-4b29-a699-6d5715cf610e,"I think the biggest fear is that he'll make a mistake, that he'll do irreversible damage, that he'll be highly damaging, or that he'll share private information.",Negative,Irreversible or catastrophic errors,Privacy breaches and data leaks,Wrong decision causing harm,,,,,
c2abd5f0-1e49-475a-8279-4e8babe13b7d,I think the biggest risk would be privacy I think. ,Negative,Privacy breaches and data leaks,,,,,,,
6619e809-199f-4d92-b39c-694366b240dc,I worry that it would make some sort of costly mistake or error or hallucination. ,Neutral,"Misinformation, hallucinations, unreliable sources",Wrong decision causing harm,,,,,,
33a7ad5e-e5e5-41e2-a1b8-03ab5d65f71f,I would fear it making the wrong decision that could lead to an accident or death,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
914ab51b-5f69-4d9f-9941-18783c8e6d58,"I'd be afraid of the AI assistant making a decision without anyone knowing, resulting in bad consequences and I'd have to take responsibility for it.",Negative,Acting without consent or notification,Irreversible or catastrophic errors,,,,,,
2c9fc0ed-828c-40d0-9ed5-c282356c1c5a,I'm afraid that the AI assistant will make an error that causes my family members to be harmed or a mistake that will put in danger my finances or property ,Negative,"Financial loss, unauthorized spending",Wrong decision causing harm,,,,,,
77c32b54-f798-450b-966c-f740baa5f019,"If I were to let an AI assistant make decisions for my family, my biggest concern would be personal privacy and the security of sensitive information. For example, if our health data, medical records, financial information, and bank accounts were leaked or misused, it could have a serious impact on our family's lives. Furthermore, I'm concerned that AI could provide inaccurate advice in certain situations, and that over-reliance on it could lead to poor decisions.",Neutral,Exposure of sensitive medical/financial records,"Misinformation, hallucinations, unreliable sources",Privacy breaches and data leaks,Wrong decision causing harm,,,,
f9825ebc-9e32-478b-aeab-e38b6514544d,If it hampers my privacy and security.,Negative,"Hacking, prompt injection, hijacking",Privacy breaches and data leaks,,,,,,
1d0d49c2-9c7a-4d34-b20d-8e3e276725a6,"If the information it provides is inaccurate, it may delay treatment or even lead to more serious consequences.",Negative,Medical misdiagnosis or bad health advice,Wrong emergency judgment or delayed care,,,,,,
044da6a1-2e3a-4cd6-b197-e757be25451e,Information leakage may also lead to wrong judgments that may cause harm to family members or damage to family finances.,Negative,"Financial loss, unauthorized spending",Privacy breaches and data leaks,Wrong decision causing harm,,,,,
6b08f9a2-6310-49dc-833f-f5bbbe0fb44e,Information leakage. I am worried that AI development companies will share our information with other companies and gain benefits.,Negative,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,,
b256639f-6433-46c4-8b99-11294d45dc3f,Insensitivity on certain decisions,Neutral,"Lack of empathy, values, or context",,,,,,,
e6274692-31e5-48d0-9028-9c81bc885161,It can give biased information that will lead to potential harm.,Negative,"Bias or unfair, non-personalized decisions","Misinformation, hallucinations, unreliable sources",Wrong decision causing harm,,,,,
8dfac909-d4ae-4c24-8708-3d7016dd05d6,It can make a huge error that cannot be or is difficult to reverse.,Neutral,Irreversible or catastrophic errors,,,,,,,
7b4df6e0-87d9-4331-933f-39bdc1ad7010,It can make error that can lead to harm,Negative,Wrong decision causing harm,,,,,,,
68999496-4d57-409c-999d-9636debc219a,It could give some bad advice,Negative,"Misinformation, hallucinations, unreliable sources",Wrong decision causing harm,,,,,,
1da3142c-0815-4c53-95f7-6b55fff887df,"It could make a wrong decision in terms of medical assistance or care. It could also make decisions that would make me lose money or incur losses, or make less money than I would've made myself. The AI cannot be me, it's just a machine, so trying to be me and then going ahead and acting like it's me, is unacceptable for me It lacks the human part of my reasoning and for that it cannot be fully trusted to act on my behalf. sending messages on my behalf is also unacceptable nor scheduling my meets",Negative,Automating decisions that should be advisory,"Financial loss, unauthorized spending",Impersonation or sending messages as me,"Lack of empathy, values, or context",Medical misdiagnosis or bad health advice,,,
